,PredictedValueExtensiveModel
8904,1918954.0
8906,1327320.8
8907,2716659.2
8908,856243.3
8909,-454046.75
8910,2634145.0
8911,1255075.0
8912,1799597.5
8913,1090357.9
8914,2102717.8
8915,76315.93
8919,2100242.0
8922,573114.3
8924,1526999.8
8925,-206663.42
8926,1628703.8
8929,1999606.2
8931,956325.5
8934,979825.25
8936,518930.7
8938,1087647.6
8939,917442.7
8940,2684320.0
8941,892198.3
8948,976648.0
8952,1284092.8
8954,890681.94
8955,-1214685.0
8956,-231821.64
8958,-204745.17
8959,3301955.5
8960,1010748.3
8961,802542.5
8962,1206802.1
8964,978864.44
8965,207090.31
8969,917390.6
8971,287603.75
8975,1342470.5
8976,1219978.1
8977,1532146.9
8978,124645.54
8980,-543092.0
8982,1532362.4
8983,-357418.12
8985,1199136.1
8986,1398703.9
8987,993041.7
8989,357665.03
8990,-208986.36
8992,-108047.4
8994,123556.71
8996,1467611.6
8997,2721352.0
8998,-59436.656
8999,1106848.0
9003,45998.9
9004,1238573.9
9005,645246.4
9006,1150385.6
9008,699096.0
9009,447065.2
9010,-510873.56
9011,448098.38
9012,1126553.6
9014,1061378.1
9015,3412703.5
9016,1766175.1
9017,1303078.9
9018,593771.9
9019,1448218.5
9020,329341.06
9021,2930877.8
9022,700994.3
9023,733740.25
9030,88124.73
9033,-829109.8
9034,476316.56
9036,2736674.8
9037,-309942.84
9038,1374076.8
9040,66445.38
9045,690251.6
9046,139991.97
9047,887532.1
9048,1272891.1
9049,-1388532.2
9050,797953.8
9055,-1174112.2
9056,1475647.6
9057,81523.65
9058,584136.75
9059,1943910.6
9060,991181.1
9061,51473.086
9062,1009908.3
9063,1874185.6
9065,3379360.2
9066,986986.06
9070,2480159.8
9072,-33653.227
9073,-174996.03
9078,2080169.0
9079,992202.6
9087,1031677.25
9089,-3255416.8
9094,918529.7
9095,752467.06
9096,-612015.94
9098,5348264.0
9099,1993168.1
9100,641451.06
9106,1133877.4
9107,1395827.8
9108,468593.75
9109,1334712.0
9110,-765630.56
9111,786774.6
9112,933516.25
9113,1244842.8
9114,271276.25
9115,-155538.44
9116,1870875.2
9117,1049690.4
9118,1236001.8
9119,522513.1
9122,248575.97
9124,2384346.8
9125,772409.4
9126,2193007.8
9127,879336.7
9128,257489.94
9132,580365.0
9134,69270.055
9137,1075184.9
9139,1512597.2
9140,741100.3
9141,700967.94
9144,1791314.2
9148,1251767.6
9150,1185743.0
9156,1292642.1
9157,774316.7
9162,-274002.3
9164,1475812.0
9165,1834076.0
9166,2055728.1
9167,-255947.8
9168,15372.805
9169,1026681.2
9172,-486438.5
9173,-962010.0
9177,-818370.25
9185,1013913.4
9187,827033.9
9189,1240477.8
9192,936127.6
9193,860693.7
9201,772201.94
9202,1278769.9
9209,-658699.5
9210,1133877.4
9211,1014754.44
9212,-1091412.9
9215,140293.23
9222,990692.06
9226,630757.56
9232,994910.44
9237,260037.02
9241,1053473.6
9242,-759163.1
9243,837925.7
9244,608992.4
9246,625437.4
9248,1089250.9
9249,612333.6
9250,99191.805
9253,1086310.6
9254,4596292.0
9255,-625092.56
9257,2546214.2
9262,740721.94
9267,210299.7
9272,-29710.951
9274,-526879.7
9278,1131863.5
9279,-803048.4
9283,-477305.8
9285,-1062395.0
9294,1272329.0
9296,1204530.0
9298,1103152.5
9300,1247175.4
9301,409010.34
9304,1616987.2
9305,530519.1
9309,637376.1
9310,-174996.03
9312,706966.0
9322,-2556070.0
9325,939764.9
9327,1379449.8
9328,2087518.8
9331,682815.0
9332,1082498.5
9336,1428224.6
9337,-792884.6
10462,4029721.5
10463,786494.4
10464,-424298.75
10466,4534.588
10467,-185565.1
10468,812514.0
10469,-259806.38
10470,66640.97
10471,586750.94
10472,3278555.0
10473,858163.94
10474,898482.0
10475,-39896.57
10476,1159389.4
10477,-24041.135
10478,-704980.8
10481,1568642.8
10482,106281.26
10483,-529118.7
10484,-25072.291
10485,789594.8
10486,-194783.2
10488,986547.8
10489,2418731.0
10490,650117.94
10491,-444989.22
10496,412310.44
10497,175392.73
10498,160465.1
10499,304051.44
10502,865456.0
10503,-811788.5
10505,-640182.1
10506,-187857.38
10507,476376.06
10508,1461.1829
10509,1444138.9
10510,190140.8
10513,-1019336.3
10514,636686.94
10515,594950.25
10516,640424.8
10517,-2086901.6
10518,-1062743.4
10520,55358.46
10521,-115119.63
10522,-1458012.5
10523,-644697.44
10524,-2946597.2
10528,1866762.1
10529,1125121.9
10530,602104.7
10531,619347.4
10532,18209.451
10533,854545.3
10534,23549.477
10535,467625.88
10536,-655543.75
10537,-15242.512
10538,-5145028.5
10539,1227112.2
10540,740283.06
10541,-542563.5
10542,3764921.2
10543,1244984.1
10544,1235163.2
10545,305340.47
10547,1038001.3
10548,642816.3
10549,381191.22
10550,-47275.445
10551,380106.06
10552,-157512.53
10553,330754.84
10554,-118685.65
10555,-1967.1301
10556,1541830.0
10560,1122959.1
10561,136907.61
10562,538677.1
10563,208780.23
10564,520871.44
10565,297536.8
10566,343485.3
10567,259954.83
10568,-518247.5
10569,325310.5
10571,962423.8
10572,267088.1
10573,349171.03
10574,366804.4
10575,-601798.7
10576,710711.7
10577,163789.02
10578,301078.22
10580,395891.53
10581,-583991.94
10582,267123.03
10583,1420179.9
10584,-379178.03
10585,1231403.9
10586,578909.8
10587,759130.56
10591,1675017.6
10592,939581.7
10593,860281.1
10594,533906.3
10595,359918.8
10597,-55006.047
10598,-154038.14
10599,-285754.6
10600,-348999.7
10602,1751055.1
10603,794152.25
10604,703486.8
10605,1190458.8
10606,540845.25
10611,589970.8
10612,75314.46
10613,-353681.94
10614,1029443.25
10615,-257164.89
10616,685509.9
10617,3322569.8
10618,477711.16
10624,786494.4
10625,339109.56
10626,511290.3
10628,1678330.1
10629,-1377131.2
10630,485595.0
10631,773430.1
10632,724537.5
10633,1539517.5
10634,-796674.06
10635,-1200551.8
10636,-695956.94
10637,-311605.8
10638,796687.1
10640,1367464.4
10641,898482.0
10643,1593833.4
10644,769587.1
10645,545862.94
10646,733467.8
10647,464779.78
10648,-1742105.9
10652,1499810.8
10653,602104.7
10654,465959.12
10655,469907.5
10656,-66340.055
10657,1090227.8
10659,145727.72
10660,1597212.2
10661,-390327.8
10663,1935596.1
10665,1327983.4
10666,422111.62
10667,575987.5
10668,536948.8
10670,1273740.0
10671,890620.3
10672,1210758.9
10673,395139.75
10674,1795516.1
10675,122985.51
10676,-645170.5
10681,1325483.8
10682,858780.75
10683,-1480469.8
10684,114522.37
10685,372906.75
10686,188394.97
10687,505633.5
10688,-249757.05
10689,844320.3
10690,1056211.2
10691,-172752.75
10692,743792.9
10693,-490794.53
10694,-1778507.6
10697,33596.164
10698,450248.25
10699,213239.94
10700,-149528.03
10701,306209.0
10702,-1438526.4
10703,368698.0
10704,228173.4
10705,538350.94
10711,2600963.8
10712,951823.0
10713,-541981.9
10715,608964.25
10717,-420889.2
10719,1141747.0
10720,-828071.8
10721,-543006.7
10723,694793.4
10724,-1227269.1
10725,310527.94
10726,238655.28
10727,258205.66
10729,-169871.02
10731,861687.94
10732,179075.44
10733,-1066774.2
10734,-27651.908
10735,250904.48
10737,1055852.0
10738,-265556.38
10739,686872.25
10748,1282541.2
10749,552363.75
10750,-369100.3
10751,-640408.25
10753,238340.45
10754,151187.19
10755,-766457.4
10756,959433.0
10757,369886.3
10758,-408041.3
10760,582234.3
10761,-309196.56
10762,-453099.6
10763,573696.6
10764,-820175.94
10767,134450.58
10768,1077066.6
10769,522082.62
10770,-97896.836
10771,490027.7
10774,1288059.9
10775,174543.61
10776,380941.84
10782,-2893538.8
10783,517581.56
10784,1210921.6
10785,231761.98
10786,291300.12
10787,-488307.0
10788,-901571.5
10789,-1011448.9
10790,369515.56
10791,464036.44
10792,295.30737
10793,-621489.8
10795,-129323.76
10796,639515.1
10797,82781.51
10798,480175.94
10799,-1027814.9
10800,905199.2
10801,809936.94
10802,301078.22
10803,-2681393.5
10804,665380.56
10805,29897.045
10806,-1058745.0
10807,-52293.055
10808,484494.5
10809,1015564.1
10810,-239747.84
10814,1452922.4
10815,778049.4
10816,550098.6
10817,810789.1
10818,-638809.9
10819,-766457.4
10821,98869.26
10822,283807.62
10823,-552660.0
10824,867352.2
10825,1019921.2
10826,1414671.9
10827,-854490.8
10828,307344.56
10829,1127567.6
10830,512629.8
10831,926821.2
10832,-1929340.2
10833,74862.74
10834,1812776.6
10835,-565452.94
10841,694029.56
10842,-640408.25
10843,470221.2
10844,-543424.3
10845,-257802.81
10846,46796.46
10848,-326921.75
10849,443242.97
10850,884449.2
10851,76808.48
10852,677670.8
10854,-1422188.4
10855,258201.94
10856,1806877.2
10857,2331150.8
10858,-410254.88
10859,217132.8
10860,-774125.94
10861,532509.3
10862,-109224.02
10863,-991568.44
10868,1153180.0
10869,564388.3
10870,359554.06
10871,340664.3
10872,-573957.0
10873,-805253.5
10874,276632.38
10875,354038.8
10876,633530.4
10877,-309091.88
10878,-120909.09
10879,-834520.4
10880,915766.5
10881,422440.5
10882,338322.0
10883,45795.89
10884,438613.06
10885,-92776.85
10886,-633514.94
10887,-499020.62
10888,470057.44
10889,378984.12
10890,-565424.2
10891,-92685.164
10892,-312683.94
10893,-222888.0
10897,1499810.8
10898,1306346.5
10899,373832.94
10900,297536.8
10902,583790.5
10903,1199434.5
10904,-1081892.4
10905,1176702.5
10906,-92420.01
10907,-206629.64
10908,-112452.77
10909,844856.94
10910,147267.42
10911,243352.69
10912,484494.5
10914,-155159.66
10918,349336.5
10919,-302130.56
10920,1135312.0
10921,-536489.7
10922,-302130.56
10923,-1314990.9
10924,-916478.7
10928,-140655.56
10929,383107.38
10930,340664.3
10931,244661.73
10933,594200.25
10934,-1899207.6
10935,-244297.1
10936,128454.98
10937,-711956.25
10938,-484976.12
10939,1281351.6
10940,503809.3
10941,-2885038.2
10942,277566.3
10943,354251.44
10944,559700.25
10946,422111.62
10947,-694347.4
10948,-538660.7
10949,-302130.56
10950,855828.4
10951,1063128.5
10956,570122.3
10957,655373.9
10958,1019533.3
10959,-855348.1
10961,-403878.25
10962,-70047.46
10963,-123414.92
10964,934340.8
10965,98807.32
10966,1223683.2
10967,413197.7
10968,214527.4
10969,-466501.56
10971,-302130.56
10973,906862.94
10974,-239747.84
10976,1021854.56
10977,-302130.56
10978,-957708.94
10979,581791.1
10982,-57848.312
10983,-640408.25
10984,327514.3
10986,2273271.0
10988,289778.28
10990,-1431.9504
10993,538678.1
10996,1131217.0
10998,-765727.06
10999,-30006.021
11000,-345258.06
11005,5313913.0
11006,4169758.8
11007,2931458.0
11009,3818061.8
11010,1977798.0
11011,6836088.0
11012,3215564.2
11013,2606493.8
11014,1076129.0
11015,4440362.5
11016,2079144.9
11017,1123200.6
11018,1984736.8
11019,5049492.5
11020,12995597.0
11021,1643212.4
11022,1965178.2
11023,10270114.0
11024,2485958.5
11025,13610793.0
11026,10211967.0
11027,5081141.5
11028,6955473.0
11029,7426631.0
11030,2041558.4
11034,7662754.5
11035,2759497.5
11036,-683036.44
11037,-550600.06
11038,6625499.5
11039,10393448.0
11040,7673907.0
11041,3916916.0
11043,103.81128
11044,3127885.5
11045,5143983.0
11046,-301881.16
11047,17393676.0
11048,3679175.8
11049,1367643.1
11050,699597.6
11051,945974.3
11052,-241499.52
11053,9970881.0
11054,729413.0
11056,1045982.25
11057,-102533.77
11062,6120210.5
11063,-2015854.4
11064,2265764.2
11066,1084860.5
11067,2783700.8
11069,1934793.0
11070,3458421.0
11071,3231434.0
11072,2985148.2
11073,3268390.8
11074,11028133.0
11075,1493635.8
11076,1029910.75
11077,2594508.8
11078,1195830.5
11079,3109830.0
11080,5664156.0
11081,2233134.0
11082,2994904.0
11083,3232066.5
11084,9687760.0
11088,9530507.0
11089,1746826.2
11090,-255977.16
11091,-230222.89
11092,616962.44
11093,4072073.8
11094,1018671.1
11095,-146312.69
11096,5087071.0
11097,411342.53
11099,2379198.0
11100,1389438.8
11101,-235121.62
11102,172589.16
11103,3184277.5
11104,1996161.2
11105,-1749843.8
11106,4413572.5
11107,2523666.8
11108,1027026.6
11109,2652993.2
11110,1550145.4
11115,2127577.0
11116,3266386.5
11117,1847797.5
11118,257341.38
11119,1064641.0
11120,14757.705
11121,2264387.8
11122,1516169.6
11123,4482668.5
11124,3728273.8
11125,2432605.2
11126,3326441.8
11127,2229881.5
11128,1630675.0
11129,1185229.6
11130,1422706.0
11131,2795413.8
11132,5016222.0
11133,1037685.44
11134,345599.3
11135,3140280.8
11139,6337348.0
11140,2136720.0
11141,885879.7
11142,374875.0
11143,701580.6
11144,-318315.88
11145,-226439.1
11146,2595901.2
11147,-693831.2
11148,585945.56
11149,8932045.0
11150,4666074.0
11151,3372003.5
11152,913608.94
11153,2598057.0
11154,5406782.0
11155,-235722.3
11156,3611713.8
11157,2198662.8
11158,1450606.8
11159,960216.25
11163,6765423.0
11164,8658855.0
11165,2025625.0
11166,1385056.5
11167,-102817.89
11168,207167.23
11169,80309.13
11170,-356271.8
11171,1397028.9
11172,695391.0
11173,3085714.2
11174,3659809.8
11175,1012635.5
11176,934730.4
11177,4581975.5
11178,1219102.2
11179,2846190.2
11181,2702268.5
11182,597266.7
11183,1976863.5
11184,-548904.7
11189,1033335.2
11190,1387399.0
11191,952460.75
11192,708243.75
11193,326469.0
11194,2538823.2
11195,277445.3
11196,1811139.5
11197,1275957.4
11198,4316887.0
11199,1005792.8
11200,-331561.88
11201,835201.3
11202,4579703.0
11203,3835853.5
11204,1353387.0
11205,2621657.0
11206,1690541.5
11207,749104.56
11208,585014.8
11213,1776995.5
11214,4593797.0
11215,1499901.8
11216,-40220.758
11217,1036401.06
11219,454816.7
11220,1001619.4
11221,473256.0
11222,1095792.8
11223,-123843.07
11224,2099227.8
11225,4896114.0
11226,3034868.5
11227,1110687.5
11228,1040686.3
11229,3614230.5
11230,6102838.5
11231,7848917.0
11232,361599.3
11236,2147102.2
11237,2273916.0
11238,513274.7
11239,-1421359.1
11240,4479940.0
11241,3773685.8
11242,693387.0
11243,-875118.7
11244,3471225.2
11245,4065762.8
11246,953823.75
11247,552639.4
11248,2998043.2
11249,651366.56
11250,7313437.0
11251,11501884.0
11252,2054700.6
11253,724951.0
11254,996296.94
11258,2839508.8
11259,1167132.6
11260,83047.39
11261,3320143.2
11263,3437086.5
11264,-256397.81
11265,924967.4
11266,3245883.2
11267,1033409.75
11268,90376.79
11269,528359.1
11270,970237.0
11271,-122419.38
11273,751308.3
11274,1336936.2
11275,-557286.25
11277,831528.56
11278,3453726.8
11279,1619177.5
11280,516198.06
11281,143442.12
11286,1362476.9
11287,945242.0
11288,809412.1
11289,1980900.8
11290,189071.08
11291,-256007.28
11292,485221.0
11293,-13719.512
11294,1574711.2
11295,1903191.9
11296,1856152.5
11298,3063766.0
11299,1080517.8
11301,641186.56
11302,2459335.0
11304,1888339.2
11305,3022161.2
11306,1375275.5
11309,1376630.2
11310,986939.94
11311,740261.3
11315,360451.88
11316,1959408.8
11317,1700951.8
11318,1636730.8
11319,647746.8
11320,3662646.8
11321,25510.238
11322,1245356.8
11323,473256.0
11324,-2106676.8
11325,-510611.88
11326,2127598.0
11327,702386.5
11328,642096.75
11329,1199683.8
11330,4157803.5
11331,1467514.8
11332,2865330.8
11333,2731101.0
11334,813580.75
11335,1079809.1
11336,497752.38
11337,-26469.818
11338,471964.38
11339,6011693.0
11340,4252734.0
11341,576734.1
11342,951714.1
11347,1263657.4
11348,707878.25
11349,-240410.98
11350,899910.75
11351,519952.3
11352,-183901.48
11353,15989.393
11354,1122247.6
11355,3103281.5
11356,984949.0
11357,688390.06
11358,704528.8
11359,-485511.56
11360,417008.5
11361,1034260.4
11362,5519732.0
11363,567061.1
11364,-167877.31
11365,1184873.4
11367,992424.3
11368,1002145.25
11369,790475.6
11370,400512.16
11377,1662304.8
11378,754658.2
11379,777355.6
11380,115807.18
11381,1591399.5
11382,889624.94
11383,561245.25
11384,-293888.94
11385,1715659.5
11386,1166299.2
11387,232608.95
11388,663050.4
11389,3051400.5
11390,-2331529.2
11391,373881.0
11394,479864.56
11395,848286.5
11396,513994.25
11397,-107546.46
11398,647397.6
11399,1770471.6
11400,1001418.6
11401,3178908.0
11402,6127021.5
11403,-173440.97
11408,648112.4
11409,57228.797
11410,707878.25
11411,747942.56
11412,-587980.8
11413,769872.0
11414,2169469.8
11415,-401603.12
11416,473237.56
11417,1664114.8
11418,1860515.1
11419,583851.6
11420,2423663.2
11421,2335201.8
11422,2620797.8
11423,-261964.33
11424,-139884.86
11425,-283142.8
11426,-570024.8
11427,3802973.8
11428,1632096.2
11429,1658711.2
11430,1732135.0
11431,-69597.32
11432,-173440.97
11433,513994.25
11437,1536063.8
11438,904671.7
11439,1086357.5
11440,-609389.6
11441,740003.75
11442,2974541.5
11444,847660.56
11445,1910297.5
11446,790845.25
11447,1813329.0
11448,479391.38
11449,778088.75
11450,652168.1
11451,1589719.4
11452,502185.88
11453,2892401.2
11454,-26469.818
11456,-5058354.0
11460,1647242.2
11461,1638754.0
11462,911384.25
11463,1571635.5
11464,1606493.4
11465,-69580.09
11466,1940972.5
11467,-172471.55
11468,924112.75
11469,-809400.94
11470,4298102.0
11471,1070540.4
11472,972010.7
11473,1001657.94
11474,372042.8
11475,268105.66
11477,507286.56
11478,790235.6
11479,2416433.5
11480,1124149.2
11481,171265.25
11483,1159075.4
11488,1026656.7
11489,1019685.06
11491,-1042159.75
11492,2228053.8
11493,-679290.56
11494,4287925.5
11496,1065837.2
11497,3194639.5
11498,750470.06
11501,544716.25
11502,3442952.8
11503,-542094.4
11504,401849.8
11506,302310.34
11508,1027581.75
11509,584807.5
11510,898726.6
11512,775785.8
11513,5020836.5
11514,-953750.6
11519,596102.06
11520,379992.94
11522,488901.38
11523,-29722.97
11524,-1941952.5
11525,578742.0
11526,-129038.625
11528,692652.3
11530,-497675.53
11531,224165.14
11532,-625079.9
11533,670144.44
11535,490298.7
11536,1576953.4
11537,1102454.2
11538,1037339.8
11539,1185735.8
11540,55580.883
11541,1146795.8
11542,-666065.25
11543,615691.94
11547,1224462.4
11548,756412.44
11549,1393224.2
11550,-275298.0
11551,574643.75
11552,-201888.0
11553,556775.44
11554,-130454.37
11555,289390.75
11556,147266.48
11557,501679.7
11558,463833.25
11559,-54906.914
11560,-255880.2
11561,337636.56
11563,693805.06
11565,424133.25
11566,390334.72
11568,-552865.25
11569,2303584.5
11570,-37584.46
11571,1365669.4
11577,-358912.56
11578,-57848.312
11579,1101681.9
11581,2230736.0
11582,819759.4
11583,300994.4
11584,-71561.62
11587,526706.3
11588,709484.9
11589,456325.2
11592,1005471.4
11595,-1431.9504
11597,795191.9
11602,874746.0
11603,756412.44
11604,692404.7
11605,746530.5
11606,-1058701.1
11608,-267793.97
11609,-403744.0
11610,546482.3
11611,54445.703
11612,602358.3
11613,1251170.0
11614,1033690.4
11615,-116527.305
11616,163601.23
11618,683552.3
11619,557694.9
11620,991619.6
11621,1459467.6
11622,194410.78
11627,424958.62
11629,805017.1
11630,141605.14
11632,274784.8
11633,185349.83
11634,233965.33
11635,1130085.1
11636,374287.16
11637,848288.8
11640,469098.75
11642,504429.2
11643,723928.94
11644,2948088.2
11645,583972.75
11650,719721.75
11653,320244.2
11654,-455229.5
11656,-226935.22
11657,66519.76
11658,-362043.12
11659,907948.0
11660,332853.8
11661,1184797.2
11663,105916.57
11664,675844.0
11665,-75980.484
11666,243352.69
11667,-595880.9
11668,625505.1
11670,130735.11
11671,662591.3
11672,661546.2
11676,474091.75
11678,459674.3
11679,723755.4
11682,520732.62
11684,415607.44
11686,522725.84
11687,150849.45
11690,2696702.2
11691,84605.32
11694,-155159.66
11696,373496.0
11698,674638.2
11699,397080.7
11700,1313923.1
11704,527388.2
11705,-395198.25
11706,24730.004
11707,-1430708.0
11708,230366.45
11709,-617528.4
11710,424498.44
11711,2015725.6
11713,470442.72
11715,655472.7
11716,724424.94
11717,-678456.2
11719,328530.3
11720,867312.0
11721,422111.62
11723,900006.2
11724,1385974.6
11725,240981.0
11727,-40690.477
11728,-454727.34
11730,-1095019.4
11734,-36193.92
11735,336865.44
11736,-504931.75
11737,354966.38
11738,379992.94
11739,188909.92
11741,-56449.43
11742,-375561.7
11743,714250.3
11744,387459.44
11745,334544.0
11746,925427.0
11747,-2536257.0
11748,-261145.33
11749,1275709.9
11750,481374.94
11751,501290.88
11752,786084.5
11753,397080.7
11754,705683.44
11755,-546984.25
11756,475082.16
11757,-193811.36
11758,-837299.44
11759,3949.2402
11760,219841.64
11761,-86223.68
11767,938563.3
11768,616018.1
11769,379992.94
11770,556087.8
11771,194027.53
11772,895292.1
11773,660.23755
11774,-911963.44
11777,653214.94
11778,430105.1
11779,-581495.3
11780,747971.56
11781,114704.74
11783,458163.38
11785,683552.3
11786,390334.72
11787,-1325531.8
11791,148932.73
11792,494971.5
11793,154714.78
11794,-12882.617
11795,476295.44
11797,50093.164
11798,-1627375.9
11799,-649104.0
11800,-345263.56
11801,-84436.85
11802,-762146.8
11803,778869.6
11804,500995.94
11805,504794.8
11806,-302130.56
11807,146134.8
11808,586635.06
11809,-596913.6
11810,339631.78
11811,160383.39
11812,60950.92
11813,-554908.4
11814,734787.94
11815,294316.75
11819,7418736.0
11820,4457983.0
11821,1761298.4
11822,2991397.5
11823,8652973.0
11824,1710200.1
11825,9371600.0
11826,1074636.1
11827,12413946.0
11828,10739774.0
11829,11627078.0
11830,17294654.0
11831,432771.38
11832,8835721.0
11833,963183.3
11834,27304592.0
11835,3978203.0
11836,1536650.8
11837,1899030.0
11838,3029629.5
11842,6740969.5
11843,781758.56
11844,1433578.1
11845,1821146.0
11846,622142.3
11847,-4409898.5
11848,2098350.2
11849,1105980.5
11850,5355945.0
11851,2782645.2
11852,4611228.0
11853,5747814.0
11854,3153222.8
11855,2645923.8
11856,570208.1
11857,1398037.5
11858,8328177.5
11859,1740546.2
11860,8019160.5
11861,7650474.5
11862,3402227.0
11863,135695.81
11868,1169458.9
11869,1082733.1
11870,2213919.0
11871,1012360.1
11872,1944423.8
11873,2227003.2
11874,1533245.5
11875,1326142.1
11876,6096740.0
11877,2874021.2
11878,1551260.4
11879,1129320.5
11880,2746081.5
11881,6875258.0
11882,4860993.0
11883,2184245.5
11884,1753640.4
11885,5176348.5
11886,2182236.5
11887,1664810.2
11890,5156536.0
11891,2004421.4
11892,1956857.2
11893,1849245.8
11894,3444277.0
11895,206233.47
11896,1284525.2
11897,-700540.5
11898,2047633.4
11899,904323.44
11900,812242.2
11901,8522826.0
11902,4428740.5
11903,1105597.2
11904,3253632.5
11905,3010649.0
11906,1880173.0
11907,840013.2
11908,883506.25
11909,4774082.5
11910,-173440.97
11913,3356991.8
11914,946691.1
11915,1176471.1
11917,323473.75
11918,1160898.8
11919,-632463.44
11920,-288556.62
11921,2369473.5
11922,320006.0
11923,1708214.4
11924,1678456.5
11925,2991655.0
11926,4878231.5
11927,5452277.0
11928,9360594.0
11929,3292183.0
11930,1121155.6
11931,-1687847.6
11932,3332550.5
11933,966579.4
11934,7531629.0
11935,2096869.1
11940,1061677.9
11941,2658495.8
11942,129616.06
11943,954519.1
11944,882958.6
11945,1045817.75
11946,2116270.5
11947,3858047.2
11948,1496516.8
11949,908158.4
11950,6287910.5
11951,2062667.1
11952,1708176.6
11953,1211408.8
11954,764634.8
11955,2250488.2
11956,4252698.5
11957,3159034.2
11958,5912760.0
11959,2293782.2
11960,1951090.4
11961,1666945.8
11962,1441705.8
11963,951995.75
11966,4788290.0
11967,1812795.6
11968,1792976.8
11969,1344082.1
11971,3146915.2
11972,539014.94
11973,-469432.94
11974,5490263.5
11975,-411611.66
11976,4615668.0
11977,812242.2
11978,1093779.9
11979,2588408.5
11980,1023867.0
11982,2707794.0
11983,1175160.9
11984,415687.8
11985,5755709.5
11986,633483.56
11991,2931714.8
11992,2077723.0
11993,477190.44
11994,2451318.0
11995,1132302.8
11996,781002.2
11997,1273221.4
11998,-1044643.2
11999,485989.97
12000,611041.8
12001,781029.2
12002,1407952.0
12003,-26469.818
12004,507165.2
12005,839401.44
12006,758845.0
12007,465524.12
12008,2485667.5
12009,1117843.6
12010,658149.8
12011,843115.56
12016,1126901.1
12017,74645.99
12018,360451.88
12019,468988.56
12020,-154436.52
12021,2616624.5
12022,518966.12
12023,-327174.75
12024,476960.88
12025,-1483253.8
12026,1297515.2
12027,2411715.8
12028,746763.06
12029,-316420.8
12030,669758.3
12031,7743.705
12032,127257.836
12033,-376527.56
12034,782699.5
12035,1439239.1
12036,760200.7
12037,-67113.58
12041,880833.94
12042,176737.53
12043,816832.25
12045,2598203.0
12046,989497.5
12047,81608.29
12048,-1283385.9
12049,1245226.2
12050,1566699.1
12051,338339.3
12052,309091.06
12053,603760.5
12054,957837.56
12057,3400856.2
12058,951350.4
12059,476544.16
12060,2162149.8
12061,1344487.1
12062,-102822.43
12063,255112.83
12064,1354571.6
12065,4246912.5
12066,224924.5
12072,-115531.73
12073,476411.2
12074,-3267516.8
12075,90096.984
12076,359056.44
12077,937393.5
12078,680731.75
12079,-591595.94
12080,1572427.0
12081,1150893.1
12082,398575.72
12083,561616.3
12084,572939.6
12085,-76280.44
12086,18495.846
12087,-311347.34
12088,-159109.69
12089,-2567806.5
12091,1328573.5
12092,1986131.2
12093,1521167.5
12094,-27984.123
12096,849844.25
12100,779700.2
12101,1048184.2
12102,954519.1
12103,-2049722.5
12104,2967046.0
12105,1092822.5
12106,1118619.2
12107,-1672621.5
12108,-1147407.2
12109,502220.7
12110,1291354.9
12111,2172003.2
12112,-26469.818
12113,983894.6
12114,1009242.75
12115,6308540.5
12116,2045694.1
12117,2219355.0
12118,372042.8
12119,893712.1
12120,2355300.8
12121,605683.75
12125,700708.56
12126,492401.56
12127,753209.56
12129,1850207.5
12130,499331.8
12131,2500711.2
12132,-85423.93
12133,503184.75
12134,807896.9
12135,1034260.4
12136,-1871406.1
12137,1864022.5
12138,-329673.03
12139,1547986.5
12140,1078836.4
12141,-114993.02
12142,217554.84
12143,217554.84
12144,1053175.2
12145,379879.2
12146,-303508.56
12147,38734.633
12150,974359.1
12151,694526.4
12152,982518.5
12153,1052970.2
12154,-900924.1
12155,641724.4
12156,-24244.588
12157,31066.104
12158,301212.0
12159,-749273.5
12160,591786.44
12162,385945.3
12163,243678.94
12164,551741.06
12165,706732.56
12166,343217.44
12167,805531.94
12168,551429.6
12169,1757952.6
12170,558606.94
12171,1468778.6
12172,1736880.5
12173,78239.18
12174,372042.8
12178,522155.84
12179,440528.75
12180,1523054.8
12181,700708.56
12183,702779.56
12184,368192.94
12185,-690473.2
12186,3105282.8
12187,-658172.8
12188,574591.6
12189,1177581.4
12190,109664.695
12191,349927.62
12192,3376993.2
12194,423557.53
12195,1067904.8
12196,2681986.8
12197,-464481.06
12198,557851.6
12199,626521.1
12200,193311.02
12201,1762955.5
12202,1591114.0
12203,555037.5
12206,360451.88
12207,988369.5
12208,-710333.44
12209,-41339.844
12210,-1186660.5
12211,279368.2
12212,211304.73
12213,-774402.7
12214,76951.98
12215,304125.8
12216,619922.9
12217,-143817.03
12218,770046.94
12219,217554.84
12221,303086.9
12222,1014580.3
12223,158976.42
12224,263140.38
12225,1329751.2
12226,446155.47
12227,-289347.6
12228,752655.1
12232,1007562.5
12233,398348.94
12234,694029.56
12235,780863.44
12236,-4425424.0
12237,-333259.8
12238,1411328.2
12239,1292330.9
12240,4376847.0
12241,-222232.36
12242,760977.75
12243,438459.6
12244,591828.44
12245,927576.7
12246,-149245.02
12247,65846.51
12249,743181.0
12250,303282.06
12251,534465.7
12252,-387958.47
12253,2948923.2
12254,612142.1
12255,-204971.36
12256,-409827.2
12257,260009.14
12258,2093737.0
12259,4111603.0
12260,-523808.34
12261,935490.7
12265,1722267.6
12266,58427.71
