,PredictedValueExtensiveModel
4511,13490160.0
4512,825828.0
4516,42138970.0
4517,44167910.0
4518,18638052.0
4519,23531082.0
4520,7689188.0
4522,26234484.0
4524,9481982.0
4525,9671795.0
4527,22907820.0
4528,10894945.0
4529,55853120.0
4530,32879612.0
4531,15068591.0
4532,33919244.0
4533,16585489.0
4534,18217876.0
4535,8202206.0
4536,15976927.0
4537,74168400.0
4538,30271624.0
4539,4718055.0
4543,28006234.0
4544,14497965.0
4545,5165472.5
4546,7614311.0
4547,10942346.0
4548,16986916.0
4549,8981039.0
4550,25819264.0
4551,18608336.0
4552,9364639.0
4553,28060184.0
4554,10805086.0
4555,15381626.0
4556,15167200.0
4557,3497350.0
4558,22489478.0
4560,26364092.0
4561,12090777.0
4562,9142330.0
4563,13247419.0
4564,52301656.0
4565,19603390.0
4566,13821068.0
4571,19869642.0
4572,17616628.0
4573,6873404.0
4574,9621106.0
4575,17530560.0
4576,8951849.0
4577,18463758.0
4578,11947547.0
4579,11494948.0
4580,11665814.0
4581,12637939.0
4582,21986614.0
4583,18547304.0
4584,15863491.0
4586,17722884.0
4587,12508111.0
4588,7554520.0
4589,32234518.0
4590,20458058.0
4591,11155975.0
4592,7919913.5
4596,22671806.0
4597,15251084.0
4598,8111683.5
4599,10851343.0
4600,13556863.0
4602,14131115.0
4603,11336205.0
4604,7563046.5
4605,19879888.0
4606,7230676.5
4608,8181483.5
4609,7315538.5
4610,8134277.5
4611,7281046.5
4612,12831196.0
4613,28813856.0
4614,4038858.0
4616,12478181.0
4617,7192649.0
4618,27864074.0
4619,30431242.0
4620,13992484.0
4624,16580837.0
4625,10265270.0
4626,4311325.5
4627,6106682.5
4628,3377115.2
4630,8691234.0
4631,14246655.0
4632,7089608.5
4633,10736469.0
4635,41253308.0
4636,15576924.0
4637,8544357.0
4638,7204272.5
4639,11260475.0
4641,20935756.0
4642,22682722.0
4643,6467038.0
4644,446553.7
4645,6170283.0
4646,16699780.0
4650,15627793.0
4651,6650625.0
4652,8795710.0
4653,10884934.0
4654,5697703.5
4655,4788810.5
4656,9767046.0
4657,2920438.0
4658,16844122.0
4659,10264266.0
4660,4034090.0
4661,2519154.8
4662,6332172.5
4663,2995789.2
4664,7625383.5
4665,1642935.2
4666,16555977.0
4667,6580381.0
4668,7851227.5
4669,16667675.0
4670,19594620.0
4671,10358566.0
4672,13787510.0
4676,8882638.0
4677,5909975.0
4678,2781492.2
4680,7774075.5
4681,4563204.5
4682,3821534.0
4683,3777447.0
4684,4928636.5
4685,6651649.5
4686,13049144.0
4687,16518643.0
4688,3101543.0
4689,3602611.2
4690,5564995.0
4691,6576192.0
4692,11722522.0
4693,3199567.8
4694,9695477.0
4695,3398626.2
4696,10060011.0
4697,5531203.5
4698,2173010.0
4703,9264344.0
4704,9012279.0
4705,6618818.5
4706,3951955.2
4707,10752173.0
4708,5797138.0
4709,6344586.0
4710,4779540.0
4711,5332576.5
4712,7805573.0
4713,1792500.8
4714,7619314.5
4715,7564136.5
4716,7961987.0
4717,4864013.5
4718,1152721.8
4719,4882609.0
4720,15567369.0
4721,8302714.5
4722,6509732.0
4723,3463112.2
4724,2320854.5
4725,6218209.5
4726,2631497.8
4730,9696965.0
4731,7528999.0
4732,11156607.0
4733,3322941.8
4735,1796837.0
4736,6316530.5
4737,4121441.2
4739,2739618.5
4740,1453255.9
4741,1757574.9
4742,14728792.0
4743,9511563.0
4744,8780487.0
4745,1228956.5
4746,8387175.0
4747,2456303.8
4748,10939508.0
4749,7563231.5
4750,8403869.0
4751,6915518.5
4752,253671.58
4758,16400389.0
4759,9869268.0
4760,3755916.8
4761,2614079.2
4762,4868386.0
4764,2927096.5
4765,5550878.0
4766,1676451.4
4767,1730032.1
4768,5806345.0
4769,6487773.0
4770,-5097205.0
4772,12852170.0
4773,7277151.0
4774,4879844.5
4775,2037771.9
4776,6991714.0
4777,11814852.0
4778,4479212.0
4779,13978801.0
4781,5944585.5
4782,4313471.5
4783,4324540.0
4788,5963960.5
4789,5414201.0
4790,8544839.0
4791,3457497.0
4792,3815839.5
4793,-1543365.1
4794,9415295.0
4795,1630081.1
4796,3298102.5
4797,-530021.3
4798,10966253.0
4799,1727320.5
4800,12752933.0
4801,4926714.5
4802,2602904.0
4803,2424145.0
4804,1544773.0
4805,1787167.8
4806,5230233.5
4807,6801292.5
4808,1296685.2
4809,7412029.0
4810,5681607.0
4811,3399505.0
4812,2042672.6
4818,3093062.5
4819,7311865.0
4820,2014807.0
4821,5404246.0
4822,998885.56
4824,6837237.0
4825,3136596.5
4826,4844566.5
4827,3097362.5
4828,2443142.8
4829,9880457.0
4830,5924131.0
4831,2458458.8
4832,3046643.8
4833,2129546.8
4834,2879755.0
4835,3010598.8
4836,3990305.2
4837,2816880.0
4838,3307562.0
4839,2694833.8
4840,8506752.0
4841,2750243.0
4842,6897954.5
4843,3423637.5
4847,6154009.0
4848,3841356.0
4849,3112354.8
4850,4486816.5
4851,3291617.8
4852,2838035.8
4853,3990987.0
4854,8254420.0
4855,4637479.0
4856,2164541.5
4857,2849254.5
4858,3204573.2
4859,8369799.0
4860,5788638.0
4861,2629202.0
4862,3863818.5
4863,7155492.5
4865,7626106.5
4866,17424734.0
4867,6840863.0
4868,3825451.8
4869,4147351.5
4870,2493115.5
4875,4986398.0
4876,4012913.5
4877,1589475.5
4878,4115821.0
4879,1111179.2
4880,958049.3
4881,2049915.0
4882,2381094.8
4883,5191635.0
4884,10401528.0
4885,1853446.8
4887,8087973.0
4889,5717716.5
4890,5140754.5
4891,3186720.8
4892,2929086.0
4893,3817428.2
4895,3111821.0
4896,4509337.5
4897,7921091.0
4898,2506751.8
4899,5658551.5
4900,6710347.5
4901,1872337.0
4906,9681592.0
4907,4986398.0
4908,2503108.0
4909,2834532.2
4910,3802737.5
4911,1664914.0
4912,3064887.0
4913,6604718.5
4914,4326046.0
4915,4435869.0
4916,5242344.5
4917,-478830.75
4918,4124222.0
4919,2739466.2
4920,971171.6
4921,2244169.8
4922,1691151.2
4923,5121673.5
4924,2077482.1
4925,2239892.0
4926,4616848.5
4927,2538536.5
4928,5796095.0
4929,19106850.0
4930,3902163.8
4934,6079877.5
4935,3657106.8
4936,1766724.6
4937,2123701.8
4938,2859550.2
4939,1714576.2
4940,3779053.8
4941,2567712.8
4942,5318558.0
4943,1882410.4
4944,4598791.0
4945,3175418.5
4946,2221609.2
4947,919787.75
4948,2668827.8
4949,6785310.5
4950,4704240.0
4951,8469507.0
4952,4866964.0
4953,1861583.0
4954,3232537.0
4955,2534052.8
4956,3750820.8
4957,8189575.0
4958,846621.06
4959,2641159.2
4963,2258575.0
4964,4381163.5
4965,426034.88
4966,1225026.6
4967,1343985.2
4968,5985258.5
4969,2106820.5
4970,2636220.8
4971,1534140.2
4972,6459859.0
4973,-3192828.0
4974,1913321.9
4975,2022155.2
4976,2254519.2
4977,5210401.5
4978,7227766.5
4979,1734426.2
4980,3662078.8
4981,6096232.0
4982,1595065.9
4983,1648177.5
4984,10409163.0
4985,1781595.8
4986,5570959.0
4987,-642438.6
4988,2424648.2
4993,3544298.2
4994,5449255.0
4995,2954411.2
4996,2708164.5
4997,-1291897.9
4998,3789919.2
4999,4815017.5
5000,2210650.2
5001,4423110.0
5002,1412054.2
5003,6753662.5
5004,2781592.0
5005,1142864.2
5006,3955645.2
5007,3056159.2
5008,1635139.2
5009,2033506.2
5010,5149738.5
5011,2375643.0
5012,8613431.0
5013,2513110.2
5014,3603404.8
5019,2624903.8
5020,-574278.4
5021,1340296.9
5022,988178.44
5023,-12130.43
5024,-81773.97
5025,-634255.8
5026,773306.75
5027,753651.56
5028,462506.0
5029,31796.037
5030,1205152.5
5031,-1372099.0
5032,-111542.88
5033,2244971.5
5034,1853829.6
5035,1529958.5
5036,1467987.9
5038,727651.8
5039,8846721.0
5040,4077515.8
5041,1246179.6
5042,856465.1
5043,88061.74
5044,584956.8
5045,168935.2
5051,1454308.2
5052,1810203.1
5053,3360401.8
5054,295597.44
5055,1105854.5
5056,1721887.5
5057,368039.62
5058,2238329.8
5059,703605.6
5060,2318863.8
5061,1090785.8
5062,1093108.8
5063,1666456.5
5064,389421.4
5065,541319.94
5067,4628665.0
5068,749563.9
5069,3287479.8
5070,1430927.1
5071,81812.48
5072,3790420.0
5073,2286791.2
5074,1164439.6
5075,-628162.2
5079,1614197.4
5080,772318.1
5081,846433.4
5082,728540.44
5083,1160607.9
5084,871043.2
5085,1123711.4
5086,414499.3
5087,321292.12
5088,1002896.94
5089,1943703.1
5090,855319.3
5091,812191.8
5092,5282126.5
5094,312262.1
5095,679496.2
5096,794385.8
5097,1689625.8
5098,1995395.4
5099,-380559.0
5100,1508160.9
5101,3055004.2
5102,1646120.5
5103,278048.53
5104,1385906.1
5109,941378.9
5110,5830564.5
5111,665113.9
5112,-63368.25
5113,423878.44
5114,-788452.6
5115,532532.44
5116,954302.7
5117,800742.9
5118,-68541.01
5119,954146.06
5120,1250415.5
5121,1940184.1
5122,1018229.56
5123,2856692.5
5125,786549.56
5126,-1772688.4
5127,823503.2
5128,649147.6
5129,8788143.0
5131,1083600.2
5136,1245498.2
5137,741272.3
5138,647049.8
5139,601371.2
5140,864171.8
5141,-626460.4
5142,724288.6
5143,1720358.4
5144,519467.38
5145,5083318.0
5146,1724664.9
5147,2366886.0
5148,-418055.25
5149,912491.94
5150,-113853.305
5151,332874.22
5152,-23472.264
5153,-130363.76
5154,197323.83
5155,1034046.1
5156,37431.203
5157,4512180.0
5158,2547659.5
5159,1386270.9
5163,1254470.1
5164,1283314.6
5165,2334666.8
5166,-366269.0
5167,1744083.6
5168,740733.44
5169,762070.75
5171,3438556.2
5172,-154543.83
5173,3515387.2
5174,952309.94
5175,504521.25
5176,433003.0
5177,-116296.336
5178,2158067.2
5179,1001644.5
5180,871615.6
5181,-26517.014
5182,610255.5
5183,17657.975
5184,1272021.2
5185,-147709.72
5189,1712713.5
5190,712401.8
5191,-378279.7
5192,908816.25
5193,-232111.42
5194,824522.94
5195,624906.4
5196,-858627.6
5197,897531.5
5198,1234377.0
5199,1671415.5
5200,1852615.9
5201,-413030.7
5202,1234853.9
5203,1126152.6
5204,147564.19
5205,-327293.16
5206,98489.71
5207,785982.8
5208,-586494.94
5209,4383334.0
5210,1418645.4
5211,1116532.8
5212,225798.44
5213,943584.8
5217,735651.5
5218,3918351.8
5219,1038275.3
5221,350000.5
5222,-459547.3
5223,150052.25
5224,25943.926
5225,2699117.0
5226,542408.5
5227,502888.25
5228,1530332.9
5229,563926.56
5230,695244.9
5231,930285.94
5232,695244.9
5233,837513.3
5234,432810.0
5235,-104747.73
5236,837903.1
5237,17025.514
5238,2595762.8
5239,603672.4
5240,907086.94
5241,386913.25
5246,1540378.2
5247,1555481.2
5248,1868343.6
5249,181841.42
5250,-49995.72
5251,2358577.0
5252,192711.23
5253,1278263.2
5254,-346029.12
5256,-566165.1
5257,627977.06
5258,-254655.23
5259,2456866.0
5260,1591175.0
5261,730119.2
5263,-301572.1
5264,695244.9
5265,7693.506
5267,905472.94
5268,-55600.117
5269,260632.17
5270,3889861.5
5271,623686.94
5272,581896.75
5273,461541.88
5277,3089143.2
5278,999365.1
5279,632915.5
5280,856300.6
5281,-160613.7
5282,986111.94
5283,-403491.62
5284,2699998.5
5285,453950.06
5286,1204273.5
5287,-372014.6
5288,999313.8
5289,965919.25
5290,810891.7
5291,791096.4
5292,155815.77
5293,397870.06
5294,-1188789.9
5295,-5251.7295
5296,1181121.8
5297,424809.56
5298,-83451.37
5299,938633.5
5300,82811.27
5301,2885373.0
5302,738372.4
5306,1047369.3
5307,694340.94
5308,-219619.8
5309,-245082.84
5310,-300206.44
5311,305956.56
5312,329469.56
5313,2505823.5
5314,363284.5
5315,-981103.44
5316,3190361.0
5317,-155248.05
5318,1177341.0
5319,1145060.8
5320,-1536640.6
5321,275695.66
5322,450712.25
5323,3298636.5
5324,541026.1
5325,240086.66
5326,3249915.8
5327,947563.4
5328,22379.389
5329,-2713907.8
5333,911333.9
5334,-2287501.5
5335,-2421564.0
5336,1031446.56
5337,708241.4
5338,2048658.2
5339,870088.7
5340,-791635.6
5341,289493.5
5343,634863.44
5344,-759706.7
5345,474387.75
5346,61573.14
5347,547374.2
5348,1641760.2
5349,1417218.6
5352,653061.06
5353,-66142.74
5355,3819879.8
5356,-729808.8
5357,1034489.7
5358,440839.88
5359,-1174098.4
5360,108191.57
5364,1029605.3
5365,1049646.8
5366,550194.9
5367,-66005.72
5368,113918.805
5369,305956.56
5370,400295.38
5371,-491325.38
5372,542408.5
5373,1248951.2
5374,1037571.3
5375,377481.94
5376,42006.867
5378,1055593.0
5379,-791253.06
5380,-371898.84
5382,-327293.16
5383,-34056.664
5384,-359895.12
5387,622510.1
5388,-258262.11
5389,1321360.4
5390,489985.44
5391,310589.75
5395,934710.56
5396,-17088.217
5397,647376.25
5398,487496.7
5399,-1009963.9
5400,411047.5
5401,-356534.8
5402,490938.8
5404,1747332.0
5405,57592.71
5406,-551791.1
5407,1553667.0
5408,-159833.1
5409,2189554.0
5410,170335.16
5411,434375.38
5412,1023425.94
5413,18445.666
5414,429422.12
5415,837025.3
5416,687922.0
5417,145024.11
5418,42813.688
5422,890921.2
5423,1900938.9
5424,435758.62
5425,-515811.94
5427,190732.16
5428,112634.37
5429,351343.38
5430,885330.6
5431,1564425.4
5432,879109.56
5433,636821.2
5434,232023.28
5436,563947.94
5438,-1066476.6
5439,-278824.28
5440,576683.75
5441,-201283.89
5442,-1090826.6
5443,1691026.0
5444,621704.06
5445,932557.44
5446,1094766.2
5447,-316930.9
5451,193741.14
5452,1427044.5
5453,590153.5
5454,1574471.6
5455,-25110.268
5457,1389415.9
5458,-317995.5
5459,1664350.5
5460,-330631.8
5461,95632.1
5462,947018.3
5463,-590199.7
5464,-191687.1
5465,1624768.0
5466,477976.12
5467,721496.6
5468,-114746.15
5469,394552.3
5472,1300845.5
5473,1867573.9
5474,-1325215.6
5480,1065156.2
5481,1069784.9
5482,724848.8
5483,712824.25
5484,648062.25
5486,720202.5
5487,-22444.502
5489,1893483.4
5490,166429.11
5491,-764271.44
5492,1118323.0
5493,1291534.0
5494,1361151.5
5495,-1832965.4
5496,696761.3
5497,115121.15
5498,-825065.9
5500,303595.62
5502,-2273476.0
5503,396474.62
5504,992711.06
5505,638843.94
5506,-290676.8
5507,-1383514.2
5511,1559633.5
5512,648062.25
5513,-337475.25
5514,138444.4
5516,-82651.48
5517,97965.93
5518,694383.75
5519,214944.83
5520,-412976.94
5521,406718.44
5522,953441.4
5523,419546.9
5524,994333.3
5525,825667.7
5526,695244.9
5527,986434.1
5528,-96838.805
5529,1947645.0
5530,-993185.7
5531,616016.75
5532,1278775.4
5533,493901.5
5534,-254655.23
5535,-27673.295
5539,1559633.5
5540,68587.52
5541,955342.4
5542,-459264.5
5543,-862562.6
5544,-143850.02
5545,922692.4
5546,-1107046.1
5547,1596794.5
5548,2144247.0
5549,748041.94
5550,521103.7
5551,-16185.594
5552,852183.25
5553,521103.7
5554,786549.56
5555,-1020393.7
5556,1141013.0
5557,265301.1
5558,2702794.0
5559,753413.94
5560,44279.75
5561,786183.94
5565,1877458.9
5566,629959.0
5567,648062.25
5568,483217.0
5569,-95862.766
5570,-114593.01
5571,227447.08
5572,61033.812
5575,591735.94
5576,1104918.2
5577,1307330.0
5578,1795349.6
5579,460085.7
5581,786183.94
5582,818366.4
5583,387367.75
5584,-378364.56
5585,-130467.73
5586,629540.2
5587,1433198.6
5588,-1296823.8
5590,-904744.9
5595,69528200.0
5596,42287996.0
5597,41452410.0
5598,12523493.0
5599,6721563.0
5600,30412674.0
5601,13895598.0
5602,8039793.5
5603,7160894.5
5604,75956904.0
5605,86130330.0
5606,66092690.0
5607,25294132.0
5608,17145582.0
5609,7925858.0
5610,103987380.0
5611,4461208.5
5612,81525280.0
5613,29211980.0
5614,43609148.0
5615,2484439.2
5616,12125397.0
5620,55151364.0
5621,62066170.0
5622,29239744.0
5623,22397486.0
5624,46964856.0
5625,12913210.0
5626,7541278.0
5627,10941355.0
5628,12083423.0
5629,66260770.0
5630,79222660.0
5631,57784972.0
5632,26130852.0
5633,11228852.0
5634,35988524.0
5635,33725196.0
5636,48616424.0
5637,56430628.0
5638,37697360.0
5641,29350512.0
5642,18462394.0
5643,14458537.0
5644,20579568.0
5645,13385963.0
5646,29048026.0
5647,12010421.0
5648,16187767.0
5649,6987268.5
5650,28563696.0
5651,29267528.0
5652,19799384.0
5653,20273884.0
5654,14893190.0
5655,21752214.0
5656,27490506.0
5657,25210944.0
5658,21347350.0
5659,23594526.0
5660,19048006.0
5663,15608527.0
5664,16012318.0
5665,11908284.0
5666,10821446.0
5667,10050332.0
5668,9255619.0
5669,10023338.0
5670,5512773.5
5671,32747656.0
5672,11474804.0
5673,43929136.0
5674,6308542.0
5675,5355665.5
5676,30457536.0
5677,7543017.0
5678,7127826.0
5679,23925318.0
5680,10600667.0
5682,20568800.0
5683,6689709.0
5684,11659265.0
5685,21355410.0
5686,9844625.0
5690,6531838.5
5691,7236958.5
5692,5152229.5
5693,9637891.0
5694,7412402.0
5695,7316534.5
5696,18974860.0
5697,1418341.8
5698,7045185.0
5699,9797653.0
5700,6769211.0
5701,15339442.0
5702,14172117.0
5703,4251296.0
5704,16804036.0
5705,23062106.0
5706,22740388.0
5707,16923364.0
5708,10187167.0
5709,4444972.5
5713,9384688.0
5714,10062501.0
5715,13157882.0
5716,3753918.8
5717,8752172.0
5718,8023865.5
5719,3753882.5
5720,7411100.5
5721,3180710.5
5722,17015594.0
5723,18188422.0
5724,8453952.0
5725,-1774734.6
5726,14139608.0
5727,13518429.0
5728,11296391.0
5729,19432532.0
5730,13124684.0
5731,-467733.12
5732,3042944.2
5733,9125637.0
5734,16649013.0
5735,7049897.0
5739,12220939.0
5740,11802204.0
5741,8447862.0
5742,6279402.0
5743,4558303.5
5744,433734.5
5745,4586646.5
5746,3510657.0
5747,8683334.0
5748,7702158.5
5749,6902826.5
5750,5581415.0
5751,6766022.0
5752,5635920.5
5753,14401741.0
5754,8646121.0
5755,9314184.0
5756,6260120.0
5757,31132406.0
5758,13596792.0
5759,6228009.5
5760,6344143.0
5765,10030559.0
5766,8446352.0
5767,6865678.0
5768,5780617.5
5769,901479.7
5770,18911944.0
5771,4439200.5
5772,5767045.5
5773,9723695.0
5774,4171501.2
5775,15561491.0
5776,14506362.0
5777,14260922.0
5778,7346119.0
5779,6681080.5
5780,12071894.0
5781,10398342.0
5782,6785607.0
5784,5930621.5
5785,5283155.5
5786,5373818.0
5789,9162294.0
5790,6454759.0
5791,10333530.0
5792,7363735.5
5793,5194024.0
5794,9346353.0
5795,10994687.0
5796,3261571.0
5797,10286436.0
5798,8688211.0
5799,4149559.8
5800,7388307.0
5801,8649627.0
5802,2641861.0
5803,11038410.0
5804,11827511.0
5805,5851596.5
5806,6319761.5
5807,8566349.0
5808,9216703.0
5809,13245597.0
5810,6367100.0
5813,7172823.5
5814,7369744.5
5815,5309568.0
5816,577126.75
5817,6680986.5
5818,3591846.2
5819,3205391.5
5820,7749635.5
5821,9483711.0
5822,7708304.5
5823,8761357.0
5824,6825337.0
5825,1936227.9
5826,6466553.5
5827,9472315.0
5828,2706871.2
5829,5985429.5
5830,15609752.0
5831,6057371.0
5832,6364221.5
5837,11491147.0
5838,4958179.0
5839,3471658.8
5840,5245437.5
5841,2241274.2
5842,1820295.8
5843,7829371.0
5844,5180891.5
5845,1581926.9
5846,3132590.0
5847,7932020.5
5848,8223865.0
5849,7431091.5
5850,5091238.0
5851,5878942.0
5852,2028941.4
5853,3516758.5
5854,15776113.0
5855,12107242.0
5856,5139875.5
5857,1877694.6
5858,2324387.5
5861,19410150.0
5862,5187681.0
5863,1310320.5
5864,5715116.0
5865,4240826.0
5866,2814491.2
5867,1800612.8
5868,1098775.5
5869,6150160.5
5870,6469373.5
5871,2499091.0
5872,4799017.0
5873,6028247.0
5874,7349524.5
5875,5824461.0
5876,4682527.5
5877,6123232.5
5878,5622093.5
5879,5977890.0
5880,1960159.9
5884,10661442.0
5885,1695526.2
5886,966066.2
5887,2644854.5
5888,2016372.8
5889,8089990.5
5890,6146921.5
5891,9878363.0
5892,4335049.5
5893,5486126.5
5895,9117702.0
5896,8895836.0
5897,6891735.5
5898,6453897.0
5899,3162481.2
5900,8439326.0
5901,4347936.5
5902,16221388.0
5903,4540614.0
5904,8047170.0
5905,2804958.2
5909,7352018.0
5910,4721167.0
5911,2399922.2
5912,5171451.0
5913,3002346.5
5914,6724039.5
5915,2149722.0
5916,2636189.2
5917,15511866.0
5919,3491869.8
5920,5874661.5
5921,7243569.0
5922,4146859.2
5923,5195253.5
5924,3481528.2
5925,6448693.0
5926,8657788.0
5927,4487699.0
5928,1266023.1
5929,3080518.2
5930,9604094.0
5931,9002903.0
5932,3150953.8
5936,6322150.5
5937,6223145.5
5938,2493735.2
5940,2649703.2
5941,8353783.0
5942,3510617.5
5943,5727057.0
5944,3749326.5
5945,6728611.5
5946,4827618.5
5947,3516865.0
5948,5756651.5
5949,6611845.5
5950,2098455.0
5951,7453929.5
5952,10298668.0
5953,529602.25
5954,10124760.0
5955,4147728.0
5956,3356839.5
5957,2686346.5
5961,5531459.5
5962,5880606.0
5963,7388037.0
5964,1644428.6
5965,-572625.5
5966,1875479.5
5967,1756479.5
5968,6897725.0
5969,11678301.0
5970,1579178.2
5971,2942121.2
5972,3316645.0
5973,1153341.9
5974,7136955.5
5975,12219906.0
5976,5067504.5
5977,1796518.2
5978,14290022.0
5979,1037555.56
5980,-191227.12
5981,-1753652.4
5985,3587828.8
5986,7125754.0
5987,8185968.5
5988,3548045.2
5989,6160983.5
5990,2948698.8
5991,5454482.0
5992,2997007.2
5993,6284941.5
5994,3068151.5
5995,8797091.0
5996,4168425.0
5997,3643475.8
5999,3940448.2
6000,4161322.2
6001,3819852.2
6002,977190.4
6003,5413626.5
6004,7397552.5
6005,7204477.0
6006,1970063.4
6007,2802253.8
6010,4404438.5
6011,4522179.5
6012,3442952.0
6013,1978342.2
6014,1455528.8
6015,2735471.2
6016,2063324.8
6017,1970354.8
6018,4985669.5
6019,3970381.0
6020,6618181.5
6021,4998979.0
6022,808120.6
6023,2750918.0
6024,7154319.0
6025,6558734.5
6026,4817067.5
6027,11820245.0
6028,4641153.0
6029,1899137.8
6030,11537319.0
6031,1238153.9
6034,3492181.5
6035,2701701.2
6036,4147348.2
6037,3281361.0
6038,-412393.88
6039,2222624.5
6040,6818613.0
6041,4202330.5
6042,1290884.1
6043,4048227.2
6045,218715.53
6047,4260189.5
6048,2580719.8
6049,2864261.5
6050,1928664.1
6051,2824797.8
6052,6118126.0
6053,4353414.5
6054,2271089.5
6055,2369662.0
6056,1542513.1
6057,2581941.8
6058,4941562.5
6059,3320850.5
6060,4274941.0
6063,2963100.2
6064,1465447.4
6065,2169711.0
6066,2737766.0
6067,1059143.2
6068,2042253.2
6069,8050527.0
6070,1717145.0
6071,3981884.8
6072,3051740.0
6073,3240689.8
6074,5391714.0
6075,5284853.5
6076,8622597.0
6077,2522839.0
6079,3005352.0
6080,2849818.5
6081,2897651.8
6082,1499344.1
6083,3183470.0
6084,513934.44
6085,9949969.0
6086,4935295.5
6090,1224026.4
6091,-196792.38
6093,1075181.6
6094,1139944.0
6095,1506797.4
6096,2008734.1
6097,160873.23
6098,85373.484
6099,1143311.6
6100,1315220.1
6101,2955731.5
6102,948599.25
6103,624276.1
6104,1404520.5
6105,16552147.0
6106,-334619.34
6108,771855.3
6109,-761806.94
6110,-405098.94
6111,2387829.8
6112,4965008.5
6113,2823174.2
6114,-152892.19
6117,3549317.2
6118,2172261.8
6119,1669821.0
6120,-667428.6
6121,1335592.5
6123,1182332.8
6124,896763.5
6125,2319503.8
6126,832669.3
6127,4076617.8
6128,1442522.0
6130,1138059.2
6131,90485.35
6132,1607842.8
6134,-104381.055
6135,10214164.0
6136,2413872.8
6137,1485644.1
6140,1143472.2
6142,-476460.75
6143,728068.4
6144,1681806.1
6145,927679.44
6146,1170392.2
6147,777249.4
6148,1686815.2
6149,1598682.9
6150,845248.2
6151,1718667.2
6152,531132.1
6153,-898398.2
6154,1746669.2
6156,805432.6
6157,1166050.2
6159,696705.06
6160,1444622.5
6161,148293.17
6164,1791296.6
6165,1764857.6
6167,529770.94
6168,1794771.0
6169,1017932.56
6170,699251.6
6171,-512890.94
6173,2659409.8
6174,126010.29
6175,1973090.0
6176,685238.75
6177,989352.1
6179,220738.84
6180,80312.586
6182,827786.75
6184,788524.8
6186,774366.1
6187,2273496.0
6188,465272.44
6192,2114938.5
6193,1992802.5
6194,621462.4
6196,487498.5
6197,316750.3
6198,-152208.78
6199,551223.4
6200,681553.4
6201,2076698.6
6204,1270984.9
6205,2400782.0
6206,736123.1
6207,821780.06
6208,574859.94
6209,1720371.5
6210,-1397635.8
6211,-327268.2
6214,1531162.0
6215,989513.5
6216,964193.4
6219,-573707.0
6221,-651937.75
6222,1062194.2
6223,610310.0
6224,57044.07
6226,1070694.4
6227,100973.336
6229,235328.84
6231,912523.2
6232,1045170.9
6233,506846.3
6234,-143560.03
6236,1029896.56
6237,155843.5
6238,895212.56
6241,817410.1
6242,648154.4
6243,161867.36
6244,1355115.1
6245,-503156.44
6247,19888.623
6248,658420.1
6249,1747293.2
6250,393502.2
6251,1480279.6
6252,35980.766
6253,271586.25
6254,1282290.8
6257,-406221.03
6258,508399.94
6259,534277.56
6260,2967466.2
6261,835283.94
6262,1427166.2
6263,1352765.9
6264,740506.1
6265,154852.98
6266,479574.56
6270,-50928.414
6271,4352213.0
6275,-164732.19
6276,1443051.6
6277,474371.47
6278,3635948.5
6280,2174519.8
6281,4155670.2
6283,1442522.0
6284,1708682.8
6285,908373.5
6286,544562.6
6287,326722.38
6288,911937.5
6289,294944.03
6290,789842.0
6291,896787.7
6292,1102542.1
6296,2207015.0
6297,315919.5
6298,-445981.38
6299,637401.0
6303,1509664.8
6304,-130518.664
6305,1431208.0
6306,1189574.2
6307,2315188.0
6309,-411295.66
6311,257881.97
6313,917380.06
6314,1952248.0
6315,1550485.5
6316,161361.83
6317,-38796.523
6321,911348.25
6322,784469.4
6323,1730754.1
6324,1902080.4
6325,689096.1
6328,1450975.1
6329,53063.664
6330,701192.44
6331,-1419949.5
6332,982812.75
6333,-889851.56
6334,361437.25
6335,1246852.2
6336,364245.4
6337,1099251.2
6338,-68494.75
6339,644030.56
6340,1208199.0
6341,588957.9
6342,51308.977
6345,1263257.5
6347,880463.44
6352,900719.2
6360,-265518.25
6362,859687.3
6363,1191207.4
6365,1435775.0
6371,1141778.0
6372,893363.6
6373,-294607.88
6374,370771.06
6377,594518.1
6378,-1850351.1
6379,1071751.9
6381,794506.6
6382,1805051.2
6383,-472672.97
6384,1143080.2
6385,435649.16
6386,-772437.2
6391,235328.84
6392,-538609.7
6393,-285327.47
6395,917497.4
6641,27734946.0
6642,7406720.5
6643,14414524.0
6644,11649572.0
6645,13975214.0
6646,5338975.0
6647,13655832.0
6648,7497979.0
6649,11555059.0
6650,13310534.0
6651,25685378.0
6652,9080120.0
6653,5244398.0
6655,7823874.5
6656,23860396.0
6657,19011412.0
6658,15601886.0
6659,32106118.0
6660,5526914.0
6661,5564662.5
6665,10611392.0
6666,4117521.2
6667,-258797.86
6668,6927423.5
6669,5028037.5
6670,9508597.0
6671,8059884.5
6672,3532364.2
6673,3246162.0
6674,14181182.0
6675,9243089.0
6676,12405984.0
6677,515313.56
6678,3740994.5
6679,26168794.0
6680,4156188.0
6681,20576330.0
6682,13679928.0
6684,4978643.0
6685,1612419.9
6686,13815445.0
6687,31504090.0
6688,8204739.5
6689,6348606.0
6693,17338950.0
6694,5102589.0
6695,13895652.0
6696,4136014.8
6697,5440231.5
