,LeagueCountry,NationalLeagueLevel,InternationalTeam,League,Club,Age,ClubSince,ActiveInternational,FormerInternational,InternationalGames,Trending,Value
4116,Frankreich,2.Liga,,Ligue 2,EA Guingamp,28.0,1050.0,0,0,0.0,1,800000.0
4117,Frankreich,2.Liga,Zentralafrika,Ligue 2,EA Guingamp,23.0,1416.0,1,0,2.0,0,300000.0
4118,Frankreich,4.Liga,Frankreich U18,National 2 - Grp. A,EA Guingamp B,17.0,501.0,0,0,1.0,1,50000.0
4144,Frankreich,2.Liga,Frankreich U21,Ligue 2,Dijon FCO,32.0,685.0,0,1,0.0,0,800000.0
4145,Frankreich,2.Liga,Benin,Ligue 2,Dijon FCO,29.0,957.0,1,0,36.0,0,400000.0
4146,Frankreich,2.Liga,Frankreich U17,Ligue 2,Dijon FCO,21.0,320.0,0,1,1.0,1,50000.0
4173,Frankreich,2.Liga,Kroatien U21,Ligue 2,Paris FC,28.0,657.0,0,1,0.0,0,600000.0
4174,Frankreich,5.Liga,Frankreich U20,N3 - Paris Île-de-Fr.,Paris FC B,20.0,1050.0,0,0,1.0,0,150000.0
4175,Frankreich,2.Liga,,Ligue 2,Paris FC,40.0,5433.0,0,0,0.0,0,100000.0
4176,Frankreich,2.Liga,,Ligue 2,Paris FC,22.0,270.0,0,0,0.0,1,50000.0
4199,Frankreich,2.Liga,Frankreich U21,Ligue 2,FC Valenciennes,21.0,118.0,1,0,1.0,0,1500000.0
4200,Frankreich,2.Liga,Burkina Faso,Ligue 2,FC Valenciennes,28.0,1781.0,1,0,1.0,1,250000.0
4201,Frankreich,5.Liga,,N3 - Hauts-de-France,Valenciennes B,19.0,320.0,0,0,0.0,1,50000.0
4227,Frankreich,2.Liga,,Ligue 2,Nîmes Olympique,29.0,320.0,0,0,0.0,0,400000.0
4228,Frankreich,2.Liga,,Ligue 2,Nîmes Olympique,23.0,1416.0,0,0,0.0,0,300000.0
4229,Frankreich,2.Liga,Marokko U23,Ligue 2,Nîmes Olympique,21.0,1050.0,1,0,1.0,0,150000.0
4253,Frankreich,2.Liga,Frankreich U20,Ligue 2,Grenoble Foot,33.0,3242.0,0,1,0.0,0,450000.0
4254,Frankreich,2.Liga,,Ligue 2,Grenoble Foot,29.0,1759.0,0,0,0.0,1,250000.0
4255,Frankreich,2.Liga,,Ligue 2,Grenoble Foot,23.0,302.0,0,0,0.0,1,150000.0
4278,Frankreich,2.Liga,Frankreich U21,Ligue 2,FC Annecy,27.0,685.0,0,1,1.0,1,600000.0
4279,Frankreich,2.Liga,,Ligue 2,FC Annecy,24.0,119.0,0,0,0.0,1,150000.0
4280,Frankreich,2.Liga,,Ligue 2,FC Annecy,21.0,274.0,0,0,0.0,1,150000.0
4305,Frankreich,2.Liga,DR Kongo,Ligue 2,Rodez AF,28.0,2501.0,1,0,2.0,1,700000.0
4306,Frankreich,2.Liga,,Ligue 2,Rodez AF,25.0,320.0,0,0,0.0,0,300000.0
4307,Frankreich,2.Liga,,Ligue 2,Rodez AF,25.0,2511.0,0,0,0.0,0,150000.0
4332,Frankreich,2.Liga,,Ligue 2,Chamois Niort,31.0,954.0,0,0,0.0,0,400000.0
4333,Frankreich,2.Liga,,Ligue 2,Chamois Niort,26.0,672.0,0,0,0.0,0,150000.0
4334,Frankreich,2.Liga,,Ligue 2,Chamois Niort,21.0,1050.0,0,0,0.0,1,100000.0
4359,Frankreich,2.Liga,,Ligue 2,Pau FC,27.0,106.0,0,0,0.0,0,600000.0
4360,Frankreich,2.Liga,Senegal U23,Ligue 2,Pau FC,21.0,650.0,1,0,1.0,1,400000.0
4361,Frankreich,2.Liga,,Ligue 2,Pau FC,21.0,320.0,0,0,0.0,1,100000.0
4386,Frankreich,2.Liga,Frankreich U23,Ligue 2,SC Bastia,31.0,491.0,0,1,0.0,0,300000.0
4387,Frankreich,2.Liga,Haiti,Ligue 2,SC Bastia,35.0,685.0,0,0,57.0,0,250000.0
4388,Frankreich,2.Liga,Frankreich U20,Ligue 2,SC Bastia,29.0,320.0,0,1,1.0,0,150000.0
4411,Frankreich,2.Liga,,Ligue 2,Quevilly Rouen,26.0,685.0,0,0,0.0,1,700000.0
4412,Frankreich,2.Liga,Guadeloupe,Ligue 2,Quevilly Rouen,34.0,288.0,0,1,10.0,0,250000.0
4413,Frankreich,2.Liga,,Ligue 2,Quevilly Rouen,20.0,320.0,0,0,0.0,1,50000.0
4434,Frankreich,2.Liga,,Ligue 2,Stade Laval,31.0,1050.0,0,0,0.0,1,400000.0
4435,Frankreich,2.Liga,,Ligue 2,Stade Laval,32.0,678.0,0,0,0.0,0,200000.0
4436,Frankreich,2.Liga,,Ligue 2,Stade Laval,23.0,685.0,0,0,0.0,1,50000.0
4462,Italien,1.Liga,Italien,Serie A,SSC Neapel,26.0,1416.0,1,0,3.0,0,18000000.0
4463,Italien,1.Liga,Italien,Serie A,SSC Neapel,28.0,112.0,0,0,1.0,0,5000000.0
4464,Italien,1.Liga,Polen U19,Serie A,SSC Neapel,21.0,320.0,0,1,0.0,1,150000.0
4465,Italien,1.Liga,,Serie A,SSC Neapel,23.0,636.0,0,0,0.0,0,50000.0
4489,Italien,1.Liga,Frankreich,Serie A,AC Mailand,27.0,685.0,1,0,6.0,1,35000000.0
4490,Italien,1.Liga,Rumänien,Serie A,AC Mailand,37.0,978.0,0,1,73.0,0,600000.0
4491,Italien,1.Liga,Kolumbien,Serie A,AC Mailand,25.0,134.0,1,0,0.0,0,350000.0
4492,Italien,1.Liga,Italien,Serie A,AC Mailand,39.0,581.0,0,1,0.0,0,300000.0
4519,Italien,1.Liga,Kamerun,Serie A,Inter Mailand,27.0,320.0,0,1,34.0,0,20000000.0
4520,Italien,1.Liga,Slowenien,Serie A,Inter Mailand,38.0,3964.0,0,1,81.0,0,1000000.0
4521,Italien,1.Liga,,Serie A,Inter Mailand,40.0,685.0,0,0,0.0,0,300000.0
4546,Italien,1.Liga,Polen,Serie A,Juventus Turin,33.0,2128.0,1,0,72.0,0,13000000.0
4547,Italien,1.Liga,Italien,Serie A,Juventus Turin,30.0,1781.0,0,1,2.0,0,4000000.0
4548,Italien,1.Liga,Italien U21,Serie A,Juventus Turin,33.0,3242.0,0,1,9.0,0,300000.0
4574,Italien,1.Liga,Argentinien,Serie A,Atal. Bergamo,29.0,684.0,0,0,2.0,0,14000000.0
4575,Italien,1.Liga,Italien U21,Serie A,Atal. Bergamo,31.0,3981.0,0,1,0.0,0,1500000.0
4576,Italien,1.Liga,Italien U21,Serie A,Atal. Bergamo,32.0,5037.0,0,1,0.0,0,100000.0
4600,Italien,1.Liga,Portugal,Serie A,AS Rom,35.0,673.0,1,0,107.0,0,5000000.0
4601,Italien,1.Liga,Serbien,Serie A,AS Rom,23.0,320.0,0,1,1.0,0,1800000.0
4602,Italien,1.Liga,,Serie A,AS Rom,21.0,685.0,0,0,0.0,1,150000.0
4627,Italien,1.Liga,Italien,Serie A,Lazio Rom,29.0,282.0,0,0,0.0,1,12000000.0
4628,Italien,1.Liga,Portugal U21,Serie A,Lazio Rom,24.0,308.0,0,1,2.0,0,8000000.0
4629,Italien,1.Liga,Litauen,Serie A,Lazio Rom,26.0,2146.0,0,0,1.0,0,150000.0
4653,Italien,1.Liga,,Serie A,AC Florenz,33.0,1410.0,0,0,0.0,1,2000000.0
4654,Italien,1.Liga,Italien,Serie A,AC Florenz,36.0,112.0,0,1,28.0,0,600000.0
4655,Italien,1.Liga,Italien U21,Serie A,AC Florenz,24.0,2146.0,0,1,2.0,0,300000.0
4679,Italien,1.Liga,Italien,Serie A,US Sassuolo,36.0,3180.0,0,1,0.0,0,1500000.0
4680,Italien,1.Liga,Italien U21,Serie A,US Sassuolo,22.0,1391.0,0,1,1.0,0,500000.0
4681,Italien,1.Liga,Italien U21,Serie A,US Sassuolo,42.0,3544.0,0,1,3.0,0,100000.0
4705,Italien,1.Liga,Serbien,Serie A,FC Turin,26.0,2146.0,1,0,12.0,0,3500000.0
4706,Italien,1.Liga,Albanien,Serie A,FC Turin,34.0,320.0,1,0,74.0,0,600000.0
4707,Italien,1.Liga,Italien U20,Serie A,FC Turin,22.0,1416.0,0,1,0.0,1,300000.0
4708,Italien,1.Liga,,Serie A,FC Turin,19.0,320.0,0,0,0.0,1,25000.0
4733,Italien,1.Liga,Italien,Serie A,Udinese Calcio,32.0,666.0,0,1,0.0,0,5000000.0
4734,Italien,1.Liga,Italien,Serie A,Udinese Calcio,37.0,685.0,0,1,0.0,0,300000.0
4735,Italien,1.Liga,,Serie A,Udinese Calcio,19.0,320.0,0,0,0.0,1,50000.0
4760,Italien,1.Liga,Polen,Serie A,FC Bologna,32.0,1781.0,1,0,8.0,0,3000000.0
4761,Italien,1.Liga,Italien U21,Serie A,FC Bologna,31.0,669.0,0,1,37.0,0,500000.0
4762,Italien,1.Liga,,Serie A,FC Bologna,23.0,2146.0,0,0,0.0,0,450000.0
4763,Italien,1.Liga,Italien U19,Serie A,FC Bologna,19.0,320.0,0,0,2.0,1,200000.0
4791,Italien,1.Liga,Italien U17,Serie A,Monza,25.0,320.0,0,1,1.0,1,7000000.0
4792,Italien,1.Liga,Italien,Serie A,Monza,28.0,320.0,0,0,2.0,0,4000000.0
4793,Italien,1.Liga,Italien U21,Serie A,Monza,21.0,308.0,0,0,1.0,1,500000.0
4794,Italien,1.Liga,,Serie A,Monza,33.0,1404.0,0,0,0.0,0,100000.0
4821,Italien,1.Liga,Italien,Serie A,FC Empoli,26.0,320.0,0,0,0.0,1,16000000.0
4822,Italien,1.Liga,Italien U20,Serie A,FC Empoli,25.0,320.0,0,1,2.0,0,700000.0
4823,Italien,1.Liga,Kosovo,Serie A,FC Empoli,34.0,654.0,1,0,32.0,0,200000.0
4824,Italien,1.Liga,Slowenien U19,Serie A,FC Empoli,18.0,320.0,1,0,3.0,1,200000.0
4851,Italien,1.Liga,Mexiko,Serie A,US Salernitana,37.0,135.0,0,0,136.0,0,1200000.0
4852,Italien,1.Liga,Italien U19,Serie A,US Salernitana,32.0,320.0,0,1,4.0,0,1000000.0
4853,Italien,1.Liga,Italien U21,Serie A,US Salernitana,33.0,649.0,0,1,3.0,0,300000.0
4878,Italien,1.Liga,Italien,Serie A,Lecce,28.0,304.0,1,0,0.0,1,5000000.0
4879,Italien,1.Liga,,Serie A,Lecce,27.0,3758.0,0,0,0.0,0,200000.0
4880,Italien,1.Liga,Italien U21,Serie A,Lecce,21.0,320.0,0,1,0.0,0,200000.0
4881,Italien,1.Liga,,Serie A,Lecce,19.0,320.0,0,0,0.0,1,75000.0
4909,Italien,1.Liga,Polen,Serie A,Spezia Calcio,25.0,280.0,1,0,2.0,0,4500000.0
4910,Italien,1.Liga,Niederlande,Serie A,Spezia Calcio,32.0,981.0,0,1,11.0,0,500000.0
4911,Italien,1.Liga,Bosnien U18,Serie A,Spezia Calcio,21.0,674.0,0,1,1.0,1,100000.0
4912,Italien,1.Liga,Italien,Serie A,Spezia Calcio,40.0,116.0,0,1,11.0,0,50000.0
4938,Italien,1.Liga,Italien U21,Serie A,Hellas Verona,27.0,320.0,0,1,1.0,0,4000000.0
4939,Italien,1.Liga,Italien U16,Serie A,Hellas Verona,28.0,287.0,0,1,3.0,0,200000.0
4940,Italien,1.Liga,,Serie A,Hellas Verona,32.0,1615.0,0,0,0.0,0,50000.0
4967,Italien,1.Liga,Italien U21,Serie A,Sampdoria,26.0,1416.0,0,1,10.0,0,6000000.0
4968,Italien,1.Liga,Slowenien U21,Serie A,Sampdoria,19.0,124.0,1,0,13.0,0,300000.0
4969,Italien,1.Liga,,Serie A,Sampdoria,34.0,988.0,0,0,0.0,0,100000.0
4996,Italien,1.Liga,Italien,Serie A,Cremonese,22.0,259.0,1,0,0.0,1,13000000.0
4997,Italien,1.Liga,,Serie A,Cremonese,26.0,628.0,0,0,0.0,1,250000.0
4998,Italien,1.Liga,,Serie A,Cremonese,22.0,278.0,0,0,0.0,0,200000.0
4999,Italien,1.Liga,Polen U16,Serie A,Cremonese,22.0,656.0,0,1,0.0,1,100000.0
5022,Italien,2.Liga,Spanien,Serie B,Genua CFC,24.0,320.0,0,1,1.0,0,1900000.0
5023,Italien,2.Liga,Kroatien U21,Serie B,Genua CFC,25.0,644.0,0,1,13.0,0,1500000.0
5024,Italien,2.Liga,,Serie B,Genua CFC,20.0,685.0,0,0,0.0,0,100000.0
5025,Italien,2.Liga,Slowenien B,Serie B,Genua CFC,24.0,988.0,0,1,1.0,0,50000.0
5053,Italien,2.Liga,Italien,Serie B,Parma Calcio,45.0,685.0,0,1,176.0,0,1000000.0
5054,Italien,2.Liga,,Serie B,Parma Calcio,33.0,307.0,0,0,0.0,0,600000.0
5055,Italien,2.Liga,Italien U19,Serie B,Parma Calcio,22.0,1050.0,0,1,0.0,1,300000.0
5056,Italien,2.Liga,Italien U18,Serie B,Parma Calcio,17.0,320.0,0,0,4.0,1,150000.0
5057,Italien,2.Liga,Dom. Rep.,Serie B,Parma Calcio,31.0,197.0,1,0,3.0,0,50000.0
5083,Italien,2.Liga,Italien U21,Serie B,Frosinone,21.0,317.0,1,0,4.0,1,3500000.0
5084,Italien,2.Liga,Italien U20,Serie B,Frosinone,24.0,292.0,0,1,3.0,0,275000.0
5085,Italien,2.Liga,,Serie B,Frosinone,22.0,988.0,0,0,0.0,0,50000.0
5112,Italien,2.Liga,Finnland,Serie B,Venezia FC,30.0,320.0,1,0,17.0,0,1200000.0
5113,Italien,2.Liga,,Serie B,Venezia FC,20.0,629.0,0,0,0.0,1,250000.0
5114,Italien,2.Liga,Brasilien U17,Serie B,Venezia FC,24.0,1567.0,0,1,2.0,1,200000.0
5115,Italien,2.Liga,Finnland,Serie B,Venezia FC,38.0,821.0,0,1,27.0,0,100000.0
5139,Italien,2.Liga,Serbien,Serie B,Cagliari Calcio,26.0,672.0,0,1,0.0,0,600000.0
5140,Italien,2.Liga,,Serie B,Cagliari Calcio,21.0,685.0,0,0,0.0,1,300000.0
5141,Italien,2.Liga,,Serie B,Cagliari Calcio,37.0,988.0,0,0,0.0,0,100000.0
5142,Italien,2.Liga,Bosnien U19,Serie B,Cagliari Calcio,19.0,167.0,0,1,0.0,1,50000.0
5167,Italien,2.Liga,,Serie B,Pisa,26.0,1348.0,0,0,0.0,1,350000.0
5168,Italien,2.Liga,,Serie B,Pisa,35.0,685.0,0,0,0.0,0,300000.0
5169,Italien,2.Liga,Schweden U19,Serie B,Pisa,20.0,132.0,0,1,0.0,1,100000.0
5193,Italien,2.Liga,Italien U21,Serie B,SSC Bari,21.0,308.0,1,0,2.0,1,3000000.0
5194,Italien,2.Liga,,Serie B,SSC Bari,37.0,1403.0,0,0,0.0,0,175000.0
5195,Italien,2.Liga,,Serie B,SSC Bari,23.0,110.0,0,0,0.0,0,175000.0
5221,Italien,2.Liga,Italien U21,Serie B,Palermo,29.0,299.0,0,1,1.0,0,1200000.0
5222,Italien,2.Liga,,Serie B,Palermo,27.0,669.0,0,0,0.0,1,250000.0
5223,Italien,2.Liga,,Serie B,Palermo,18.0,320.0,0,0,0.0,1,50000.0
5249,Italien,2.Liga,Senegal,Serie B,Como,29.0,110.0,1,0,16.0,0,3000000.0
5250,Italien,2.Liga,Italien U20,Serie B,Como,23.0,301.0,0,1,2.0,1,400000.0
5251,Italien,2.Liga,,Serie B,Como,32.0,258.0,0,0,0.0,0,150000.0
5252,Italien,2.Liga,,Serie B,Como,24.0,1358.0,0,0,0.0,0,50000.0
5281,Italien,2.Liga,,Serie B,Reggina 1914,26.0,124.0,0,0,0.0,0,700000.0
5282,Italien,2.Liga,Italien U21,Serie B,Reggina 1914,31.0,302.0,0,1,2.0,0,250000.0
5283,Italien,2.Liga,,Serie B,Reggina 1914,23.0,623.0,0,0,0.0,1,100000.0
5308,Italien,2.Liga,,Serie B,Brescia Calcio,28.0,320.0,0,0,0.0,0,500000.0
5309,Italien,2.Liga,,Serie B,Brescia Calcio,28.0,320.0,0,0,0.0,0,150000.0
5310,Italien,2.Liga,,Serie B,Brescia Calcio,18.0,286.0,0,0,0.0,1,50000.0
5336,Italien,2.Liga,,Serie B,Benevento,30.0,320.0,0,0,0.0,0,1000000.0
5337,Italien,2.Liga,,Serie B,Benevento,35.0,1398.0,0,0,0.0,0,125000.0
5338,Italien,2.Liga,,Serie B,Benevento,19.0,320.0,0,0,0.0,1,100000.0
5367,Italien,2.Liga,,Serie B,Ascoli,30.0,685.0,0,0,0.0,0,1100000.0
5368,Italien,2.Liga,,Serie B,Ascoli,37.0,680.0,0,0,0.0,0,250000.0
5369,Italien,2.Liga,,Serie B,Ascoli,18.0,988.0,0,0,0.0,1,200000.0
5398,Italien,2.Liga,,Serie B,Modena FC,25.0,999.0,0,0,0.0,1,750000.0
5399,Italien,2.Liga,,Serie B,Modena FC,32.0,320.0,0,0,0.0,0,200000.0
5400,Italien,2.Liga,,Serie B,Modena FC,42.0,1401.0,0,0,0.0,0,25000.0
5425,Italien,2.Liga,,Serie B,Südtirol,35.0,1008.0,0,0,0.0,1,400000.0
5426,Italien,2.Liga,,Serie B,Südtirol,29.0,124.0,0,0,0.0,0,300000.0
5427,Italien,2.Liga,,Serie B,Südtirol,17.0,320.0,0,0,0.0,1,50000.0
5454,Italien,2.Liga,,Serie B,Ternana,32.0,1780.0,0,0,0.0,1,400000.0
5455,Italien,2.Liga,,Serie B,Ternana,24.0,622.0,0,0,0.0,0,250000.0
5456,Italien,2.Liga,,Serie B,Ternana,23.0,1781.0,0,0,0.0,0,50000.0
5482,Italien,2.Liga,,Serie B,SPAL,22.0,106.0,0,0,0.0,0,500000.0
5483,Italien,2.Liga,,Serie B,SPAL,35.0,473.0,0,0,0.0,0,150000.0
5484,Italien,2.Liga,,Serie B,SPAL,19.0,320.0,0,0,0.0,1,50000.0
5485,Italien,2.Liga,,Serie B,SPAL,42.0,628.0,0,0,0.0,0,25000.0
5514,Italien,2.Liga,,Serie B,AS Cittadella,26.0,946.0,0,0,2.0,1,1400000.0
5515,Italien,2.Liga,,Serie B,AS Cittadella,27.0,1779.0,0,0,0.0,0,450000.0
5516,Italien,2.Liga,,Serie B,AS Cittadella,19.0,501.0,0,0,0.0,1,50000.0
5542,Italien,2.Liga,,Serie B,AC Perugia,27.0,308.0,0,0,0.0,0,1500000.0
5543,Italien,2.Liga,,Serie B,AC Perugia,30.0,279.0,0,0,0.0,0,250000.0
5544,Italien,2.Liga,,Serie B,AC Perugia,26.0,195.0,0,0,0.0,0,50000.0
5568,Italien,2.Liga,,Serie B,Cosenza,25.0,272.0,0,0,0.0,1,350000.0
5569,Italien,2.Liga,,Serie B,Cosenza,29.0,135.0,0,0,0.0,0,300000.0
5570,Italien,2.Liga,,Serie B,Cosenza,22.0,290.0,0,0,0.0,0,50000.0
5598,Spanien,1.Liga,,LaLiga,Real Madrid,31.0,1742.0,0,0,101.0,0,60000000.0
5599,Spanien,1.Liga,,LaLiga,Real Madrid,24.0,1781.0,0,0,9.0,0,5000000.0
5600,Spanien,3.Liga,,Primera Federación - Gr. I,RM Castilla,22.0,993.0,0,0,2.0,1,300000.0
5623,Spanien,1.Liga,,LaLiga,FC Barcelona,31.0,3242.0,0,0,32.0,0,40000000.0
5624,Spanien,1.Liga,,LaLiga,FC Barcelona,24.0,472.0,0,0,0.0,0,4000000.0
5625,Spanien,3.Liga,,Primera Federación - Gr. II,Barça Atlètic,21.0,1050.0,0,0,7.0,1,2000000.0
5645,Spanien,1.Liga,,LaLiga,Atlético Madrid,30.0,3227.0,0,0,56.0,0,40000000.0
5646,Spanien,1.Liga,,LaLiga,Atlético Madrid,27.0,1000.0,0,0,2.0,0,3500000.0
5667,Spanien,1.Liga,,LaLiga,Real Sociedad,28.0,1416.0,0,0,0.0,1,25000000.0
5668,Spanien,1.Liga,,LaLiga,Real Sociedad,26.0,320.0,0,0,0.0,1,300000.0
5693,Spanien,1.Liga,,LaLiga,FC Villarreal,21.0,132.0,0,0,2.0,1,1500000.0
5694,Spanien,1.Liga,,LaLiga,FC Villarreal,40.0,313.0,0,0,36.0,0,700000.0
5716,Spanien,1.Liga,,LaLiga,Betis Sevilla,29.0,685.0,0,0,1.0,1,15000000.0
5717,Spanien,1.Liga,,LaLiga,Betis Sevilla,24.0,1399.0,0,0,3.0,0,1500000.0
5718,Spanien,1.Liga,,LaLiga,Betis Sevilla,40.0,990.0,0,0,144.0,0,1000000.0
5742,Spanien,1.Liga,,LaLiga,Athletic Bilbao,25.0,1781.0,0,0,31.0,0,25000000.0
5743,Spanien,1.Liga,,LaLiga,Athletic Bilbao,22.0,320.0,0,0,6.0,1,5000000.0
5744,Spanien,1.Liga,,LaLiga,Athletic Bilbao,24.0,320.0,0,0,0.0,1,100000.0
5767,Spanien,1.Liga,,LaLiga,FC Valencia,22.0,501.0,0,0,0.0,1,25000000.0
5768,Spanien,1.Liga,,LaLiga,FC Valencia,32.0,2877.0,0,0,0.0,0,1500000.0
5769,Spanien,1.Liga,,LaLiga,FC Valencia,35.0,231.0,0,0,0.0,0,500000.0
5770,Spanien,1.Liga,,LaLiga,FC Valencia,25.0,1019.0,0,0,0.0,0,200000.0
5793,Spanien,1.Liga,,LaLiga,FC Sevilla,32.0,985.0,0,0,52.0,0,12000000.0
5794,Spanien,1.Liga,,LaLiga,FC Sevilla,31.0,682.0,0,0,19.0,0,4000000.0
5817,Spanien,1.Liga,,LaLiga,Celta Vigo,35.0,289.0,0,0,0.0,0,3000000.0
5818,Spanien,1.Liga,,LaLiga,Celta Vigo,25.0,1416.0,0,0,0.0,0,1200000.0
5840,Spanien,1.Liga,,LaLiga,FC Getafe,30.0,1769.0,0,0,0.0,0,10000000.0
5841,Spanien,1.Liga,,LaLiga,FC Getafe,36.0,280.0,0,0,0.0,0,400000.0
5842,Spanien,1.Liga,,LaLiga,FC Getafe,24.0,658.0,0,0,0.0,0,300000.0
5865,Spanien,1.Liga,,LaLiga,CA Osasuna,29.0,2135.0,0,0,0.0,1,8000000.0
5866,Spanien,1.Liga,,LaLiga,CA Osasuna,32.0,319.0,0,0,3.0,0,3000000.0
5887,Spanien,1.Liga,,LaLiga,FC Girona,31.0,258.0,0,0,1.0,0,2500000.0
5888,Spanien,1.Liga,,LaLiga,FC Girona,35.0,1416.0,0,0,0.0,0,300000.0
5889,Spanien,1.Liga,,LaLiga,FC Girona,22.0,258.0,0,0,0.0,1,300000.0
5912,Spanien,1.Liga,,LaLiga,Esp. Barcelona,30.0,106.0,0,0,8.0,0,3000000.0
5913,Spanien,1.Liga,,LaLiga,Esp. Barcelona,25.0,259.0,0,0,1.0,0,3000000.0
5914,Spanien,1.Liga,,LaLiga,Esp. Barcelona,22.0,685.0,0,0,2.0,1,400000.0
5939,Spanien,1.Liga,,LaLiga,Rayo Vallecano,29.0,1567.0,0,0,58.0,1,4000000.0
5940,Spanien,1.Liga,,LaLiga,Rayo Vallecano,22.0,1019.0,0,0,2.0,1,600000.0
5941,Spanien,1.Liga,,LaLiga,Rayo Vallecano,41.0,319.0,0,0,1.0,0,500000.0
5964,Spanien,1.Liga,Serbien,LaLiga,RCD Mallorca,27.0,299.0,1,0,28.0,1,10000000.0
5965,Spanien,1.Liga,Slowakei,LaLiga,RCD Mallorca,26.0,680.0,0,1,4.0,0,1500000.0
5966,Spanien,1.Liga,Spanien U21,LaLiga,RCD Mallorca,22.0,320.0,1,0,1.0,1,300000.0
5988,Spanien,1.Liga,Spanien U19,LaLiga,UD Almería,32.0,2142.0,0,1,1.0,1,2000000.0
5989,Spanien,1.Liga,Spanien U23,LaLiga,UD Almería,33.0,111.0,0,1,3.0,0,300000.0
5990,Spanien,1.Liga,,LaLiga,UD Almería,25.0,320.0,0,0,0.0,0,200000.0
6014,Spanien,1.Liga,Spanien,LaLiga,Real Valladolid,33.0,314.0,0,1,1.0,0,1500000.0
6015,Spanien,1.Liga,Spanien U17,LaLiga,Real Valladolid,34.0,2130.0,0,1,1.0,0,1000000.0
6038,Spanien,1.Liga,Argentinien,LaLiga,FC Cádiz,30.0,685.0,0,1,0.0,1,10000000.0
6039,Spanien,1.Liga,Spanien U18,LaLiga,FC Cádiz,29.0,1781.0,0,1,0.0,0,700000.0
6067,Spanien,1.Liga,Spanien U20,LaLiga,FC Elche,31.0,1593.0,0,1,0.0,1,4000000.0
6068,Spanien,1.Liga,Argentinien U20,LaLiga,FC Elche,27.0,623.0,0,1,0.0,0,800000.0
6093,Spanien,2.Liga,Portugal U21,LaLiga2,FC Granada,26.0,301.0,0,1,0.0,0,800000.0
6094,Spanien,2.Liga,,LaLiga2,FC Granada,35.0,303.0,0,0,0.0,0,300000.0
6095,Spanien,4.Liga,Spanien U18,Segunda Federación - Gr. IV,Granada B,24.0,315.0,0,1,0.0,1,200000.0
6121,Spanien,2.Liga,,LaLiga2,UD Levante,26.0,866.0,0,0,0.0,1,2000000.0
6122,Spanien,2.Liga,,LaLiga2,UD Levante,26.0,320.0,0,0,0.0,1,800000.0
6144,Spanien,2.Liga,Spanien U21,LaLiga2,Alavés,26.0,2128.0,0,1,10.0,0,1200000.0
6145,Spanien,2.Liga,Äquat'guinea,LaLiga2,Alavés,22.0,320.0,1,0,17.0,1,200000.0
6168,Spanien,2.Liga,,LaLiga2,Real Saragossa,30.0,2497.0,0,0,0.0,0,300000.0
6169,Spanien,2.Liga,Argentinien,LaLiga2,Real Saragossa,37.0,2113.0,0,1,0.0,0,100000.0
6195,Spanien,2.Liga,,LaLiga2,CD Leganés,33.0,471.0,0,0,0.0,1,400000.0
6196,Spanien,2.Liga,,LaLiga2,CD Leganés,24.0,187.0,0,0,0.0,0,400000.0
6197,Spanien,2.Liga,Spanien U21,LaLiga2,CD Leganés,39.0,981.0,0,1,9.0,0,100000.0
6218,Spanien,2.Liga,Frankreich U20,LaLiga2,Real Oviedo,25.0,320.0,0,1,1.0,0,700000.0
6219,Spanien,2.Liga,,LaLiga2,Real Oviedo,34.0,649.0,0,0,0.0,0,300000.0
6245,Spanien,2.Liga,Uruguay,LaLiga2,Sporting Gijón,28.0,110.0,1,0,0.0,0,600000.0
6246,Spanien,2.Liga,Spanien U21,LaLiga2,Sporting Gijón,38.0,626.0,0,1,1.0,0,100000.0
6273,Spanien,2.Liga,,LaLiga2,UD Las Palmas,25.0,1416.0,0,0,0.0,1,800000.0
6274,Spanien,2.Liga,Spanien U21,LaLiga2,UD Las Palmas,24.0,1019.0,0,1,0.0,0,300000.0
6299,Spanien,2.Liga,Frankreich U20,LaLiga2,SD Eibar,25.0,258.0,0,1,1.0,1,2000000.0
6300,Spanien,2.Liga,Spanien U19,LaLiga2,SD Eibar,28.0,661.0,0,1,4.0,0,600000.0
6301,Spanien,2.Liga,Spanien U19,LaLiga2,SD Eibar,34.0,2146.0,0,1,1.0,0,600000.0
6325,Spanien,2.Liga,,LaLiga2,SD Huesca,36.0,992.0,0,0,0.0,0,600000.0
6326,Spanien,2.Liga,,LaLiga2,SD Huesca,26.0,117.0,0,0,0.0,1,600000.0
6349,Spanien,2.Liga,Andorra,LaLiga2,FC Villarreal B,21.0,685.0,1,0,13.0,1,500000.0
6350,Spanien,2.Liga,,LaLiga2,FC Villarreal B,31.0,630.0,0,0,0.0,0,100000.0
6375,Spanien,2.Liga,Spanien U20,LaLiga2,FC Málaga,29.0,306.0,0,1,1.0,0,1000000.0
6376,Spanien,2.Liga,,LaLiga2,FC Málaga,38.0,320.0,0,0,0.0,0,200000.0
6402,Spanien,2.Liga,Spanien U21,LaLiga2,CD Teneriffa,25.0,685.0,0,1,1.0,0,1000000.0
6403,Spanien,2.Liga,,LaLiga2,CD Teneriffa,26.0,314.0,0,0,0.0,1,500000.0
6427,Spanien,2.Liga,,LaLiga2,FC Cartagena,27.0,319.0,0,0,0.0,1,1000000.0
