,LeagueCountry,NationalLeagueLevel,InternationalTeam,League,Club,Age,ClubSince,ActiveInternational,FormerInternational,InternationalGames,Trending,Value
15671,Dänemark,1.Liga,Dänemark U20,Superligaen,Randers FC,28.0,480.0,0,1,1.0,0,200000.0
15672,Dänemark,1.Liga,,Superligaen,Randers FC,27.0,263.0,0,0,0.0,1,100000.0
15693,Dänemark,1.Liga,Dänemark,Superligaen,Silkeborg IF,32.0,685.0,0,1,0.0,0,500000.0
15694,Dänemark,1.Liga,Dänemark U20,Superligaen,Silkeborg IF,24.0,2146.0,0,1,0.0,0,200000.0
15695,Dänemark,Jugendliga,Dänemark U18,U19 Drenge Ligaen,Silkeborg U19,17.0,501.0,1,0,6.0,1,150000.0
15718,Dänemark,1.Liga,Dänemark U21,Superligaen,Odense BK,32.0,289.0,0,1,1.0,0,400000.0
15719,Dänemark,1.Liga,Dänemark U21,Superligaen,Odense BK,22.0,1416.0,0,1,0.0,0,350000.0
15720,Dänemark,1.Liga,Dänemark U19,Superligaen,Odense BK,18.0,593.0,0,0,2.0,1,100000.0
15744,Dänemark,1.Liga,Dänemark U21,Superligaen,Viborg FF,23.0,1781.0,0,0,1.0,1,700000.0
15745,Dänemark,1.Liga,Dänemark U23,Superligaen,Viborg FF,34.0,624.0,0,1,1.0,0,200000.0
15746,Dänemark,Jugendliga,,U19 Drenge Divisionen,Viborg FF U19,17.0,685.0,0,0,0.0,1,150000.0
15768,Dänemark,1.Liga,Schweden U21,Superligaen,AC Horsens,22.0,121.0,0,0,11.0,1,1000000.0
15769,Dänemark,1.Liga,Kroatien,Superligaen,AC Horsens,30.0,1781.0,0,1,0.0,0,350000.0
15770,Dänemark,1.Liga,,Superligaen,AC Horsens,25.0,685.0,0,0,0.0,1,200000.0
15791,Dänemark,1.Liga,Dänemark U19,Superligaen,Lyngby BK,23.0,646.0,0,1,4.0,0,250000.0
15792,Dänemark,1.Liga,,Superligaen,Lyngby BK,26.0,685.0,0,0,0.0,0,200000.0
15793,Dänemark,1.Liga,,Superligaen,Lyngby BK,30.0,114.0,0,0,0.0,1,150000.0
15794,Dänemark,Jugendliga,,U19 Drenge Ligaen,Lyngby BK U19,18.0,654.0,0,0,0.0,1,50000.0
15821,Kroatien,1.Liga,Kroatien,SuperSport HNL,Dinamo Zagreb,28.0,2816.0,1,0,43.0,0,14000000.0
15822,Kroatien,1.Liga,Kroatien U21,SuperSport HNL,Dinamo Zagreb,24.0,839.0,0,1,1.0,0,1500000.0
15823,Kroatien,1.Liga,,SuperSport HNL,Dinamo Zagreb,36.0,2501.0,0,0,0.0,0,200000.0
15844,Kroatien,1.Liga,Kroatien,SuperSport HNL,Hajduk Split,33.0,313.0,0,0,19.0,0,1500000.0
15845,Kroatien,1.Liga,Kroatien U21,SuperSport HNL,Hajduk Split,21.0,685.0,0,0,1.0,1,550000.0
15846,Kroatien,1.Liga,Österreich U21,SuperSport HNL,Hajduk Split,28.0,119.0,0,1,1.0,0,400000.0
15847,Kroatien,1.Liga,Kroatien,SuperSport HNL,Hajduk Split,38.0,602.0,0,1,44.0,0,50000.0
15874,Kroatien,1.Liga,Kroatien,SuperSport HNL,HNK Rijeka,23.0,685.0,1,0,0.0,1,2000000.0
15875,Kroatien,1.Liga,Kroatien U20,SuperSport HNL,HNK Rijeka,20.0,286.0,1,0,1.0,1,250000.0
15876,Kroatien,1.Liga,Bosnien U21,SuperSport HNL,HNK Rijeka,24.0,670.0,0,1,2.0,0,150000.0
15877,Kroatien,1.Liga,,SuperSport HNL,HNK Rijeka,27.0,3058.0,0,0,0.0,0,50000.0
15909,Kroatien,1.Liga,Kroatien U21,SuperSport HNL,NK Lokomotiva,20.0,292.0,1,0,1.0,1,400000.0
15910,Kroatien,1.Liga,,SuperSport HNL,NK Lokomotiva,25.0,254.0,0,0,0.0,0,250000.0
15911,Kroatien,1.Liga,,SuperSport HNL,NK Lokomotiva,34.0,2085.0,0,0,0.0,0,50000.0
15912,Kroatien,1.Liga,,SuperSport HNL,NK Lokomotiva,36.0,867.0,0,0,0.0,0,50000.0
15937,Kroatien,1.Liga,Kroatien U19,SuperSport HNL,NK Osijek,29.0,3775.0,0,1,2.0,0,400000.0
15938,Kroatien,1.Liga,Kroatien U19,SuperSport HNL,NK Osijek,24.0,685.0,0,1,1.0,0,50000.0
15960,Kroatien,1.Liga,Kroatien U17,SuperSport HNL,HNK Gorica,28.0,1018.0,0,1,12.0,0,400000.0
15961,Kroatien,1.Liga,Kroatien U19,SuperSport HNL,HNK Gorica,22.0,303.0,0,1,5.0,0,50000.0
15962,Kroatien,1.Liga,,SuperSport HNL,HNK Gorica,23.0,944.0,0,0,0.0,0,50000.0
15963,Kroatien,1.Liga,Kroatien U18,SuperSport HNL,HNK Gorica,34.0,104.0,0,1,0.0,0,50000.0
15990,Kroatien,1.Liga,Kroatien,SuperSport HNL,NK Varazdin,30.0,1199.0,0,1,0.0,0,150000.0
15991,Kroatien,1.Liga,,SuperSport HNL,NK Varazdin,23.0,91.0,0,0,0.0,1,100000.0
15992,Kroatien,1.Liga,,SuperSport HNL,NK Varazdin,23.0,307.0,0,0,0.0,1,50000.0
16020,Kroatien,1.Liga,,SuperSport HNL,NK Istra,23.0,1752.0,0,0,0.0,1,300000.0
16021,Kroatien,1.Liga,,SuperSport HNL,NK Istra,28.0,119.0,0,0,0.0,1,100000.0
16022,Kroatien,1.Liga,,SuperSport HNL,NK Istra,21.0,1016.0,0,0,0.0,1,50000.0
16049,Kroatien,1.Liga,,SuperSport HNL,HNK Sibenik,27.0,1758.0,0,0,0.0,1,350000.0
16076,Kroatien,1.Liga,Kroatien,SuperSport HNL,Slaven Belupo,30.0,673.0,0,1,0.0,0,250000.0
16077,Kroatien,1.Liga,,SuperSport HNL,Slaven Belupo,25.0,672.0,0,0,0.0,1,200000.0
16078,Kroatien,1.Liga,Kroatien U21,SuperSport HNL,Slaven Belupo,32.0,1008.0,0,1,0.0,0,50000.0
16103,Serbien,1.Liga,Kanada,Super liga Srbije,Roter Stern,35.0,2123.0,1,0,73.0,0,1200000.0
16104,Serbien,1.Liga,Serbien,Super liga Srbije,Roter Stern,26.0,1416.0,0,1,0.0,0,500000.0
16131,Serbien,1.Liga,Serbien,Super liga Srbije,Partizan,23.0,1962.0,0,1,1.0,1,1800000.0
16132,Serbien,1.Liga,Serbien U21,Super liga Srbije,Partizan,31.0,2483.0,0,1,0.0,0,700000.0
16133,Serbien,1.Liga,Serbien,Super liga Srbije,Partizan,37.0,651.0,0,1,1.0,0,50000.0
16159,Serbien,1.Liga,,Super liga Srbije,Čukarički,34.0,100.0,0,0,0.0,0,100000.0
16160,Serbien,1.Liga,,Super liga Srbije,Čukarički,36.0,2108.0,0,0,0.0,0,50000.0
16188,Serbien,1.Liga,Montenegro,Super liga Srbije,Vojvodina,24.0,320.0,1,0,1.0,1,800000.0
16189,Serbien,1.Liga,,Super liga Srbije,Vojvodina,26.0,1764.0,0,0,0.0,0,300000.0
16190,Serbien,1.Liga,,Super liga Srbije,Vojvodina,23.0,485.0,0,0,0.0,1,50000.0
16216,Serbien,1.Liga,Serbien U21,Super liga Srbije,FK TSC,19.0,685.0,1,0,3.0,1,800000.0
16217,Serbien,1.Liga,Serbien U21,Super liga Srbije,FK TSC,36.0,1781.0,0,1,0.0,0,50000.0
16218,Serbien,1.Liga,,Super liga Srbije,FK TSC,35.0,3018.0,0,0,0.0,0,50000.0
16245,Serbien,1.Liga,,Super liga Srbije,Vozdovac,26.0,980.0,0,0,0.0,1,700000.0
16246,Serbien,1.Liga,Serbien U21,Super liga Srbije,Vozdovac,21.0,320.0,0,0,1.0,1,300000.0
16247,Serbien,Jugendliga,Bosnien U18,Omladinska liga,Vozdovac U19,19.0,309.0,0,1,1.0,1,50000.0
16275,Serbien,1.Liga,Serbien,Super liga Srbije,Novi Pazar,32.0,320.0,0,1,1.0,0,400000.0
16276,Serbien,1.Liga,Serbien U21,Super liga Srbije,Novi Pazar,21.0,286.0,0,1,1.0,1,100000.0
16277,Serbien,1.Liga,,Super liga Srbije,Novi Pazar,19.0,320.0,0,0,0.0,1,50000.0
16300,Serbien,1.Liga,Serbien,Super liga Srbije,Spartak,27.0,650.0,0,1,1.0,0,400000.0
16301,Serbien,1.Liga,Montenegro U19,Super liga Srbije,Spartak,23.0,1559.0,0,1,0.0,0,150000.0
16302,Serbien,1.Liga,,Super liga Srbije,Spartak,21.0,96.0,0,0,0.0,0,100000.0
16332,Serbien,1.Liga,Serbien U21,Super liga Srbije,Napredak,32.0,320.0,0,1,2.0,1,500000.0
16333,Serbien,1.Liga,,Super liga Srbije,Napredak,27.0,481.0,0,0,0.0,1,100000.0
16360,Serbien,1.Liga,,Super liga Srbije,Radnicki 1923,21.0,672.0,0,0,0.0,1,500000.0
16361,Serbien,1.Liga,,Super liga Srbije,Radnicki 1923,25.0,2511.0,0,0,0.0,0,200000.0
16386,Serbien,1.Liga,,Super liga Srbije,Radnik,24.0,1781.0,0,0,0.0,0,350000.0
16387,Serbien,1.Liga,,Super liga Srbije,Radnik,35.0,107.0,0,0,0.0,0,100000.0
16415,Serbien,1.Liga,Serbien U21,Super liga Srbije,Mladost GAT,23.0,485.0,0,1,2.0,1,300000.0
16416,Serbien,1.Liga,Serbien U19,Super liga Srbije,Mladost GAT,34.0,280.0,0,1,19.0,0,100000.0
16417,Serbien,1.Liga,Serbien U19,Super liga Srbije,Mladost GAT,21.0,477.0,0,1,0.0,1,50000.0
16440,Serbien,1.Liga,Serbien,Super liga Srbije,Radnicki Nis,26.0,252.0,1,0,1.0,0,500000.0
16441,Serbien,1.Liga,Serbien U19,Super liga Srbije,Radnicki Nis,18.0,320.0,1,0,1.0,1,200000.0
16468,Serbien,1.Liga,,Super liga Srbije,Kolubara,28.0,1002.0,0,0,0.0,1,500000.0
16469,Serbien,1.Liga,Montenegro U21,Super liga Srbije,Kolubara,22.0,485.0,0,1,2.0,1,100000.0
16470,Serbien,1.Liga,,Super liga Srbije,Kolubara,20.0,275.0,0,0,0.0,1,50000.0
16496,Serbien,1.Liga,,Super liga Srbije,Javor-Matis,21.0,320.0,0,0,0.0,1,400000.0
16497,Serbien,1.Liga,Bosnien U19,Super liga Srbije,Javor-Matis,20.0,113.0,0,1,4.0,1,200000.0
16498,Serbien,1.Liga,Serbien U21,Super liga Srbije,Javor-Matis,30.0,270.0,0,1,1.0,0,50000.0
16525,Serbien,1.Liga,Serbien U20,Super liga Srbije,Mladost,20.0,320.0,0,1,0.0,1,300000.0
16526,Serbien,1.Liga,Montenegro U19,Super liga Srbije,Mladost,24.0,1355.0,0,1,3.0,0,50000.0
16559,Tschechien,1.Liga,Tschechien,Fortuna Liga,Slavia Prag,28.0,1941.0,0,1,1.0,0,2000000.0
16560,Tschechien,1.Liga,Tschechien,Fortuna Liga,Slavia Prag,31.0,674.0,0,0,3.0,0,2000000.0
16561,Tschechien,1.Liga,Tschechien U21,Fortuna Liga,Slavia Prag,26.0,853.0,0,1,4.0,0,250000.0
16587,Tschechien,1.Liga,Tschechien U21,Fortuna Liga,Sparta Prag,22.0,251.0,1,0,10.0,1,900000.0
16588,Tschechien,1.Liga,Tschechien U21,Fortuna Liga,Sparta Prag,26.0,3242.0,0,1,4.0,0,500000.0
16589,Tschechien,1.Liga,Tschechien,Fortuna Liga,Sparta Prag,32.0,1781.0,0,1,0.0,0,350000.0
16617,Tschechien,1.Liga,Tschechien,Fortuna Liga,Viktoria Pilsen,27.0,864.0,1,0,5.0,1,4500000.0
16618,Tschechien,1.Liga,,Fortuna Liga,Viktoria Pilsen,28.0,672.0,0,0,0.0,1,350000.0
16619,Tschechien,1.Liga,Tschechien U19,Fortuna Liga,Viktoria Pilsen,22.0,129.0,0,1,1.0,1,200000.0
16643,Tschechien,1.Liga,Tschechien U21,Fortuna Liga,Banik Ostrau,24.0,308.0,0,1,0.0,0,250000.0
16644,Tschechien,3.Liga,Tschechien U19,MSFL,Banik Ostrau B,19.0,320.0,1,0,0.0,1,75000.0
16645,Tschechien,1.Liga,Tschechien,Fortuna Liga,Banik Ostrau,40.0,1937.0,0,1,3.0,0,75000.0
16671,Tschechien,1.Liga,Tschechien,Fortuna Liga,1.FC Slovacko,30.0,320.0,0,1,0.0,0,700000.0
16672,Tschechien,1.Liga,Tschechien U20,Fortuna Liga,1.FC Slovacko,35.0,499.0,0,1,1.0,0,125000.0
16673,Tschechien,3.Liga,Tschechien U21,MSFL,Slovacko B,20.0,1050.0,0,0,0.0,1,100000.0
16696,Tschechien,1.Liga,,Fortuna Liga,Sigma Olmütz,29.0,859.0,0,0,0.0,0,350000.0
16697,Tschechien,1.Liga,Tschechien U21,Fortuna Liga,Sigma Olmütz,22.0,275.0,0,0,0.0,1,300000.0
16698,Tschechien,1.Liga,,Fortuna Liga,Sigma Olmütz,26.0,320.0,0,0,0.0,0,200000.0
16699,Tschechien,1.Liga,,Fortuna Liga,Sigma Olmütz,32.0,274.0,0,0,0.0,0,150000.0
16727,Tschechien,1.Liga,Tschechien U21,Fortuna Liga,Jablonec,35.0,1962.0,0,1,6.0,0,250000.0
16728,Tschechien,1.Liga,,Fortuna Liga,Jablonec,24.0,320.0,0,0,0.0,1,225000.0
16729,Tschechien,1.Liga,Slowakei U21,Fortuna Liga,Jablonec,20.0,492.0,1,0,1.0,1,50000.0
16753,Tschechien,1.Liga,,Fortuna Liga,Zbrojovka Brünn,34.0,842.0,0,0,0.0,0,250000.0
16754,Tschechien,1.Liga,Tschechien U19,Fortuna Liga,Zbrojovka Brünn,28.0,320.0,0,1,0.0,1,200000.0
16755,Tschechien,1.Liga,,Fortuna Liga,Zbrojovka Brünn,38.0,310.0,0,0,0.0,0,25000.0
16781,Tschechien,1.Liga,Belgien U17,Fortuna Liga,Slovan Liberec,24.0,1597.0,0,1,0.0,1,350000.0
16782,Tschechien,1.Liga,Tschechien U21,Fortuna Liga,Slovan Liberec,23.0,128.0,0,1,0.0,0,200000.0
16808,Tschechien,1.Liga,Tschechien U21,Fortuna Liga,Bohemians 1905,25.0,136.0,0,1,13.0,0,450000.0
16809,Tschechien,1.Liga,Tschechien U21,Fortuna Liga,Bohemians 1905,33.0,1781.0,0,1,3.0,0,200000.0
16810,Tschechien,1.Liga,,Fortuna Liga,Bohemians 1905,24.0,2146.0,0,0,0.0,0,75000.0
16811,Tschechien,3.Liga,,CFL,Bohemians B,28.0,453.0,0,0,0.0,0,25000.0
16836,Tschechien,1.Liga,Tschechien U21,Fortuna Liga,Pardubice,21.0,685.0,0,0,0.0,1,400000.0
16837,Tschechien,1.Liga,Rumänien,Fortuna Liga,Pardubice,35.0,110.0,1,0,19.0,0,300000.0
16838,Tschechien,1.Liga,Slowakei U21,Fortuna Liga,Pardubice,30.0,314.0,0,1,1.0,0,225000.0
16839,Tschechien,1.Liga,Tschechien U20,Fortuna Liga,Pardubice,24.0,2511.0,0,1,0.0,0,75000.0
16865,Tschechien,1.Liga,Tschechien U18,Fortuna Liga,Mlada Boleslav,24.0,1010.0,0,1,4.0,0,150000.0
16866,Tschechien,1.Liga,,Fortuna Liga,Mlada Boleslav,37.0,1953.0,0,0,0.0,0,100000.0
16867,Tschechien,3.Liga,Tschechien U16,CFL,Ml. Boleslav B,22.0,999.0,0,1,1.0,1,50000.0
16893,Tschechien,1.Liga,Tschechien U21,Fortuna Liga,Hradec Kralove,30.0,828.0,0,1,1.0,0,250000.0
16894,Tschechien,1.Liga,Slowakei,Fortuna Liga,Hradec Kralove,31.0,319.0,0,1,0.0,0,200000.0
16895,Tschechien,1.Liga,,Fortuna Liga,Hradec Kralove,30.0,2133.0,0,0,0.0,0,150000.0
16917,Tschechien,1.Liga,,Fortuna Liga,FK Teplice,30.0,499.0,0,0,0.0,1,250000.0
16918,Tschechien,1.Liga,,Fortuna Liga,FK Teplice,24.0,1781.0,0,0,0.0,0,75000.0
16919,Tschechien,1.Liga,Tschechien,Fortuna Liga,FK Teplice,40.0,5249.0,0,1,2.0,0,50000.0
16944,Tschechien,1.Liga,Slowakei U21,Fortuna Liga,C. Budejovice,24.0,685.0,0,1,6.0,0,250000.0
16945,Tschechien,1.Liga,Tschechien U17,Fortuna Liga,C. Budejovice,22.0,320.0,0,1,2.0,1,250000.0
16973,Tschechien,1.Liga,Slowakei U21,Fortuna Liga,Trinity Zlin,33.0,1568.0,0,1,3.0,1,250000.0
16974,Tschechien,1.Liga,,Fortuna Liga,Trinity Zlin,31.0,5433.0,0,0,0.0,0,150000.0
16975,Tschechien,1.Liga,Tschechien U20,Fortuna Liga,Trinity Zlin,25.0,1781.0,0,1,2.0,0,100000.0
17000,Rumänien,1.Liga,Rumänien U21,SuperLiga,FCSB,23.0,1232.0,1,0,1.0,1,1500000.0
17001,Rumänien,1.Liga,Rumänien,SuperLiga,FCSB,24.0,2138.0,0,1,1.0,0,600000.0
17027,Rumänien,1.Liga,Italien,SuperLiga,CFR Cluj,26.0,304.0,0,1,0.0,0,1500000.0
17028,Rumänien,1.Liga,Rumänien,SuperLiga,CFR Cluj,35.0,1050.0,0,1,1.0,0,400000.0
17029,Rumänien,1.Liga,Rumänien U20,SuperLiga,CFR Cluj,20.0,474.0,1,0,5.0,1,200000.0
17030,Rumänien,1.Liga,,SuperLiga,CFR Cluj,22.0,320.0,0,0,0.0,0,50000.0
17059,Rumänien,1.Liga,Rumänien,SuperLiga,CS U Craiova,31.0,685.0,0,1,1.0,0,500000.0
17060,Rumänien,1.Liga,Rumänien U18,SuperLiga,CS U Craiova,26.0,2693.0,0,1,1.0,1,400000.0
17089,Rumänien,1.Liga,Rumänien,SuperLiga,FC Rapid 1923,25.0,861.0,1,0,1.0,1,1800000.0
17090,Rumänien,1.Liga,Rumänien U21,SuperLiga,FC Rapid 1923,32.0,1717.0,0,1,1.0,0,200000.0
17121,Rumänien,1.Liga,Rumänien,SuperLiga,FCV Farul,23.0,685.0,0,0,0.0,1,1500000.0
17122,Rumänien,1.Liga,Rumänien,SuperLiga,FCV Farul,29.0,320.0,0,1,0.0,0,150000.0
17158,Rumänien,1.Liga,Rumänien U21,SuperLiga,Sepsi OSK,27.0,2511.0,0,1,0.0,1,1400000.0
17159,Rumänien,1.Liga,Rumänien U21,SuperLiga,Sepsi OSK,26.0,685.0,0,1,0.0,1,200000.0
17160,Rumänien,1.Liga,,SuperLiga,Sepsi OSK,18.0,320.0,0,0,0.0,1,25000.0
17161,Rumänien,1.Liga,,SuperLiga,Sepsi OSK,19.0,685.0,0,0,0.0,1,25000.0
17189,Rumänien,1.Liga,Bulgarien,SuperLiga,U Cluj,31.0,254.0,0,1,19.0,0,400000.0
17190,Rumänien,1.Liga,Rumänien U21,SuperLiga,U Cluj,21.0,1222.0,1,0,0.0,1,400000.0
17191,Rumänien,1.Liga,,SuperLiga,U Cluj,22.0,474.0,0,0,0.0,0,50000.0
17228,Rumänien,1.Liga,Rumänien U21,SuperLiga,FC U Craiova,20.0,1232.0,0,0,0.0,0,600000.0
17229,Rumänien,1.Liga,,SuperLiga,FC U Craiova,24.0,320.0,0,0,0.0,1,500000.0
17230,Rumänien,1.Liga,,SuperLiga,FC U Craiova,30.0,1944.0,0,0,0.0,0,50000.0
17261,Rumänien,1.Liga,Rumänien U21,SuperLiga,FC Voluntari,22.0,643.0,1,0,8.0,1,1000000.0
17262,Rumänien,1.Liga,,SuperLiga,FC Voluntari,34.0,236.0,0,0,0.0,0,150000.0
17263,Rumänien,1.Liga,,SuperLiga,FC Voluntari,33.0,1416.0,0,0,0.0,0,100000.0
17264,Rumänien,1.Liga,,SuperLiga,FC Voluntari,20.0,1050.0,0,0,0.0,1,25000.0
17293,Rumänien,1.Liga,Rumänien,SuperLiga,UTA Arad,29.0,1416.0,0,1,0.0,0,600000.0
17294,Rumänien,1.Liga,Ukraine U20,SuperLiga,UTA Arad,26.0,93.0,0,1,1.0,1,350000.0
17295,Rumänien,1.Liga,,SuperLiga,UTA Arad,33.0,1185.0,0,0,0.0,0,200000.0
17296,Rumänien,1.Liga,,SuperLiga,UTA Arad,21.0,862.0,0,0,0.0,0,25000.0
17324,Rumänien,1.Liga,Kroatien,SuperLiga,FC Hermannstadt,26.0,217.0,0,1,0.0,0,650000.0
17325,Rumänien,1.Liga,Rumänien U19,SuperLiga,FC Hermannstadt,28.0,685.0,0,1,0.0,0,200000.0
17326,Rumänien,1.Liga,,SuperLiga,FC Hermannstadt,19.0,320.0,0,0,0.0,1,25000.0
17352,Rumänien,1.Liga,Rumänien U18,SuperLiga,Petrolul,26.0,301.0,0,1,0.0,0,700000.0
17353,Rumänien,1.Liga,Österreich U21,SuperLiga,Petrolul,29.0,245.0,0,1,2.0,0,600000.0
17354,Rumänien,1.Liga,Rumänien U16,SuperLiga,Petrolul,18.0,685.0,0,1,0.0,0,25000.0
17383,Rumänien,1.Liga,Rumänien U21,SuperLiga,Chindia,26.0,685.0,0,1,3.0,0,650000.0
17384,Rumänien,1.Liga,Rumänien U21,SuperLiga,Chindia,33.0,1416.0,0,1,5.0,0,150000.0
17385,Rumänien,1.Liga,Rumänien U21,SuperLiga,Chindia,24.0,271.0,0,1,0.0,0,150000.0
17386,Rumänien,1.Liga,,SuperLiga,Chindia,17.0,320.0,0,0,0.0,1,25000.0
17413,Rumänien,1.Liga,Rumänien U21,SuperLiga,FC Arges,33.0,320.0,0,1,1.0,0,350000.0
17414,Rumänien,1.Liga,,SuperLiga,FC Arges,21.0,112.0,0,0,0.0,1,150000.0
17415,Rumänien,1.Liga,Rumänien U21,SuperLiga,FC Arges,21.0,1266.0,0,1,0.0,0,100000.0
17445,Rumänien,1.Liga,Rumänien U21,SuperLiga,FC Botosani,28.0,2146.0,0,1,0.0,0,550000.0
17446,Rumänien,1.Liga,Rumänien U21,SuperLiga,FC Botosani,22.0,117.0,0,1,1.0,0,250000.0
17447,Rumänien,1.Liga,,SuperLiga,FC Botosani,19.0,320.0,0,0,0.0,1,25000.0
17475,Rumänien,1.Liga,Rumänien U21,SuperLiga,CS Mioveni,30.0,123.0,0,1,0.0,0,500000.0
17476,Rumänien,1.Liga,Rumänien U21,SuperLiga,CS Mioveni,30.0,320.0,0,1,0.0,0,150000.0
17477,Rumänien,1.Liga,,SuperLiga,CS Mioveni,28.0,3303.0,0,0,0.0,0,25000.0
17504,Schweden,1.Liga,Mali,Allsvenskan,Malmö FF,28.0,644.0,1,0,3.0,1,750000.0
17505,Schweden,1.Liga,Schweden,Allsvenskan,Malmö FF,36.0,2132.0,0,1,4.0,0,300000.0
17506,Schweden,1.Liga,Schweden U19,Allsvenskan,Malmö FF,19.0,866.0,0,1,0.0,1,100000.0
17533,Schweden,1.Liga,Schweden,Allsvenskan,BK Häcken,34.0,3416.0,0,1,2.0,0,400000.0
17534,Schweden,1.Liga,Schweden U20,Allsvenskan,BK Häcken,26.0,821.0,0,1,0.0,1,250000.0
17561,Schweden,1.Liga,Schweden,Allsvenskan,Djurgården,24.0,791.0,0,0,1.0,1,1000000.0
17562,Schweden,1.Liga,Schweden U17,Allsvenskan,Djurgården,34.0,2320.0,0,1,2.0,0,200000.0
17563,Schweden,1.Liga,Schweden U19,Allsvenskan,Djurgården,19.0,105.0,1,0,0.0,1,100000.0
17586,Schweden,1.Liga,Schweden U21,Allsvenskan,Hammarby IF,20.0,1225.0,1,0,2.0,0,800000.0
17587,Schweden,1.Liga,Schweden U21,Allsvenskan,Hammarby IF,30.0,1918.0,0,1,0.0,0,400000.0
17588,Schweden,1.Liga,Schweden U19,Allsvenskan,Hammarby IF,20.0,494.0,0,1,3.0,1,150000.0
17616,Schweden,1.Liga,Schweden,Allsvenskan,AIK,33.0,646.0,1,0,16.0,0,600000.0
17617,Schweden,1.Liga,Serbien U21,Allsvenskan,AIK,33.0,1962.0,0,1,1.0,0,150000.0
17640,Schweden,1.Liga,Schweden,Allsvenskan,IFK Norrköping,32.0,859.0,0,1,1.0,0,500000.0
17641,Schweden,1.Liga,Schweden U21,Allsvenskan,IFK Norrköping,21.0,807.0,1,0,0.0,1,125000.0
17668,Schweden,1.Liga,Island,Allsvenskan,Elfsborg,21.0,670.0,1,0,4.0,1,600000.0
17669,Schweden,1.Liga,Schweden U21,Allsvenskan,Elfsborg,24.0,1962.0,0,1,0.0,0,600000.0
17670,Schweden,1.Liga,,Allsvenskan,Elfsborg,21.0,61.0,0,0,0.0,1,25000.0
17694,Schweden,1.Liga,Schweden,Allsvenskan,IFK Göteborg,24.0,279.0,0,1,2.0,0,1000000.0
17695,Schweden,1.Liga,Island U21,Allsvenskan,IFK Göteborg,20.0,544.0,1,0,2.0,1,200000.0
17718,Schweden,1.Liga,,Allsvenskan,Kalmar FF,30.0,494.0,0,0,0.0,1,1000000.0
17719,Schweden,1.Liga,,Allsvenskan,Kalmar FF,29.0,494.0,0,0,0.0,1,100000.0
17720,Schweden,1.Liga,Schweden U18,Allsvenskan,Kalmar FF,17.0,446.0,0,0,0.0,1,100000.0
17742,Schweden,1.Liga,Nordmazedonien,Allsvenskan,IK Sirius,32.0,859.0,0,1,1.0,0,300000.0
17743,Schweden,1.Liga,Schweden U21,Allsvenskan,IK Sirius,22.0,105.0,0,0,0.0,1,150000.0
17744,Schweden,1.Liga,Schweden U20,Allsvenskan,IK Sirius,21.0,1225.0,1,0,1.0,1,150000.0
17769,Schweden,1.Liga,Schweden U21,Allsvenskan,Mjällby AIF,21.0,1225.0,1,0,2.0,1,250000.0
17770,Schweden,1.Liga,Schweden U21,Allsvenskan,Mjällby AIF,30.0,105.0,0,1,0.0,0,50000.0
17771,Schweden,1.Liga,,Allsvenskan,Mjällby AIF,19.0,320.0,0,0,0.0,1,25000.0
17772,Schweden,1.Liga,,Allsvenskan,Mjällby AIF,19.0,456.0,0,0,0.0,1,25000.0
17799,Schweden,1.Liga,Belarus U23,Allsvenskan,IFK Värnamo,33.0,1512.0,0,1,0.0,1,350000.0
17800,Schweden,1.Liga,,Allsvenskan,IFK Värnamo,31.0,295.0,0,0,0.0,0,150000.0
17828,Schweden,1.Liga,,Allsvenskan,Degerfors IF,27.0,112.0,0,0,0.0,0,300000.0
17829,Schweden,1.Liga,,Allsvenskan,Degerfors IF,28.0,114.0,0,0,0.0,1,300000.0
17830,Schweden,1.Liga,,Allsvenskan,Degerfors IF,19.0,501.0,0,0,0.0,1,25000.0
17853,Schweden,1.Liga,,Allsvenskan,Halmstads BK,29.0,3788.0,0,0,0.0,0,500000.0
17854,Schweden,1.Liga,,Allsvenskan,Halmstads BK,23.0,1597.0,0,0,0.0,1,100000.0
17881,Schweden,1.Liga,,Allsvenskan,Varbergs BoIS,34.0,494.0,0,0,0.0,0,200000.0
17882,Schweden,1.Liga,,Allsvenskan,Varbergs BoIS,19.0,806.0,0,0,0.0,1,25000.0
17883,Schweden,1.Liga,,Allsvenskan,Varbergs BoIS,43.0,255.0,0,0,0.0,0,25000.0
17919,Schweden,1.Liga,,Allsvenskan,Brommapojkarna,26.0,129.0,0,0,0.0,0,300000.0
17942,Norwegen,1.Liga,,Eliteserien,Bodø/Glimt,27.0,47.0,0,0,0.0,1,1500000.0
17943,Norwegen,1.Liga,,Eliteserien,Bodø/Glimt,23.0,289.0,0,0,0.0,1,400000.0
17944,Norwegen,1.Liga,,Eliteserien,Bodø/Glimt,18.0,161.0,0,0,0.0,1,100000.0
17945,Norwegen,1.Liga,,Eliteserien,Bodø/Glimt,16.0,58.0,0,0,0.0,1,50000.0
17973,Norwegen,1.Liga,,Eliteserien,Molde,26.0,494.0,0,0,0.0,1,800000.0
17974,Norwegen,1.Liga,,Eliteserien,Molde,21.0,1746.0,0,0,0.0,1,200000.0
17975,Norwegen,1.Liga,,Eliteserien,Molde,18.0,489.0,0,0,2.0,1,50000.0
