league_country;scraping_time;link;no;name;league;club;image;league_level;market_value;market_value_currency;market_value_latest_correction;highest_market_value;highest_market_value_date;age;height;nationality;position;foot;consultancy;supplier;club_since;contract_until;international;international_active;former_international;international_games;international_goals;starting_eleven_quote;minutes_quote;penalty_saves_quote;goal_participation_quote;instagram;injury;goals_conceded;clean_sheets;games;points_per_game;goals;assists;own_goals;ins;outs;yellow_cards;yellow_red_cards;red_cards;penalty_goals;minutes_per_goal;minutes
Kroatien;20230515230904;https://www.transfermarkt.ch/martin-baturina/profil/spieler/580451;10;Martin Baturina;SuperSport HNL;Dinamo Zagreb;https://img.a.transfermarkt.technology/portrait/header/580451-1659520072.jpg?lm=1;1.Liga;6,50 Mio. €Letzte Änderung: 08.11.2022;Mio. €;Letzte Änderung: 08.11.2022;6,50 Mio. €;08.11.2022;20;1,72 m;Kroatien;Offensives Mittelfeld;rechts;VPA Sports;;01.07.2021;15.06.2028;;Kroatien U21;;8;0;79;74;;23;;0;;;32;2,22;6;11;-;5;14;2;-;-;-;378';2.269'
Kroatien;20230515230926;https://www.transfermarkt.ch/dario-spikic/profil/spieler/403290;77;Dario Spikic;SuperSport HNL;Dinamo Zagreb;https://img.a.transfermarkt.technology/portrait/header/403290-1601583952.jpg?lm=1;1.Liga;3,00 Mio. €Letzte Änderung: 08.11.2022;Mio. €;Letzte Änderung: 08.11.2022;3,00 Mio. €;08.11.2022;24;1,83 m;Kroatien;Linksaußen;rechts;VPA Sports;Nike;04.02.2021;30.06.2027;;;Kroatien U21;10;2;88;75;;15;http://instagram.com/dariospikic?igshid=1qbrl5n0dyozk;0;;;32;2,16;6;5;-;2;23;-;-;-;-;381';2.285'
Kroatien;20230515230946;https://www.transfermarkt.ch/petar-bockaj/profil/spieler/292666;12;Petar Bockaj;SuperSport HNL;Dinamo Zagreb;https://img.a.transfermarkt.technology/portrait/header/292666-1600971580.jpg?lm=1;1.Liga;2,50 Mio. €Letzte Änderung: 08.11.2022;Mio. €;Letzte Änderung: 08.11.2022;2,50 Mio. €;30.12.2021;26;1,79 m;Kroatien;Linksaußen;links;Damir Jozic;adidas;18.01.2022;18.01.2027;;;Kroatien U21;3;1;44;41;;12;;0;;;20;2,10;3;6;-;5;8;2;-;-;-;417';1.251'
Kroatien;20230515231007;https://www.transfermarkt.ch/luka-menalo/profil/spieler/316047;70;Luka Menalo;SuperSport HNL;Dinamo Zagreb;https://img.a.transfermarkt.technology/portrait/header/316047-1605122508.jpg?lm=1;1.Liga;2,00 Mio. €Letzte Änderung: 08.11.2022;Mio. €;Letzte Änderung: 08.11.2022;2,50 Mio. €;30.12.2021;26;1,81 m;Bosnien-Herzegowina;Linksaußen;rechts;Pharos Sport Agency;;06.07.2018;15.06.2026;Bosnien;;;13;3;12;20;;7;http://instagram.com/lukamenalo;0;;;20;2,30;2;3;-;16;3;1;-;-;-;300';600'
Kroatien;20230515231025;https://www.transfermarkt.ch/gabrijel-rukavina/profil/spieler/743567;41;Gabrijel Rukavina;SuperSport HNL;Dinamo Zagreb;https://img.a.transfermarkt.technology/portrait/header/743567-1660729829.jpg?lm=1;1.Liga;800 Tsd. €Letzte Änderung: 08.11.2022;Tsd. €;Letzte Änderung: 08.11.2022;800 Tsd. €;08.11.2022;19;1,80 m;Kroatien;Linksaußen;rechts;Niagara Sports ...;;01.07.2022;18.01.2028;;Kroatien U19;;8;0;0;2;;0;;0;;;5;3,00;-;-;-;5;-;-;-;-;-;-;62'
Kroatien;20230515231043;https://www.transfermarkt.ch/bruno-petkovic/profil/spieler/256358;9;Bruno Petkovic;SuperSport HNL;Dinamo Zagreb;https://img.a.transfermarkt.technology/portrait/header/256358-1605121929.jpg?lm=1;1.Liga;6,00 Mio. €Letzte Änderung: 08.11.2022;Mio. €;Letzte Änderung: 08.11.2022;13,50 Mio. €;27.12.2019;28;1,93 m;Kroatien;Mittelstürmer;rechts;Ivan Cvjetkovic;;21.01.2019;30.06.2024;;Kroatien;;29;7;44;49;;23;http://www.instagram.com/brunopetkovicofficial/;0;;;26;2,27;10;7;-;11;11;1;-;-;4;149';1.488'
Kroatien;20230515231101;https://www.transfermarkt.ch/josip-drmic/profil/spieler/140579;18;Josip Drmic;SuperSport HNL;Dinamo Zagreb;https://img.a.transfermarkt.technology/portrait/header/140579-1533288571.jpg?lm=1;1.Liga;3,00 Mio. €Letzte Änderung: 08.11.2022;Mio. €;Letzte Änderung: 08.11.2022;12,00 Mio. €;10.07.2014;30;1,84 m;Schweiz;Mittelstürmer;rechts;Sports360 GmbH;adidas;01.07.2022;30.06.2024;;;Schweiz;35;10;59;58;;16;http://www.instagram.com/josipdrmic.92;0;;;33;2,27;6;6;-;13;19;1;-;-;-;296';1.777'
Kroatien;20230515231126;https://www.transfermarkt.ch/lovre-kalinic/profil/spieler/46405;91;Lovre Kalinic;SuperSport HNL;Hajduk Split;https://img.a.transfermarkt.technology/portrait/header/46405-1662876130.jpg?lm=1;1.Liga;1,50 Mio. €Letzte Änderung: 08.11.2022;Mio. €;Letzte Änderung: 08.11.2022;7,00 Mio. €;11.09.2018;33;2,01 m;Kroatien;Torwart;links;Pharos Sport Agency;;08.07.2022;30.06.2025;Kroatien;;;19;0;26;26;0;;http://www.instagram.com/lovre_kalinic91/;0;9;4;9;2,00;-;;-;-;2;1;-;-;;;794'
Kroatien;20230515231145;https://www.transfermarkt.ch/karlo-sentic/profil/spieler/632355;30;Karlo Sentic;SuperSport HNL;Hajduk Split;https://img.a.transfermarkt.technology/portrait/header/632355-1662876100.jpg?lm=1;1.Liga;550 Tsd. €Letzte Änderung: 08.11.2022;Tsd. €;Letzte Änderung: 08.11.2022;550 Tsd. €;08.11.2022;21;1,93 m;Kroatien;Torwart;rechts;LSA;;01.07.2021;30.06.2026;Kroatien U21;;;1;0;41;42;0;;;0;22;3;16;1,88;-;;-;2;-;-;-;-;;;1.276'
Kroatien;20230515231207;https://www.transfermarkt.ch/ivan-lucic/profil/spieler/164145;13;Ivan Lucic;SuperSport HNL;Hajduk Split;https://img.a.transfermarkt.technology/portrait/header/164145-1674833327.jpg?lm=1;1.Liga;400 Tsd. €Letzte Änderung: 08.11.2022;Tsd. €;Letzte Änderung: 08.11.2022;1,00 Mio. €;16.12.2019;28;1,94 m;Österreich;Torwart;rechts;Germania ...;;18.01.2023;31.05.2024;;;Österreich U21;1;0;36;36;0;;http://www.instagram.com/ilucenzo/;0;10;7;11;1,91;-;;-;-;-;1;-;-;;;990'
Kroatien;20230515231233;https://www.transfermarkt.ch/danijel-subasic/profil/spieler/27941;1;Danijel Subasic;SuperSport HNL;Hajduk Split;https://img.a.transfermarkt.technology/portrait/header/27941-1662876077.jpg?lm=1;1.Liga;50 Tsd. €Letzte Änderung: 08.11.2022;Tsd. €;Letzte Änderung: 08.11.2022;6,00 Mio. €;06.06.2015;38;1,91 m;Kroatien;Torwart;rechts;TTMA;;22.09.2021;31.05.2023;;;Kroatien;44;0;0;0;0;;http://www.instagram.com/danijel.subasic/;0;-;-;-;-;-;;-;-;-;1;-;-;;;-
Kroatien;20230515231251;https://www.transfermarkt.ch/chidozie-awaziem/profil/spieler/358143;25;Chidozie Awaziem;SuperSport HNL;Hajduk Split;https://img.a.transfermarkt.technology/portrait/header/358143-1662876407.jpg?lm=1;1.Liga;5,00 Mio. €Letzte Änderung: 08.11.2022;Mio. €;Letzte Änderung: 08.11.2022;6,00 Mio. €;20.03.2018;26;1,89 m;Nigeria;Innenverteidiger;rechts;10Management;;02.08.2022;30.06.2023;;Nigeria;;28;1;72;74;;11;http://www.instagram.com/c.awaziem12/;0;;;26;1,88;5;1;-;3;-;8;-;-;-;429';2.144'
Kroatien;20230515231309;https://www.transfermarkt.ch/ferro/profil/spieler/294321;4;Ferro;SuperSport HNL;Hajduk Split;https://img.a.transfermarkt.technology/portrait/header/294321-1676842363.jpg?lm=1;1.Liga;2,50 Mio. €Letzte Änderung: 11.11.2022;Mio. €;Letzte Änderung: 11.11.2022;18,00 Mio. €;30.12.2019;26;1,91 m;Portugal;Innenverteidiger;rechts;Wasserman;;15.02.2023;31.05.2026;;;Portugal;0;0;62;55;;0;http://www.instagram.com/fferro_97/;0;;;8;2,00;-;-;-;-;3;1;-;-;-;-;642'
Kroatien;20230515231337;https://www.transfermarkt.ch/toni-borevkovic/profil/spieler/396342;5;Toni Borevkovic;SuperSport HNL;Hajduk Split;https://img.a.transfermarkt.technology/portrait/header/396342-1662876398.jpg?lm=1;1.Liga;2,00 Mio. €Letzte Änderung: 08.11.2022;Mio. €;Letzte Änderung: 08.11.2022;3,50 Mio. €;28.01.2021;25;1,93 m;Kroatien;Innenverteidiger;rechts;Marjan Sisic;;01.07.2022;15.06.2023;;;Kroatien U21;3;0;35;35;;0;http://www.instagram.com/toniborevkovic/;0;;;14;1,86;-;-;-;2;-;2;-;1;-;-;1.083'
Kroatien;20230515231358;https://www.transfermarkt.ch/josip-elez/profil/spieler/179895;19;Josip Elez;SuperSport HNL;Hajduk Split;https://img.a.transfermarkt.technology/portrait/header/179895-1662876388.jpg?lm=1;1.Liga;1,10 Mio. €Letzte Änderung: 08.11.2022;Mio. €;Letzte Änderung: 08.11.2022;4,00 Mio. €;18.12.2018;29;1,89 m;Kroatien;Innenverteidiger;rechts;Germania ...;;01.07.2021;31.05.2025;;;Kroatien U21;2;0;26;26;;5;http://instagram.com/josipelez16;0;;;11;2,18;-;3;-;2;2;1;-;-;-;-;796'
Kroatien;20230515231415;https://www.transfermarkt.ch/stefan-simic/profil/spieler/198613;8;Stefan Simic;SuperSport HNL;Hajduk Split;https://img.a.transfermarkt.technology/portrait/header/198613-1662876689.jpg?lm=1;1.Liga;500 Tsd. €Letzte Änderung: 08.11.2022;Tsd. €;Letzte Änderung: 08.11.2022;1,00 Mio. €;27.12.2019;28;1,89 m;Tschechien;Innenverteidiger;rechts;;Nike;01.07.2019;30.06.2023;;;Tschechien;2;0;32;32;;0;;0;;;14;1,93;-;-;-;3;4;2;-;-;-;-;985'
Kroatien;20230515231434;https://www.transfermarkt.ch/dominik-prpic/profil/spieler/921533;3;Dominik Prpic;SuperSport HNL;Hajduk Split;https://img.a.transfermarkt.technology/portrait/header/921533-1662876672.jpg?lm=1;1.Liga;50 Tsd. €Letzte Änderung: 08.11.2022;Tsd. €;Letzte Änderung: 08.11.2022;50 Tsd. €;08.11.2022;18;1,88 m;Kroatien;Innenverteidiger;links;IDUB GLOBAL;;01.07.2022;31.05.2025;Kroatien U19;;;5;1;12;12;;0;;0;;;5;2,00;-;-;-;1;-;2;-;-;-;-;364'
Kroatien;20230515231451;https://www.transfermarkt.ch/luka-vuskovic/profil/spieler/892160;44;Luka Vuskovic;SuperSport HNL;Hajduk Split;https://img.a.transfermarkt.technology/portrait/header/892160-1682418340.jpg?lm=1;1.Liga;;;;;;16;1,93 m;Kroatien;Innenverteidiger;rechts;;;24.02.2023;18.01.2026;Kroatien U17;;;5;1;50;47;;0;http://instagram.com/lukavuskovic;0;;;6;1,50;-;-;-;-;1;1;-;-;-;-;512'
Kroatien;20230515231520;https://www.transfermarkt.ch/dario-melnjak/profil/spieler/238500;17;Dario Melnjak;SuperSport HNL;Hajduk Split;https://img.a.transfermarkt.technology/portrait/header/238500-1662876663.jpg?lm=1;1.Liga;2,50 Mio. €Letzte Änderung: 08.11.2022;Mio. €;Letzte Änderung: 08.11.2022;2,70 Mio. €;03.01.2020;30;1,80 m;Kroatien;Linker Verteidiger;links;Love Players;;23.09.2021;31.05.2024;;;Kroatien;8;0;94;95;;18;http://www.instagram.com/d_melnjak/;0;;;33;1,88;4;7;-;1;1;-;-;-;-;726';2.904'
Kroatien;20230515231538;https://www.transfermarkt.ch/elvis-letaj/profil/spieler/717882;33;Elvis Letaj;SuperSport HNL;Hajduk Split;https://img.a.transfermarkt.technology/portrait/header/717882-1676842478.jpg?lm=1;1.Liga;250 Tsd. €Letzte Änderung: 15.12.2022;Tsd. €;Letzte Änderung: 15.12.2022;250 Tsd. €;15.12.2022;19;1,77 m;Kosovo;Linker Verteidiger;links;;;01.07.2022;31.05.2025;;Kosovo U21;;0;0;0;2;;0;;0;;;2;3,00;-;-;-;2;-;1;-;-;-;-;35'
Kroatien;20230515231601;https://www.transfermarkt.ch/dino-mikanovic/profil/spieler/229625;24;Dino Mikanovic;SuperSport HNL;Hajduk Split;https://img.a.transfermarkt.technology/portrait/header/229625-1662877079.jpg?lm=1;1.Liga;1,20 Mio. €Letzte Änderung: 08.11.2022;Mio. €;Letzte Änderung: 08.11.2022;2,00 Mio. €;11.12.2020;29;1,74 m;Kroatien;Rechter Verteidiger;rechts;IDUB GLOBAL;;28.01.2022;31.05.2024;;;Kroatien U21;13;0;41;47;;3;http://www.instagram.com/mikanovic2/;0;;;24;1,96;1;1;-;10;5;7;-;-;-;1.443';1.443'
Kroatien;20230515231616;https://www.transfermarkt.ch/gerg%C5%91-lovrencsics/profil/spieler/110746;26;Gergő Lovrencsics;SuperSport HNL;Hajduk Split;https://img.a.transfermarkt.technology/portrait/header/110746-1662877026.jpg?lm=1;1.Liga;250 Tsd. €Letzte Änderung: 08.11.2022;Tsd. €;Letzte Änderung: 08.11.2022;1,50 Mio. €;21.07.2014;34;1,77 m;Ungarn;Rechter Verteidiger;rechts;Michael R. Nagy ...;adidas;05.07.2021;30.06.2023;;;Ungarn;44;1;32;27;;2;http://www.instagram.com/lovrencsicsgergo_official;0;;;18;1,83;-;1;-;7;11;4;-;-;-;-;817'
Kroatien;20230515231630;https://www.transfermarkt.ch/tvrtko-buljan/profil/spieler/927595;;Tvrtko Buljan;SuperSport HNL;Hajduk Split;;1.Liga;50 Tsd. €Letzte Änderung: 30.12.2022;Tsd. €;Letzte Änderung: 30.12.2022;100 Tsd. €;14.06.2022;21;1,85 m;Kroatien;Rechter Verteidiger;;GreenField;;01.07.2021;30.06.2023;;;;;;;;;;;0;;;;;;;;;;;;;;;
Kroatien;20230515231656;https://www.transfermarkt.ch/lukas-grgic/profil/spieler/224871;14;Lukas Grgic;SuperSport HNL;Hajduk Split;https://img.a.transfermarkt.technology/portrait/header/224871-1662876895.jpg?lm=1;1.Liga;1,50 Mio. €Letzte Änderung: 08.11.2022;Mio. €;Letzte Änderung: 08.11.2022;1,50 Mio. €;06.06.2022;27;1,83 m;Österreich;Defensives Mittelfeld;links;Germania ...;;18.01.2022;31.05.2026;;;Österreich U20;0;0;50;49;;5;;0;;;26;1,65;1;2;-;9;13;4;-;-;-;1.507';1.507'
Kroatien;20230515231716;https://www.transfermarkt.ch/marco-fossati/profil/spieler/110931;6;Marco Fossati;SuperSport HNL;Hajduk Split;https://img.a.transfermarkt.technology/portrait/header/110931-1662876878.jpg?lm=1;1.Liga;1,00 Mio. €Letzte Änderung: 08.11.2022;Mio. €;Letzte Änderung: 08.11.2022;2,60 Mio. €;19.12.2016;30;1,80 m;Italien;Defensives Mittelfeld;rechts;Goodjohn Srl;;31.08.2021;31.05.2023;;;Italien U21;5;0;53;48;;2;http://www.instagram.com/marcoeziofossati/;0;;;25;1,72;-;1;-;7;12;5;-;-;-;-;1.469'
Kroatien;20230515231733;https://www.transfermarkt.ch/ivan-calusic/profil/spieler/641060;;Ivan Calusic;SuperSport HNL;Hajduk Split;https://img.a.transfermarkt.technology/portrait/header/641060-1628963064.jpg?lm=1;1.Liga;350 Tsd. €Letzte Änderung: 08.11.2022;Tsd. €;Letzte Änderung: 08.11.2022;350 Tsd. €;26.06.2022;23;1,87 m;Kroatien;Defensives Mittelfeld;rechts;Germania ...;;01.07.2021;31.05.2025;;;;;;;;;;;1;;;;;;;;;;;;;;;
Kroatien;20230515231754;https://www.transfermarkt.ch/marko-capan/profil/spieler/921512;34;Marko Capan;SuperSport HNL;Hajduk Split;https://img.a.transfermarkt.technology/portrait/header/921512-1645700031.JPG?lm=1;1.Liga;;;;;;19;1,80 m;Kroatien;Defensives Mittelfeld;links;MSports PRO;;02.01.2023;31.05.2026;;Kroatien U19;;3;0;18;12;;7;;0;;;4;2,25;-;2;-;1;3;-;-;-;-;-;188'
Kroatien;20230515231824;https://www.transfermarkt.ch/rokas-pukstas/profil/spieler/887816;21;Rokas Pukstas;SuperSport HNL;Hajduk Split;https://img.a.transfermarkt.technology/portrait/header/887816-1662878472.jpg?lm=1;1.Liga;1,00 Mio. €Letzte Änderung: 30.12.2022;Mio. €;Letzte Änderung: 30.12.2022;1,00 Mio. €;30.12.2022;18;1,81 m;Vereinigte Staaten;Zentrales Mittelfeld;rechts;Henry Codron;;01.07.2022;31.01.2025;;USA U20;;12;1;41;42;;11;;0;;;20;1,95;4;3;-;6;3;2;-;-;-;323';1.292'
Kroatien;20230515231847;https://www.transfermarkt.ch/filip-krovinovic/profil/spieler/261988;23;Filip Krovinovic;SuperSport HNL;Hajduk Split;https://img.a.transfermarkt.technology/portrait/header/261988-1662877804.jpg?lm=1;1.Liga;5,00 Mio. €Letzte Änderung: 08.11.2022;Mio. €;Letzte Änderung: 08.11.2022;7,00 Mio. €;07.02.2018;27;1,75 m;Kroatien;Offensives Mittelfeld;rechts;Marjan Sisic;;20.07.2021;31.05.2024;;;Kroatien U21;11;1;94;94;;7;http://www.instagram.com/filipkrovinovic/;0;;;33;1,97;1;3;-;1;11;3;-;-;-;2.888';2.888'
Kroatien;20230515231901;https://www.transfermarkt.ch/yassine-benrahou/profil/spieler/344599;11;Yassine Benrahou;SuperSport HNL;Hajduk Split;https://img.a.transfermarkt.technology/portrait/header/344599-1674834165.jpg?lm=1;1.Liga;2,20 Mio. €Letzte Änderung: 28.10.2022;Mio. €;Letzte Änderung: 28.10.2022;4,00 Mio. €;03.08.2020;24;1,72 m;Marokko;Offensives Mittelfeld;links;2SAgency;;26.01.2023;31.05.2026;;;Marokko U20;0;0;56;64;;27;http://www.instagram.com/ybenrahou10/;0;;;15;1,73;3;4;-;6;4;3;-;-;-;307';921'
