league_country,scraping_time,link,no,name,league,club,age,height,nationality,position,foot,consultancy,supplier,club_since,contract_until,international,former_international,international_games,international_goals,market_value,market_value_currency,market_value_latest_correction,highest_market_value,highest_market_value_date,starting_eleven_quote,minutes_quote,penalty_saves_quote,goal_participation_quote,instagram,injury,goals_conceded,clean_sheets,games,points_per_game,goals,assists,own_goals,ins,outs,yellow_cards,yellow_red_cards,red_cards,penalty_goals,minutes_per_goal,minutes
Polen,20230421104815,https://www.transfermarkt.ch/alex-sobczyk/profil/spieler/287191,34,Alex Sobczyk,Ekstraklasa,Piast Gliwice,1.Liga,25,"1,87 m",Österreich,Mittelstürmer,rechts,Familienangehörige,,09.02.2023,30.06.2023,,Österreich U19,3,0,400 Tsd. €Letzte Änderung: 10.01.2023,Tsd. €,Letzte Änderung: 10.01.2023,500 Tsd. €,21.05.2021,0,5,,0,,,,,7,"2,29",-,-,-,7,-,-,-,-,-,-,38'
Polen,20230421104831,https://www.transfermarkt.ch/gabriel-kirejczyk/profil/spieler/910764,27,Gabriel Kirejczyk,Ekstraklasa,Piast Gliwice,1.Liga,20,"1,97 m",Polen,Mittelstürmer,,MVP United,,20.07.2021,30.06.2024,Polen U20,,1,0,100 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,100 Tsd. €,16.11.2022,7,10,,7,,,,,7,"1,43",-,2,-,5,2,-,-,-,-,-,261'
Polen,20230421104848,https://www.transfermarkt.ch/rafal-leszczynski/profil/spieler/120970,12,Rafal Leszczynski,Ekstraklasa,Slask Wroclaw,1.Liga,30,"1,87 m",Polen,Torwart,rechts,Profus Management,,01.07.2022,30.06.2024,,Polen,1,0,400 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,400 Tsd. €,16.11.2022,61,59,33,,,,22,3,17,"1,06",-,,-,-,1,1,-,-,,,1.496'
Polen,20230421104903,https://www.transfermarkt.ch/michal-szromnik/profil/spieler/181135,1,Michal Szromnik,Ekstraklasa,Slask Wroclaw,1.Liga,30,"1,90 m",Polen,Torwart,links,,,01.08.2020,30.06.2024,,Polen U21,2,0,300 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,500 Tsd. €,15.10.2021,39,39,100,,,,15,3,11,"1,18",-,,-,-,-,1,-,-,,,990'
Polen,20230421104922,https://www.transfermarkt.ch/maksymilian-boruc/profil/spieler/527248,12,Maksymilian Boruc,Ekstraklasa,Slask Wroclaw,1.Liga,20,"1,95 m",Polen,Torwart,rechts,World in Motion,,01.07.2021,30.06.2025,,,,,50 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,100 Tsd. €,15.10.2021,,,,,,,,,,,,,,,,,,,,,
Polen,20230421104943,https://www.transfermarkt.ch/jozef-burta/profil/spieler/393891,30,Jozef Burta,Ekstraklasa,Slask Wroclaw,1.Liga,23,"1,95 m",Polen,Torwart,,SFP,,02.07.2021,30.06.2023,,,,,25 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,25 Tsd. €,14.06.2022,,,,,,,,,,,,,,,,,,,,,
Polen,20230421105006,https://www.transfermarkt.ch/oskar-mielcarz/profil/spieler/866431,38,Oskar Mielcarz,Ekstraklasa,Slask Wroclaw,1.Liga,19,"1,98 m",Polen,Torwart,,Fabryka Futbolu,,13.07.2022,30.06.2024,,,,,25 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,25 Tsd. €,29.09.2022,0,0,0,,,,-,-,-,-,-,,-,-,-,-,-,-,,,-
Polen,20230421105030,https://www.transfermarkt.ch/konrad-poprawa/profil/spieler/385052,34,Konrad Poprawa,Ekstraklasa,Slask Wroclaw,1.Liga,24,"1,85 m",Polen,Innenverteidiger,rechts,MVP United,,12.07.2017,30.06.2025,,Polen U21,0,0,500 Tsd. €Letzte Änderung: 30.03.2023,Tsd. €,Letzte Änderung: 30.03.2023,650 Tsd. €,16.11.2022,93,93,,4,,,,,26,"1,15",-,1,-,-,-,3,1,-,-,-,2.340'
Polen,20230421105044,https://www.transfermarkt.ch/daniel-leo-gretarsson/profil/spieler/200747,6,Daníel Leó Grétarsson,Ekstraklasa,Slask Wroclaw,1.Liga,27,"1,85 m",Island,Innenverteidiger,links,CAA Stellar,,27.01.2022,30.06.2025,Island,,13,0,450 Tsd. €Letzte Änderung: 29.09.2022,Tsd. €,Letzte Änderung: 29.09.2022,450 Tsd. €,29.09.2022,71,70,,12,,,,,23,"1,17",1,2,-,3,1,2,-,-,-,1.772',1.772'
Polen,20230421105058,https://www.transfermarkt.ch/diogo-verdasca/profil/spieler/225162,2,Diogo Verdasca,Ekstraklasa,Slask Wroclaw,1.Liga,26,"1,85 m",Portugal,Innenverteidiger,rechts,Wasserman,,01.07.2021,30.06.2024,,Portugal U20,6,1,250 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,700 Tsd. €,30.05.2018,64,60,,4,http://www.instagram.com/diogoverdasca/,,,,18,"1,00",-,1,-,-,5,9,1,-,-,-,1.520'
Polen,20230421105115,https://www.transfermarkt.ch/yegor-matsenko/profil/spieler/699118,36,Yegor Matsenko,Ekstraklasa,Slask Wroclaw,1.Liga,21,"1,88 m",Ukraine,Innenverteidiger,rechts,Promoesport,,12.07.2022,31.12.2024,,,,,25 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,25 Tsd. €,13.07.2022,,,,,,Rotsperre - eWinner 2 liga,,,,,,,,,,,,,,,
Polen,20230421105134,https://www.transfermarkt.ch/mateusz-stawny/profil/spieler/709502,40,Mateusz Stawny,Ekstraklasa,Slask Wroclaw,1.Liga,19,"1,85 m",Polen,Innenverteidiger,,MVP United,,18.10.2022,30.06.2024,Polen U20,,1,0,25 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,25 Tsd. €,16.11.2022,7,8,,0,,,,,,,,,,,,,,,,,
Polen,20230421105153,https://www.transfermarkt.ch/olivier-wypart/profil/spieler/605745,41,Olivier Wypart,Ekstraklasa,Slask Wroclaw,1.Liga,22,"1,82 m",Polen,Innenverteidiger,links,BMG-SPORT,,17.12.2020,30.06.2024,,Polen U20,0,0,25 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,25 Tsd. €,15.10.2021,0,0,,0,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-
Polen,20230421105206,https://www.transfermarkt.ch/matias-nahuel/profil/spieler/263843,15,Matías Nahuel,Ekstraklasa,Slask Wroclaw,1.Liga,26,"1,72 m",Spanien,Defensives Mittelfeld,rechts,Promoesport,Nike,10.07.2022,30.06.2024,,Spanien U21,2,0,600 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,"4,00 Mio. €",22.11.2015,54,59,,8,http://www.instagram.com/nahuelleiva9/,,,,24,"1,17",1,1,-,9,10,2,-,-,-,1.486',1.486'
Polen,20230421105222,https://www.transfermarkt.ch/michal-rzuchowski/profil/spieler/237356,28,Michal Rzuchowski,Ekstraklasa,Slask Wroclaw,1.Liga,29,"1,76 m",Polen,Defensives Mittelfeld,rechts,ohne Berater,,01.07.2022,30.06.2024,,Polen U21,0,0,250 Tsd. €Letzte Änderung: 30.03.2023,Tsd. €,Letzte Änderung: 30.03.2023,300 Tsd. €,24.06.2022,18,22,,0,,,,,13,"0,85",-,-,-,8,2,-,-,-,-,-,555'
Polen,20230421105238,https://www.transfermarkt.ch/adrian-bukowski/profil/spieler/577597,20,Adrian Bukowski,Ekstraklasa,Slask Wroclaw,1.Liga,20,"1,88 m",Polen,Defensives Mittelfeld,,BMG-SPORT,,01.01.2021,30.06.2026,Polen U20,,0,0,200 Tsd. €Letzte Änderung: 30.03.2023,Tsd. €,Letzte Änderung: 30.03.2023,200 Tsd. €,30.03.2023,21,17,,0,,,,,7,"1,57",-,-,-,1,5,-,-,-,-,-,437'
Polen,20230421105250,https://www.transfermarkt.ch/szymon-michalski/profil/spieler/828895,37,Szymon Michalski,Ekstraklasa,Slask Wroclaw,1.Liga,19,"1,92 m",Polen,Defensives Mittelfeld,rechts,11-Football Players,Nike,02.02.2022,30.06.2024,Polen U19,,2,1,200 Tsd. €Letzte Änderung: 30.03.2023,Tsd. €,Letzte Änderung: 30.03.2023,200 Tsd. €,30.03.2023,,,,,,,,,,,,,,,,,,,,,
Polen,20230421105302,https://www.transfermarkt.ch/filip-gryglak/profil/spieler/795548,31,Filip Gryglak,Ekstraklasa,Slask Wroclaw,1.Liga,18,"1,80 m",Polen,Defensives Mittelfeld,rechts,,,17.12.2021,-,,,,,25 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,25 Tsd. €,31.12.2021,,,,,,,,,,,,,,,,,,,,,
Polen,20230421105324,https://www.transfermarkt.ch/patrick-olsen/profil/spieler/135217,8,Patrick Olsen,Ekstraklasa,Slask Wroclaw,1.Liga,28,"1,78 m",Dänemark,Zentrales Mittelfeld,rechts,Score_,Mizuno,15.02.2022,30.06.2025,,Dänemark U21,3,0,900 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,"1,50 Mio. €",23.12.2020,93,91,,12,http://www.instagram.com/patrickolsen94/,,,,26,"1,19",3,-,-,-,2,11,-,-,1,767',2.300'
Polen,20230421105336,https://www.transfermarkt.ch/petr-schwarz/profil/spieler/208591,17,Petr Schwarz,Ekstraklasa,Slask Wroclaw,1.Liga,31,"1,74 m",Tschechien,Zentrales Mittelfeld,rechts,ohne Berater,,01.07.2021,30.06.2023,Tschechien,,2,0,450 Tsd. €Letzte Änderung: 30.03.2023,Tsd. €,Letzte Änderung: 30.03.2023,"1,50 Mio. €",21.05.2021,61,62,,12,,,,,20,"0,95",2,1,-,3,4,3,-,-,-,781',1.561'
Polen,20230421105350,https://www.transfermarkt.ch/hubert-muszynski/profil/spieler/567588,,Hubert Muszynski,Ekstraklasa,Slask Wroclaw,1.Liga,27,"1,83 m",Polen,Zentrales Mittelfeld,,,,29.03.2023,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polen,20230421105426,https://www.transfermarkt.ch/lukasz-bejger/profil/spieler/554969,4,Lukasz Bejger,Ekstraklasa,Slask Wroclaw,1.Liga,21,"1,90 m",Polen,Rechtes Mittelfeld,rechts,BMG-SPORT,,23.01.2021,30.06.2025,Polen U20,,1,0,500 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,"1,00 Mio. €",31.12.2021,54,49,,15,http://www.instagram.com/lukaszbejger/,,,,15,"1,13",2,2,-,-,5,1,-,1,-,613',1.226'
Polen,20230421105435,https://www.transfermarkt.ch/patryk-janasik/profil/spieler/397854,19,Patryk Janasik,Ekstraklasa,Slask Wroclaw,1.Liga,25,"1,78 m",Polen,Rechtes Mittelfeld,rechts,SOLSPORT,,01.08.2020,30.06.2024,,,,,300 Tsd. €Letzte Änderung: 30.03.2023,Tsd. €,Letzte Änderung: 30.03.2023,600 Tsd. €,31.12.2021,50,56,,0,,,,,18,"0,94",-,-,1,4,-,3,-,-,-,-,1.397'
Polen,20230421105455,https://www.transfermarkt.ch/martin-konczkowski/profil/spieler/258799,27,Martin Konczkowski,Ekstraklasa,Slask Wroclaw,1.Liga,29,"1,81 m",Polen,Rechtes Mittelfeld,rechts,box2box Football Agency,,01.07.2022,30.06.2024,,Polen U21,0,0,300 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,850 Tsd. €,14.06.2022,54,55,,8,,,,,18,"1,28",-,2,-,3,3,3,-,-,-,-,1.397'
Polen,20230421105512,https://www.transfermarkt.ch/lukasz-gerstenstein/profil/spieler/826215,32,Lukasz Gerstenstein,Ekstraklasa,Slask Wroclaw,1.Liga,18,"1,75 m",Polen,Rechtes Mittelfeld,rechts,11-Football Players,,24.02.2023,30.06.2024,Polen U19,,1,0,,,,,,0,0,,0,,,,,,,,,,,,,,,,,
Polen,20230421105536,https://www.transfermarkt.ch/victor-garcia/profil/spieler/281588,23,Víctor García,Ekstraklasa,Slask Wroclaw,1.Liga,28,"1,80 m",Spanien,Linkes Mittelfeld,links,Phsport,,01.07.2021,30.06.2024,,,,,550 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,550 Tsd. €,16.11.2022,75,73,,15,,,,,24,"1,17",-,4,-,3,4,2,1,-,-,-,1.850'
Polen,20230421105556,https://www.transfermarkt.ch/karol-borys/profil/spieler/890272,18,Karol Borys,Ekstraklasa,Slask Wroclaw,1.Liga,16,"1,74 m",Polen,Offensives Mittelfeld,links,,,20.05.2022,30.06.2023,Polen U17,,11,0,500 Tsd. €Letzte Änderung: 30.03.2023,Tsd. €,Letzte Änderung: 30.03.2023,500 Tsd. €,30.03.2023,7,7,,0,,,,,6,"1,17",-,-,-,4,2,-,-,-,-,-,178'
Polen,20230421105614,https://www.transfermarkt.ch/adrian-lyszczarz/profil/spieler/384791,33,Adrian Lyszczarz,Ekstraklasa,Slask Wroclaw,1.Liga,23,"1,78 m",Polen,Offensives Mittelfeld,rechts,MVP United,,08.02.2017,30.06.2023,,Polen U20,9,2,300 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,450 Tsd. €,29.06.2019,14,15,,4,,,,,12,"0,67",1,-,-,8,3,-,-,-,-,366',366'
Polen,20230421105627,https://www.transfermarkt.ch/piotr-samiec-talar/profil/spieler/598448,24,Piotr Samiec-Talar,Ekstraklasa,Slask Wroclaw,1.Liga,21,"1,81 m",Polen,Offensives Mittelfeld,links,BMG-SPORT,,18.07.2018,30.06.2024,,Polen U18,1,0,250 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,250 Tsd. €,16.11.2022,29,22,,8,,,,,14,"1,21",1,1,-,6,8,2,-,-,-,565',565'
Polen,20230421105642,https://www.transfermarkt.ch/marcel-zylla/profil/spieler/336330,25,Marcel Zylla,Ekstraklasa,Slask Wroclaw,1.Liga,23,"1,78 m",Polen,Offensives Mittelfeld,rechts,,,08.09.2020,30.06.2024,,Polen U20,10,2,100 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,400 Tsd. €,21.05.2021,,,,,,,,,,,,,,,,,,,,,
Polen,20230421105700,https://www.transfermarkt.ch/przemyslaw-bargiel/profil/spieler/345460,27,Przemyslaw Bargiel,Ekstraklasa,Slask Wroclaw,1.Liga,23,"1,79 m",Polen,Offensives Mittelfeld,rechts,Fabryka Futbolu,,02.09.2019,30.06.2024,,Polen U19,4,1,50 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,300 Tsd. €,21.01.2017,,,,,,,,,,,,,,,,,,,,,
Polen,20230421105713,https://www.transfermarkt.ch/john-yeboah/profil/spieler/439914,7,John Yeboah,Ekstraklasa,Slask Wroclaw,1.Liga,22,"1,70 m",Deutschland,Linksaußen,links,Dirk Hebel,Nike,01.07.2022,30.06.2025,,Deutschland U20,3,2,"1,00 Mio. €Letzte Änderung: 30.03.2023",Mio. €,Letzte Änderung: 30.03.2023,"1,00 Mio. €",30.03.2023,75,76,,27,http://www.instagram.com/john_yeboahjr/,,,,26,"1,04",6,1,-,5,15,4,-,-,1,319',1.913'
Polen,20230421105726,https://www.transfermarkt.ch/dennis-jastrzembski/profil/spieler/358870,11,Dennis Jastrzembski,Ekstraklasa,Slask Wroclaw,1.Liga,23,"1,80 m",Deutschland,Linksaußen,links,SEG,Nike,25.01.2022,30.06.2025,,Polen U21,1,0,400 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,"1,00 Mio. €",22.12.2021,36,35,,4,http://www.instagram.com/dennisjastrzembski/,,,,23,"0,96",1,-,-,13,9,2,-,-,-,884',884'
Polen,20230421105737,https://www.transfermarkt.ch/erik-exposito/profil/spieler/483461,9,Erik Expósito,Ekstraklasa,Slask Wroclaw,1.Liga,26,"1,90 m",Spanien,Mittelstürmer,links,Promoesport,,01.07.2019,30.06.2024,,,,,"1,00 Mio. €Letzte Änderung: 16.11.2022",Mio. €,Letzte Änderung: 16.11.2022,"2,00 Mio. €",31.12.2021,79,78,,27,,,,,25,"1,08",6,1,-,3,7,4,-,-,1,326',1.955'
Polen,20230421105758,https://www.transfermarkt.ch/patryk-szwedzik/profil/spieler/693310,21,Patryk Szwedzik,Ekstraklasa,Slask Wroclaw,1.Liga,21,"1,85 m",Polen,Mittelstürmer,,Polish Sports Group,,11.02.2023,30.06.2025,,Polen U20,1,1,300 Tsd. €Letzte Änderung: 18.11.2022,Tsd. €,Letzte Änderung: 18.11.2022,300 Tsd. €,18.11.2022,0,9,,0,,,,,5,"0,40",-,-,-,5,-,-,-,-,-,-,71'
Polen,20230421105815,https://www.transfermarkt.ch/caye-quintana/profil/spieler/238471,10,Caye Quintana,Ekstraklasa,Slask Wroclaw,1.Liga,29,"1,80 m",Spanien,Mittelstürmer,rechts,,,10.07.2021,30.06.2024,,,,,150 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,500 Tsd. €,08.01.2021,39,35,,0,http://www.instagram.com/cayequintana/,,,,18,"1,00",-,-,-,7,11,2,-,-,-,-,870'
Polen,20230421105834,https://www.transfermarkt.ch/jakub-lutostanski/profil/spieler/819692,31,Jakub Lutostanski,Ekstraklasa,Slask Wroclaw,1.Liga,18,"1,82 m",Polen,Mittelstürmer,,Mariusz Kulesza,,01.07.2022,30.06.2025,,Polen U18,1,0,150 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,200 Tsd. €,07.04.2022,0,0,,0,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-
Polen,20230421105857,https://www.transfermarkt.ch/bartlomiej-gradecki/profil/spieler/520503,69,Bartlomiej Gradecki,Ekstraklasa,Wisla Plock,1.Liga,23,"1,94 m",Polen,Torwart,,SPLENDOUR.PL,,10.07.2017,30.06.2025,,,,,400 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,500 Tsd. €,29.09.2022,43,43,0,,,,12,3,12,"1,75",-,,1,-,-,3,-,-,,,1.080'
Polen,20230421105921,https://www.transfermarkt.ch/krzysztof-kaminski/profil/spieler/172874,1,Krzysztof Kaminski,Ekstraklasa,Wisla Plock,1.Liga,32,"1,91 m",Polen,Torwart,rechts,MVP United,,06.02.2020,30.06.2024,,Polen U21,1,0,350 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,950 Tsd. €,05.01.2019,57,57,20,,,,24,3,16,"0,94",-,,-,-,-,-,-,-,,,1.440'
Polen,20230421105935,https://www.transfermarkt.ch/oskar-klon/profil/spieler/945954,12,Oskar Klon,Ekstraklasa,Wisla Plock,1.Liga,18,"1,89 m",Polen,Torwart,,INNfootball,,-,30.06.2023,Polen U18,,0,0,25 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,25 Tsd. €,29.09.2022,,,,,,,,,,,,,,,,,,,,,
Polen,20230421105951,https://www.transfermarkt.ch/kamil-zapytowski/profil/spieler/1037093,87,Kamil Zapytowski,Ekstraklasa,Wisla Plock,1.Liga,19,"1,89 m",Polen,Torwart,,FairSport,,-,30.06.2023,,,,,25 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,25 Tsd. €,29.09.2022,,,,,,,,,,,,,,,,,,,,,
Polen,20230421110014,https://www.transfermarkt.ch/oskar-lodzinski/profil/spieler/1032290,93,Oskar Lodzinski,Ekstraklasa,Wisla Plock,1.Liga,18,"1,91 m",Polen,Torwart,,,,12.07.2022,30.06.2024,,,,,25 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,25 Tsd. €,13.07.2022,0,0,0,,,,-,-,-,-,-,,-,-,-,-,-,-,,,-
Polen,20230421110040,https://www.transfermarkt.ch/steve-kapuadi/profil/spieler/679709,3,Steve Kapuadi,Ekstraklasa,Wisla Plock,1.Liga,24,"1,96 m",Frankreich,Innenverteidiger,links,ohne Berater,,01.07.2022,31.12.2023,,,,,400 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,500 Tsd. €,29.09.2022,75,75,,0,,,,,21,"1,33",-,-,-,-,-,3,-,1,-,-,1.882'
Polen,20230421110105,https://www.transfermarkt.ch/adam-chrzanowski/profil/spieler/320898,4,Adam Chrzanowski,Ekstraklasa,Wisla Plock,1.Liga,24,"1,86 m",Polen,Innenverteidiger,links,Familienangehörige,,01.07.2022,30.06.2025,,Polen U20,6,0,350 Tsd. €Letzte Änderung: 30.03.2023,Tsd. €,Letzte Änderung: 30.03.2023,400 Tsd. €,29.06.2019,43,46,,0,,,,,15,"1,40",-,-,-,3,1,3,-,-,-,-,1.148'
Polen,20230421110132,https://www.transfermarkt.ch/jakub-szymanski/profil/spieler/798319,71,Jakub Szymanski,Ekstraklasa,Wisla Plock,1.Liga,20,"1,89 m",Polen,Innenverteidiger,rechts,Profus Management,,21.02.2023,30.06.2024,Polen U21,,1,0,300 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,400 Tsd. €,14.06.2022,14,14,,0,,,,,3,"1,33",-,-,-,-,-,1,-,-,-,-,270'
Polen,20230421110149,https://www.transfermarkt.ch/jakub-rzezniczak/profil/spieler/24576,25,Jakub Rzezniczak,Ekstraklasa,Wisla Plock,1.Liga,36,"1,83 m",Polen,Innenverteidiger,rechts,,Puma,01.07.2019,30.06.2023,,Polen,9,0,150 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,"1,60 Mio. €",17.03.2010,68,66,,0,http://www.instagram.com/jakubrzezniczak25/,,,,20,"1,10",-,-,1,1,1,3,-,1,-,-,1.671'
Polen,20230421110203,https://www.transfermarkt.ch/igor-drapinski/profil/spieler/704970,21,Igor Drapinski,Ekstraklasa,Wisla Plock,1.Liga,18,"1,86 m",Polen,Innenverteidiger,links,INNfootball,,02.07.2021,30.06.2024,Polen U19,,6,0,50 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,50 Tsd. €,16.11.2022,7,7,,0,,,,,5,"1,40",-,-,-,3,2,1,-,-,-,-,179'
Polen,20230421110217,https://www.transfermarkt.ch/wojciech-mazurowski/profil/spieler/563044,28,Wojciech Mazurowski,Ekstraklasa,Wisla Plock,1.Liga,25,"1,94 m",Polen,Innenverteidiger,rechts,Mariusz Kulesza,,16.02.2023,30.06.2023,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,
Polen,20230421110250,https://www.transfermarkt.ch/filip-lesniak/profil/spieler/186383,23,Filip Lesniak,Ekstraklasa,Wisla Plock,1.Liga,26,"1,76 m",Slowakei,Defensives Mittelfeld,links,UFMG,,01.08.2020,30.06.2024,,Slowakei U21,9,0,300 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,700 Tsd. €,02.06.2018,36,47,,3,,,,,23,"1,35",-,1,-,13,1,2,-,-,-,-,1.178'
Polen,20230421110304,https://www.transfermarkt.ch/gleb-kuchko/profil/spieler/981937,,Gleb Kuchko,Ekstraklasa,Wisla Plock,1.Liga,17,"1,80 m",Belarus,Defensives Mittelfeld,,,,31.03.2023,30.06.2025,,Belarus U17,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Polen,20230421110335,https://www.transfermarkt.ch/dominik-furman/profil/spieler/74687,8,Dominik Furman,Ekstraklasa,Wisla Plock,1.Liga,30,"1,83 m",Polen,Zentrales Mittelfeld,rechts,topgoal sports management,,06.07.2021,30.06.2024,,Polen,3,0,600 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,"2,75 Mio. €",07.08.2014,93,88,,8,,,,,27,"1,30",-,3,-,1,11,4,-,-,-,-,2.209'
Polen,20230421110351,https://www.transfermarkt.ch/martin-hasek/profil/spieler/299961,11,Martin Hasek,Ekstraklasa,Wisla Plock,1.Liga,27,"1,81 m",Tschechien,Zentrales Mittelfeld,links,Wasserman,,28.02.2023,30.06.2023,,Tschechien U21,6,2,450 Tsd. €Letzte Änderung: 15.11.2022,Tsd. €,Letzte Änderung: 15.11.2022,"1,80 Mio. €",07.12.2019,0,1,,0,,,,,1,"3,00",-,-,-,1,-,-,-,-,-,-,4'
Polen,20230421110408,https://www.transfermarkt.ch/kristian-vallo/profil/spieler/389621,15,Kristian Vallo,Ekstraklasa,Wisla Plock,1.Liga,24,"1,86 m",Slowakei,Rechtes Mittelfeld,rechts,IFManagement s.r.o,,01.07.2021,30.06.2024,Slowakei,,2,0,500 Tsd. €Letzte Änderung: 30.03.2023,Tsd. €,Letzte Änderung: 30.03.2023,"1,00 Mio. €",29.09.2022,61,51,,16,,,,,22,"1,14",2,4,-,5,15,1,-,-,-,643',1.285'
Polen,20230421110421,https://www.transfermarkt.ch/aleksander-pawlak/profil/spieler/725654,89,Aleksander Pawlak,Ekstraklasa,Wisla Plock,1.Liga,21,"1,78 m",Polen,Rechtes Mittelfeld,,FairSport,,19.07.2019,30.06.2025,,,,,500 Tsd. €Letzte Änderung: 30.03.2023,Tsd. €,Letzte Änderung: 30.03.2023,600 Tsd. €,29.09.2022,57,57,,3,,,,,21,"1,33",1,-,-,5,5,2,-,-,-,1.428',1.428'
Polen,20230421110443,https://www.transfermarkt.ch/martin-sulek/profil/spieler/365469,19,Martin Sulek,Ekstraklasa,Wisla Plock,1.Liga,25,"1,79 m",Slowakei,Rechtes Mittelfeld,rechts,IFManagement s.r.o,Nike,01.07.2022,31.12.2023,,Slowakei,2,0,350 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,450 Tsd. €,26.06.2021,39,42,,0,,,,,16,"1,00",-,-,-,5,4,1,-,-,-,-,1.059'
Polen,20230421110458,https://www.transfermarkt.ch/pawel-chrupalla/profil/spieler/739910,37,Pawel Chrupalla,Ekstraklasa,Wisla Plock,1.Liga,20,"1,84 m",Polen,Rechtes Mittelfeld,links,INNfootball,adidas,01.01.2023,31.12.2023,Polen U20,,2,0,150 Tsd. €Letzte Änderung: 09.12.2022,Tsd. €,Letzte Änderung: 09.12.2022,150 Tsd. €,09.12.2022,0,5,,0,,,,,2,"0,00",-,-,-,2,-,-,-,-,-,-,51'
Polen,20230421110510,https://www.transfermarkt.ch/piotr-tomasik/profil/spieler/84918,77,Piotr Tomasik,Ekstraklasa,Wisla Plock,1.Liga,35,"1,77 m",Polen,Linkes Mittelfeld,links,,,01.07.2019,30.06.2023,,,,,200 Tsd. €Letzte Änderung: 16.11.2022,Tsd. €,Letzte Änderung: 16.11.2022,450 Tsd. €,05.07.2017,64,65,,3,,,,,21,"1,29",-,1,-,3,3,6,-,-,-,-,1.626'
Polen,20230421110531,https://www.transfermarkt.ch/rafal-wolski/profil/spieler/176514,10,Rafal Wolski,Ekstraklasa,Wisla Plock,1.Liga,30,"1,80 m",Polen,Offensives Mittelfeld,rechts,ohne Berater,,06.03.2020,30.06.2025,,Polen,7,1,"1,00 Mio. €Letzte Änderung: 30.03.2023",Mio. €,Letzte Änderung: 30.03.2023,"4,00 Mio. €",09.08.2012,89,80,,38,,,,,25,"1,32",7,7,-,-,14,3,-,1,1,286',2.004'
