LeagueCountry;League;LeagueLevel;Club;No;Name;Value;ValueLastUpdate;HighestValue;HighestValueDate;ValueCurrency;Age;Height;Nationality;Foot;Position;Consultancy;Supplier;ClubSince;ContractUntil;Injury;International;FormerInternational;InternationalGames;InternationalGoals;StartingElevenQuote;MinutesQuote;TwPenaltySavesQuote;FsGoalParticipationQuote;Games;PointsPerGame;Goals;OwnGoals;Ins;Outs;YellowCards;YellowRedCards;RedCards;Minutes;TwGoalsConceded;TwCleanSheets;FsAssists;FsPenaltyGoals;FsMinutesPerGoal;Instagram;Source;ScrapingTime
Griechenland;Super League 2;2.Liga;Makedonikos;9.0;Alberto Simoni;125000.0;2023-02-27;125000.0;2023-02-27;€;26;182.0;Albanien;rechts;Mittelstürmer;Zafi Agent;;2022-08-09;2023-06-30;Gelbsperre - Super League 2bis 25.04.2023;;;;;79.0;72.0;;24.0;17.0;1.24;4.0;0;2;11;4.0;1;0;1236;;;1.0;0;309;;https://www.transfermarkt.ch/alberto-simoni/profil/spieler/567479;20230422110535
Griechenland;;;AEP Kozanis;;Georgios Vasiltsis;;;10000.0;2021-06-28;;20;;Griechenland;;Mittelstürmer;;;2022-07-01;2023-06-30;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.transfermarkt.ch/georgios-vasiltsis/profil/spieler/689423;20230422110555
Griechenland;;;Golden Lion;;Evan Salines;;;25000.0;2021-06-28;;25;174.0;Martinique;links;Mittelfeld;;;2022-07-01;;;Martinique;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;https://www.transfermarkt.ch/evan-salines/profil/spieler/755163;20230422110644
Griechenland;;;AO Diavolitsiou;;Panagiotis Roumeliotis;;;;;;19;;Griechenland;;Sturm;;;2022-09-12;2023-06-30;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.transfermarkt.ch/panagiotis-roumeliotis/profil/spieler/737203;20230422110718
Griechenland;Super League 2;2.Liga;PS Kalamata;88.0;Dimitrios Tairis;200000.0;2023-02-27;300000.0;2015-06-07;€;33;184.0;Griechenland;rechts;Torwart;;;2020-08-31;2023-06-30;;;;;;89.0;89.0;20.0;;;;;;;;;;;;;;;;;;https://www.transfermarkt.ch/dimitrios-tairis/profil/spieler/125031;20230422110807
Kroatien;SuperSport HNL;1.Liga;Dinamo Zagreb;40.0;Dominik Livakovic;14000000.0;2022-12-23;15000000.0;2021-05-28;€;28;188.0;Kroatien;rechts;Torwart;CAA Stellar;;2015-08-31;2024-06-15;;Kroatien;;43.0;0.0;100.0;100.0;100.0;;29;2.28;0;0;0;0;1;0;0;2610;26;7;;;;http://www.instagram.com/dominiklivakovic40/;https://www.transfermarkt.ch/dominik-livakovic/profil/spieler/205927;20230422105457
Kroatien;SuperSport HNL;1.Liga;Dinamo Zagreb;33.0;Ivan Nevistic;1500000.0;2022-11-08;3000000.0;2020-12-28;€;24;195.0;Kroatien;rechts;Torwart;ohne Berater;Uhlsport;2021-01-28;2025-06-15;;;Kroatien U21;1.0;0.0;0.0;0.0;0.0;;0;;0;0;0;0;0;0;0;;0;0;;;;;https://www.transfermarkt.ch/ivan-nevistic/profil/spieler/293185;20230422105512
Kroatien;SuperSport HNL;1.Liga;Dinamo Zagreb;1.0;Danijel Zagorac;200000.0;2022-11-08;850000.0;2016-09-14;€;36;186.0;Kroatien;rechts;Torwart;MM Sports World;;2016-07-11;2026-06-30;;;;;;0.0;0.0;0.0;;0;;0;0;0;0;0;0;0;;0;0;;;;;https://www.transfermarkt.ch/danijel-zagorac/profil/spieler/131310;20230422105528
Kroatien;SuperSport HNL;1.Liga;Dinamo Zagreb;37.0;Josip Sutalo;18000000.0;2022-11-08;18000000.0;2022-11-08;€;23;188.0;Kroatien;rechts;Innenverteidiger;MN Sport;;2020-01-07;2028-06-15;;Kroatien;;6.0;0.0;66.0;63.0;;3.0;20;2.35;2;0;1;2;4;0;0;1646;;;0;0;823;;https://www.transfermarkt.ch/josip-sutalo/profil/spieler/371001;20230422105550
Kroatien;SuperSport HNL;1.Liga;Dinamo Zagreb;55.0;Dino Peric;5000000.0;2022-11-08;6000000.0;2019-12-27;€;28;197.0;Kroatien;links;Innenverteidiger;MG MEDIATOR TRANSFER;;2017-07-07;2026-06-15;;;Kroatien;2.0;0.0;66.0;65.0;;4.0;20;2.30;2;0;1;3;2;0;0;1707;;;1;0;854;;https://www.transfermarkt.ch/dino-peric/profil/spieler/240106;20230422105606
Kroatien;SuperSport HNL;1.Liga;Dinamo Zagreb;4.0;Bosko Sutalo;3000000.0;2022-11-08;3500000.0;2020-02-11;€;23;188.0;Kroatien;rechts;Innenverteidiger;PROSPORTM;;2022-07-01;2027-06-30;;;Kroatien U21;19.0;1.0;14.0;10.0;;1.0;4;2.50;1;0;0;2;0;0;0;274;;;0;0;274;http://www.instagram.com/bole_topp/;https://www.transfermarkt.ch/bosko-sutalo/profil/spieler/431698;20230422105623
Kroatien;SuperSport HNL;1.Liga;Dinamo Zagreb;39.0;Mauro Perkovic;2500000.0;2022-11-08;2500000.0;2022-11-08;€;20;185.0;Kroatien;links;Innenverteidiger;LSA;;2023-02-16;2023-06-15;;Kroatien U21;;2.0;0.0;69.0;70.0;;5.0;5;2.40;0;0;2;0;0;0;0;289;;;1;0;;;https://www.transfermarkt.ch/mauro-perkovic/profil/spieler/676266;20230422105639
Kroatien;SuperSport HNL;1.Liga;Dinamo Zagreb;28.0;Kévin Théophile-Catherine;1500000.0;2022-11-08;5000000.0;2013-01-07;€;33;183.0;Martinique;rechts;Innenverteidiger;;;2018-07-06;2023-06-30;;;Martinique;0.0;0.0;21.0;21.0;;1.0;6;1.67;0;0;0;0;0;0;0;540;;;1;0;;http://www.instagram.com/kevintheophilecofficial/;https://www.transfermarkt.ch/kevin-theophile-catherine/profil/spieler/60603;20230422105656
Kroatien;SuperSport HNL;1.Liga;Dinamo Zagreb;35.0;Jakov Gurlica;;;;;;19;;Kroatien;;Innenverteidiger;GreenField;;2023-01-02;2026-01-18;;;;;;0.0;1.0;;0.0;;;;;;;;;;;;;;;;;https://www.transfermarkt.ch/jakov-gurlica/profil/spieler/985061;20230422105712
Kroatien;SuperSport HNL;1.Liga;Dinamo Zagreb;14.0;Robert Ljubicic;3500000.0;2022-11-08;3500000.0;2022-11-08;€;23;178.0;Kroatien;links;Linker Verteidiger;Familienangehörige;;2022-07-01;2027-06-15;;;Österreich U21;1.0;0.0;76.0;75.0;;3.0;26;2.31;1;0;4;3;5;0;0;1958;;;1;0;1958;;https://www.transfermarkt.ch/robert-ljubicic/profil/spieler/353634;20230422105751
Kroatien;SuperSport HNL;1.Liga;Dinamo Zagreb;2.0;Sadegh Moharrami;2000000.0;2022-11-08;2000000.0;2022-11-08;€;27;174.0;Iran;rechts;Rechter Verteidiger;PIFA;;2018-07-02;2025-06-30;;Iran;;24.0;0.0;34.0;40.0;;3.0;19;2.32;0;0;9;1;1;0;0;1051;;;2;0;;;https://www.transfermarkt.ch/sadegh-moharrami/profil/spieler/294778;20230422105812
Kroatien;SuperSport HNL;1.Liga;Dinamo Zagreb;13.0;Stefan Ristovski;2000000.0;2022-11-08;4000000.0;2019-06-07;€;31;180.0;Nordmazedonien;rechts;Rechter Verteidiger;Leonardo Corsi;Nike;2021-02-02;2024-06-15;;Nordmazedonien;;77.0;2.0;72.0;70.0;;10.0;23;2.17;4;0;2;6;2;0;0;1822;;;3;0;456;http://www.instagram.com/stefan_ristovski_13/;https://www.transfermarkt.ch/stefan-ristovski/profil/spieler/104466;20230422105828
Kroatien;SuperSport HNL;1.Liga;Dinamo Zagreb;27.0;Josip Misic;3500000.0;2022-11-08;3500000.0;2022-11-08;€;28;187.0;Kroatien;rechts;Defensives Mittelfeld;MG MEDIATOR TRANSFER;;2021-07-01;2026-06-30;;;Kroatien;2.0;0.0;90.0;90.0;;3.0;28;2.32;2;0;2;4;2;1;0;2344;;;0;0;1172;;https://www.transfermarkt.ch/josip-misic/profil/spieler/227035;20230422105841
Kroatien;SuperSport HNL;1.Liga;Dinamo Zagreb;31.0;Marko Bulat;2500000.0;2022-11-08;3000000.0;2021-06-10;€;21;178.0;Kroatien;rechts;Defensives Mittelfeld;Familienangehörige;;2021-02-11;2027-06-30;;Kroatien U21;;3.0;0.0;14.0;19.0;;3.0;14;2.36;0;0;10;3;0;0;0;494;;;2;0;;;https://www.transfermarkt.ch/marko-bulat/profil/spieler/491039;20230422105856
