LeagueCountry;League;LeagueLevel;Club;No;Name;Value;ValueLastUpdate;HighestValue;HighestValueDate;ValueCurrency;Age;Height;Nationality;Foot;Position;Consultancy;Supplier;ClubSince;ContractUntil;Injury;International;FormerInternational;InternationalGames;InternationalGoals;StartingElevenQuote;MinutesQuote;TwPenaltySavesQuote;FsGoalParticipationQuote;Games;PointsPerGame;Goals;OwnGoals;Ins;Outs;YellowCards;YellowRedCards;RedCards;Minutes;TwGoalsConceded;TwCleanSheets;FsAssists;FsPenaltyGoals;FsMinutesPerGoal;Instagram;Source;ScrapingTime
Österreich;2. Liga;2.Liga;FC Liefering;45.0;Federico Crescenti;150000.0;2022-11-17;150000.0;2021-07-02;€;18;173.0;Schweiz;rechts;Mittelstürmer;SBE Management AG;Puma;2021-07-01;2026-05-31;;Schweiz U19;;6.0;1.0;0.0;6.0;;5.0;8;1.50;2;0;8;0;0;0;0;124;;;0;0;62;;https://www.transfermarkt.ch/federico-crescenti/profil/spieler/633190;20230422110601
Österreich;2. Liga;2.Liga;Blau-Weiß Linz;1.0;Nicolas Schmid;300000.0;2022-11-17;300000.0;2021-05-26;€;26;195.0;Österreich;beidfüßig;Torwart;CONNEXION;;2019-07-01;2025-06-30;;;Österreich U19;1.0;0.0;96.0;96.0;33.0;;22;1.91;0;0;0;0;1;0;0;1980;24;6;;;;;https://www.transfermarkt.ch/nicolas-schmid/profil/spieler/291097;20230422110616
Österreich;2. Liga;2.Liga;Blau-Weiß Linz;21.0;Felix Gschossmann;75000.0;2022-11-17;150000.0;2018-12-01;€;26;185.0;Österreich;rechts;Torwart;Reza Sport Consulting;;2020-08-01;2025-06-30;;;Österreich U18;0.0;0.0;4.0;4.0;0.0;;1;3.00;0;0;0;0;0;0;0;90;0;1;;;;;https://www.transfermarkt.ch/felix-gschossmann/profil/spieler/286798;20230422110634
Österreich;2. Liga;2.Liga;Blau-Weiß Linz;31.0;Kevin Radulovic;10000.0;2022-11-17;10000.0;2022-07-02;€;20;;Österreich;;Torwart;THE PLAYERS AGENT SRL;;2022-07-01;;;;;;;0.0;0.0;0.0;;0;;0;0;0;0;0;0;0;;0;0;;;;;https://www.transfermarkt.ch/kevin-radulovic/profil/spieler/746156;20230422110653
Österreich;2. Liga;2.Liga;Blau-Weiß Linz;41.0;Armin Sarcevic;10000.0;2022-11-17;10000.0;2022-07-02;€;23;;Österreich;;Torwart;RR Sports Management;;2022-07-01;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.transfermarkt.ch/armin-sarcevic/profil/spieler/440676;20230422110719
Österreich;2. Liga;2.Liga;Blau-Weiß Linz;15.0;Manuel Maranda;350000.0;2022-11-17;400000.0;2020-12-21;€;25;188.0;Österreich;rechts;Innenverteidiger;SPOCS Global Sports;;2021-07-02;2024-06-30;;;Österreich U21;5.0;0.0;100.0;97.0;;11.0;23;1.96;3;0;0;4;2;0;0;2003;;;3;0;668;http://www.instagram.com/manuel_maranda/;https://www.transfermarkt.ch/manuel-maranda/profil/spieler/287995;20230422110747
Österreich;2. Liga;2.Liga;Blau-Weiß Linz;2.0;Fabio Strauss;300000.0;2022-11-17;550000.0;2017-06-02;€;28;195.0;Österreich;rechts;Innenverteidiger;ROGON;;2020-08-28;2024-05-31;;;;;;78.0;75.0;;4.0;18;2.28;0;0;0;2;6;0;0;1545;;;2;0;;;https://www.transfermarkt.ch/fabio-strauss/profil/spieler/154140;20230422110804
Österreich;2. Liga;2.Liga;Blau-Weiß Linz;3.0;Christoph Schösswendter;175000.0;2022-11-17;800000.0;2016-12-22;€;34;194.0;Österreich;rechts;Innenverteidiger;More than Sport GmbH;;2022-01-22;2023-06-30;;;Österreich U20;1.0;0.0;26.0;24.0;;2.0;9;1.44;0;0;3;3;2;0;0;488;;;1;0;;http://instagram.com/chriistoph_sch;https://www.transfermarkt.ch/christoph-schosswendter/profil/spieler/68379;20230422110826
Portugal;Liga Portugal;1.Liga;Benfica;99.0;Odysseas Vlachodimos;16000000.0;2022-11-01;18000000.0;2021-01-28;€;28;191.0;Griechenland;rechts;Torwart;fair-sport GmbH;Uhlsport;2018-07-01;2027-06-30;;Griechenland;;31.0;0.0;100.0;100.0;0.0;;28;2.54;0;0;0;0;1;0;0;2520;17;17;;;;http://www.instagram.com/vlachod1mos/;https://www.transfermarkt.ch/odysseas-vlachodimos/profil/spieler/124419;20230422105458
Portugal;Liga Sabseg;2.Liga;Benfica B;24.0;Samuel Soares;2000000.0;2022-12-28;2000000.0;2022-11-01;€;20;190.0;Portugal;rechts;Torwart;Team of Future;;2021-07-01;2027-06-30;;Portugal U21;;5.0;0.0;64.0;64.0;0.0;;18;1.39;0;0;0;0;4;0;0;1620;30;4;;;;;https://www.transfermarkt.ch/samuel-soares/profil/spieler/504072;20230422105512
Portugal;Liga Sabseg;2.Liga;Benfica B;75.0;André Gomes;2000000.0;2023-03-02;2000000.0;2023-03-02;€;18;182.0;Portugal;links;Torwart;MDTM;;2023-01-01;2028-06-30;;Portugal U19;;12.0;0.0;71.0;71.0;0.0;;10;0.60;0;0;0;0;0;0;0;900;21;0;;;;;https://www.transfermarkt.ch/andre-gomes/profil/spieler/670710;20230422105528
Portugal;Liga Portugal;1.Liga;Benfica;66.0;António Silva;25000000.0;2023-03-02;25000000.0;2023-03-02;€;19;187.0;Portugal;rechts;Innenverteidiger;Gestifute;adidas;2022-07-01;2027-06-30;;Portugal;;3.0;0.0;89.0;89.0;;4.0;25;2.48;3;0;0;2;4;0;0;2245;;;0;0;748;http://www.instagram.com/antoniosilva.66/;https://www.transfermarkt.ch/antonio-silva/profil/spieler/650568;20230422105545
Portugal;Liga Portugal;1.Liga;Benfica;91.0;Morato;15000000.0;2022-11-01;15000000.0;2022-09-16;€;21;192.0;Brasilien;links;Innenverteidiger;Bertolucci Sports;;2021-07-01;2027-06-30;;;Brasilien U20;0.0;0.0;18.0;18.0;;1.0;6;3.00;1;0;1;0;1;0;0;465;;;0;0;465;http://www.instagram.com/morato/;https://www.transfermarkt.ch/morato/profil/spieler/673492;20230422105559
Portugal;Liga Portugal;1.Liga;Benfica;4.0;Lucas Veríssimo;8000000.0;2022-11-01;10000000.0;2021-12-27;€;27;188.0;Brasilien;rechts;Innenverteidiger;Wonder Sports;Puma;2021-01-31;2026-06-30;;;Brasilien;2.0;0.0;0.0;0.0;;0.0;2;3.00;0;0;2;0;0;0;0;9;;;0;0;;http://www.instagram.com/lucasverissimo_03/;https://www.transfermarkt.ch/lucas-verissimo/profil/spieler/411662;20230422105611
Portugal;Liga Portugal;1.Liga;Benfica;30.0;Nicolás Otamendi;3000000.0;2022-11-01;35000000.0;2018-01-02;€;35;183.0;Argentinien;rechts;Innenverteidiger;Gestifute;Nike;2020-09-29;2023-06-30;;Argentinien;;102.0;4.0;93.0;92.0;;0.0;26;2.50;0;0;0;1;7;1;0;2325;;;0;0;;http://www.instagram.com/nicolasotamendi30/?hl=it;https://www.transfermarkt.ch/nicolas-otamendi/profil/spieler/54781;20230422105623
Portugal;Liga Portugal;1.Liga;Benfica;3.0;Alejandro Grimaldo;25000000.0;2023-03-02;35000000.0;2019-12-30;€;27;171.0;Spanien;links;Linker Verteidiger;Wasserman;adidas;2016-01-01;2023-06-30;;;Spanien U21;2.0;0.0;96.0;96.0;;18.0;27;2.52;2;0;0;6;3;0;0;2413;;;10;0;1207;http://www.instagram.com/grimaldo35/;https://www.transfermarkt.ch/alejandro-grimaldo/profil/spieler/193082;20230422105635
Portugal;Liga Portugal;1.Liga;Benfica;23.0;Mihailo Ristić;3500000.0;2022-11-01;3500000.0;2022-03-23;€;27;180.0;Serbien;links;Linker Verteidiger;AC Talent;;2022-07-01;2026-06-30;;Serbien;;8.0;0.0;4.0;4.0;;3.0;6;3.00;1;0;5;0;0;0;0;106;;;1;0;106;http://www.instagram.com/risticmihailo24/;https://www.transfermarkt.ch/mihailo-risti%C4%87/profil/spieler/271455;20230422105647
Portugal;Liga Portugal;1.Liga;Benfica;6.0;Alexander Bah;8000000.0;2022-11-01;8000000.0;2022-11-01;€;25;183.0;Dänemark;rechts;Rechter Verteidiger;Elite Consulting;;2022-07-01;2027-06-30;KnieverletzungRückkehr unbekannt;Dänemark;;8.0;1.0;71.0;70.0;;7.0;25;2.60;1;0;5;9;1;0;0;1765;;;4;0;1765;http://www.instagram.com/alexanderbah/;https://www.transfermarkt.ch/alexander-bah/profil/spieler/452607;20230422105701
Portugal;Liga Portugal;1.Liga;Benfica;2.0;Gilberto;6000000.0;2022-11-01;6000000.0;2022-09-16;€;30;181.0;Brasilien;rechts;Rechter Verteidiger;MFD Sports;;2020-08-08;2025-06-30;;;Brasilien U23;4.0;0.0;29.0;30.0;;6.0;18;2.50;2;0;10;7;2;0;0;746;;;2;0;373;;https://www.transfermarkt.ch/gilberto/profil/spieler/231614;20230422105716
Portugal;Liga Portugal;1.Liga;Benfica;61.0;Florentino;20000000.0;2023-03-02;20000000.0;2019-12-30;€;23;184.0;Portugal;rechts;Defensives Mittelfeld;Team of Future;adidas;2019-01-01;2027-06-30;;;Portugal U21;12.0;0.0;82.0;75.0;;4.0;27;2.63;0;0;4;11;5;0;0;1897;;;3;0;;http://www.instagram.com/florentino_luis61/;https://www.transfermarkt.ch/florentino/profil/spieler/357162;20230422105731
Portugal;Liga Portugal;1.Liga;Benfica;8.0;Fredrik Aursnes;16000000.0;2023-03-02;16000000.0;2023-03-02;€;27;179.0;Norwegen;rechts;Defensives Mittelfeld;Solbakken / Player Solution;;2022-08-24;2027-06-30;;Norwegen;;12.0;0.0;69.0;69.0;;6.0;22;2.41;1;0;4;4;5;0;0;1616;;;3;0;1616;http://www.instagram.com/fredrikaurs18/;https://www.transfermarkt.ch/fredrik-aursnes/profil/spieler/223367;20230422105754
Portugal;Liga Portugal;1.Liga;Benfica;20.0;João Mário;14000000.0;2023-03-02;35000000.0;2016-10-14;€;30;179.0;Portugal;rechts;Zentrales Mittelfeld;P&P Sport Management S.A.M.;Nike;2021-07-13;2026-06-30;;Portugal;;56.0;3.0;96.0;87.0;;34.0;27;2.52;17;0;0;13;3;1;0;2193;;;6;7;129;http://www.instagram.com/joaomario/;https://www.transfermarkt.ch/joao-mario/profil/spieler/149729;20230422105814
Portugal;Liga Portugal;1.Liga;Benfica;87.0;João Neves;2500000.0;2023-03-02;2500000.0;2023-03-02;€;18;174.0;Portugal;rechts;Zentrales Mittelfeld;;;2023-01-01;2028-06-30;;Portugal U19;;17.0;3.0;0.0;5.0;;0.0;11;2.45;0;0;11;0;0;0;0;62;;;0;0;;http://www.instagram.com/joao_neves74/;https://www.transfermarkt.ch/joao-neves/profil/spieler/670681;20230422105827
Portugal;Liga Portugal;1.Liga;Benfica;22.0;Chiquinho;6000000.0;2023-03-02;9000000.0;2019-12-30;€;27;175.0;Portugal;rechts;Offensives Mittelfeld;Vision Players;adidas;2019-07-01;2024-06-30;;;;;;36.0;42.0;;0.0;19;2.42;0;0;9;4;0;0;0;1052;;;0;0;;http://www.instagram.com/chiquinho22_/;https://www.transfermarkt.ch/chiquinho/profil/spieler/334557;20230422105846
Portugal;Liga Portugal;1.Liga;Benfica;21.0;Andreas Schjelderup;9000000.0;2022-12-22;9000000.0;2022-12-22;€;18;176.0;Norwegen;rechts;Linksaußen;JT Riley AS;;2023-01-12;2028-06-30;;Norwegen U19;;6.0;2.0;0.0;0.0;;0.0;1;3.00;0;0;1;0;0;0;0;;;;0;0;;http://www.instagram.com/andreasschjelderup/;https://www.transfermarkt.ch/andreas-schjelderup/profil/spieler/670103;20230422105906
Portugal;Liga Portugal;1.Liga;Benfica;93.0;Julian Draxler;8000000.0;2023-03-02;40000000.0;2018-01-24;€;29;185.0;Deutschland;rechts;Linksaußen;ROGON;adidas;2022-09-01;2023-06-30;Operation am KnöchelRückkehr voraussichtlich am 31.05.2023;;Deutschland;58.0;7.0;17.0;19.0;;2.0;10;2.50;1;0;6;4;0;0;0;404;;;0;0;404;http://www.instagram.com/draxlerofficial/;https://www.transfermarkt.ch/julian-draxler/profil/spieler/85148;20230422105924
Portugal;Liga Portugal;1.Liga;Benfica;7.0;David Neres;22000000.0;2022-11-01;45000000.0;2019-06-12;€;26;176.0;Brasilien;links;Rechtsaußen;Bertolucci Sports;adidas;2022-07-01;2027-06-30;;;Brasilien;7.0;1.0;61.0;61.0;;18.0;25;2.60;6;0;8;14;2;0;0;1538;;;6;0;256;http://www.instagram.com/davidneres/;https://www.transfermarkt.ch/david-neres/profil/spieler/469822;20230422105938
Portugal;Liga Portugal;1.Liga;Benfica;15.0;Gonçalo Guedes;28000000.0;2023-03-02;40000000.0;2018-01-01;€;26;179.0;Portugal;rechts;Hängende Spitze;Gestifute;Nike;2023-01-19;2023-06-30;;Portugal;;32.0;7.0;33.0;31.0;;4.0;7;2.57;1;0;3;4;1;0;0;336;;;0;0;336;http://www.instagram.com/goncaloguedes15/;https://www.transfermarkt.ch/goncalo-guedes/profil/spieler/225122;20230422105952
Portugal;Liga Portugal;1.Liga;Benfica;27.0;Rafa;23000000.0;2022-11-01;30000000.0;2019-12-30;€;29;172.0;Portugal;rechts;Hängende Spitze;Onsoccer;;2016-08-31;2024-06-30;;;Portugal;25.0;0.0;71.0;67.0;;16.0;22;2.41;6;0;2;12;6;0;0;1695;;;5;0;283;http://www.instagram.com/rafaelalexandresilva/;https://www.transfermarkt.ch/rafa/profil/spieler/238055;20230422110005
Portugal;Liga Portugal;1.Liga;Benfica;88.0;Gonçalo Ramos;40000000.0;2023-03-02;40000000.0;2023-03-02;€;21;185.0;Portugal;rechts;Mittelstürmer;Gestifute;Nike;2020-10-01;2026-06-30;;Portugal;;7.0;4.0;86.0;74.0;;34.0;24;2.46;17;0;0;18;2;1;0;1874;;;6;0;110;http://www.instagram.com/goncaloramos88/;https://www.transfermarkt.ch/goncalo-ramos/profil/spieler/550550;20230422110020
Portugal;Liga Portugal;1.Liga;Benfica;19.0;Casper Tengstedt;6000000.0;2023-03-02;6000000.0;2023-03-02;€;22;184.0;Dänemark;rechts;Mittelstürmer;People In Sport;;2023-01-11;2028-06-30;;Dänemark U21;;5.0;1.0;0.0;2.0;;0.0;3;2.00;0;0;3;0;0;0;0;20;;;0;0;;http://www.instagram.com/caspertengstedt/;https://www.transfermarkt.ch/casper-tengstedt/profil/spieler/464598;20230422110032
Portugal;Liga Portugal;1.Liga;Benfica;33.0;Petar Musa;5000000.0;2022-11-01;5000000.0;2022-05-31;€;25;190.0;Kroatien;rechts;Mittelstürmer;UT s.r.o;;2022-07-02;2027-06-30;;Kroatien;;2.0;0.0;7.0;21.0;;10.0;24;2.54;5;0;22;2;1;0;0;532;;;2;0;106;;https://www.transfermarkt.ch/petar-musa/profil/spieler/387110;20230422110049
Portugal;Liga Portugal;1.Liga;FC Porto;99.0;Diogo Costa;45000000.0;2023-03-02;45000000.0;2023-03-02;€;23;186.0;Portugal;rechts;Torwart;Gestifute;adidas;2019-07-01;2027-06-30;;Portugal;;11.0;0.0;96.0;96.0;0.0;;27;2.37;0;2;0;0;1;0;0;2430;19;12;;;;http://www.instagram.com/diogomcosta99/;https://www.transfermarkt.ch/diogo-costa/profil/spieler/357153;20230422110110
Portugal;Liga Portugal;1.Liga;FC Porto;14.0;Cláudio Ramos;1500000.0;2022-11-01;2000000.0;2018-11-01;€;31;183.0;Portugal;rechts;Torwart;MNM Sports Management;;2020-08-14;2024-06-30;;;Portugal;1.0;0.0;4.0;4.0;0.0;;1;3.00;0;0;0;0;1;0;0;90;0;1;;;;http://www.instagram.com/claudioramos1/;https://www.transfermarkt.ch/claudio-ramos/profil/spieler/155396;20230422110122
Portugal;Liga Portugal;1.Liga;FC Porto;94.0;Samuel;1500000.0;2022-11-01;1500000.0;2021-12-27;€;29;188.0;Brasilien;rechts;Torwart;;;2022-09-01;2027-06-30;;;;;;14.0;14.0;0.0;;0;;0;0;0;0;0;0;0;;0;0;;;;;https://www.transfermarkt.ch/samuel/profil/spieler/284701;20230422110137
Portugal;Liga Portugal;1.Liga;FC Porto;4.0;David Carmo;16000000.0;2023-03-02;20000000.0;2022-09-16;€;23;196.0;Portugal;links;Innenverteidiger;Proeleven S.A.;;2022-07-05;2027-06-30;;Portugal;;0.0;0.0;25.0;25.0;;0.0;8;2.13;0;0;1;0;1;0;0;631;;;0;0;;http://www.instagram.com/d__carmo92/;https://www.transfermarkt.ch/david-carmo/profil/spieler/498237;20230422110203
Portugal;Liga Portugal;1.Liga;FC Porto;2.0;Fábio Cardoso;4000000.0;2023-03-02;4000000.0;2023-03-02;€;29;187.0;Portugal;rechts;Innenverteidiger;Gestifute;;2021-07-01;2026-06-30;;;Portugal U21;0.0;0.0;46.0;46.0;;3.0;15;2.27;2;0;2;2;4;0;0;1168;;;0;0;584;http://www.instagram.com/fcardoso6/;https://www.transfermarkt.ch/fabio-cardoso/profil/spieler/155025;20230422110218
Portugal;Liga Portugal;1.Liga;FC Porto;3.0;Pepe;1000000.0;2022-11-01;30000000.0;2007-07-10;€;40;187.0;Portugal;rechts;Innenverteidiger;Gestifute;Umbro;2019-01-08;2023-06-30;;Portugal;;133.0;8.0;57.0;58.0;;0.0;18;2.67;0;1;2;0;4;0;0;1452;;;0;0;;http://www.instagram.com/official_pepe/;https://www.transfermarkt.ch/pepe/profil/spieler/14132;20230422110233
Portugal;Liga Portugal;1.Liga;FC Porto;5.0;Marcano;500000.0;2022-11-01;8000000.0;2017-02-22;€;35;189.0;Spanien;links;Innenverteidiger;IDUB GLOBAL;;2019-07-11;2023-06-30;;;Spanien U21;1.0;0.0;71.0;70.0;;5.0;20;2.50;3;0;0;2;7;0;0;1772;;;0;0;591;http://www.instagram.com/marcano5.oficial/;https://www.transfermarkt.ch/marcano/profil/spieler/57723;20230422110247
Portugal;Liga Portugal;1.Liga;FC Porto;12.0;Zaidu;10000000.0;2022-11-01;10000000.0;2022-05-31;€;25;182.0;Nigeria;links;Linker Verteidiger;Gestifute;;2020-08-30;2027-06-30;;Nigeria;;11.0;0.0;36.0;42.0;;0.0;18;2.17;0;0;8;5;3;0;0;1048;;;0;0;;http://www.instagram.com/zaidu_m3/;https://www.transfermarkt.ch/zaidu/profil/spieler/544784;20230422110301
Portugal;Liga Portugal;1.Liga;FC Porto;22.0;Wendell;5000000.0;2022-11-01;25000000.0;2018-10-22;€;29;176.0;Brasilien;links;Linker Verteidiger;;;2021-08-19;2025-06-30;;;Brasilien;0.0;0.0;64.0;57.0;;5.0;20;2.50;1;0;2;10;4;0;0;1439;;;2;0;1439;http://www.instagram.com/wendellborges18/;https://www.transfermarkt.ch/wendell/profil/spieler/228433;20230422110313
Portugal;Liga Portugal;1.Liga;FC Porto;23.0;João Mário;16000000.0;2023-03-02;16000000.0;2023-03-02;€;23;178.0;Portugal;beidfüßig;Rechter Verteidiger;Gestifute;;2020-09-01;2027-06-30;unbekannte VerletzungRückkehr unbekannt;Portugal U21;;15.0;1.0;54.0;47.0;;8.0;18;2.56;1;0;3;9;3;0;1;1195;;;4;0;1195;;https://www.transfermarkt.ch/joao-mario/profil/spieler/537602;20230422110331
Portugal;Liga Portugal;1.Liga;FC Porto;18.0;Wilson Manafá;3000000.0;2023-03-02;7000000.0;2021-05-21;€;28;177.0;Portugal;rechts;Rechter Verteidiger;MadeinFootball;;2023-02-08;2023-06-30;;;Portugal U20;0.0;0.0;30.0;23.0;;0.0;5;3.00;0;0;2;3;1;0;0;204;;;0;0;;http://www.instagram.com/wilsonmanafa;https://www.transfermarkt.ch/wilson-manafa/profil/spieler/257388;20230422110344
Portugal;Liga Portugal;1.Liga;FC Porto;17.0;Rodrigo Conceição;1500000.0;2022-11-01;1500000.0;2022-11-01;€;23;175.0;Portugal;rechts;Rechter Verteidiger;;;2022-07-01;2024-06-30;;Portugal U21;;3.0;0.0;21.0;20.0;;0.0;14;2.14;0;0;8;6;0;0;0;515;;;0;0;;http://www.instagram.com/rodrigo_conceicao7/;https://www.transfermarkt.ch/rodrigo-conceicao/profil/spieler/426213;20230422110402
Portugal;Liga Portugal;1.Liga;FC Porto;8.0;Mateus Uribe;10000000.0;2023-03-02;16000000.0;2021-12-27;€;32;182.0;Kolumbien;rechts;Defensives Mittelfeld;Onze Sports;;2019-08-04;2023-06-30;;Kolumbien;;45.0;5.0;89.0;83.0;;7.0;26;2.35;4;0;1;6;4;1;0;2084;;;0;2;521;http://www.instagram.com/matheus_uribe/?hl=es;https://www.transfermarkt.ch/mateus-uribe/profil/spieler/214538;20230422110419
Portugal;Liga Portugal;1.Liga;FC Porto;16.0;Marko Grujić;9000000.0;2022-11-01;20000000.0;2019-06-05;€;27;191.0;Serbien;rechts;Defensives Mittelfeld;ROOF;Nike;2022-07-01;2026-06-30;;Serbien;;21.0;0.0;43.0;38.0;;2.0;19;2.58;1;0;7;7;5;0;0;945;;;0;0;945;http://www.instagram.com/grujicmarko/;https://www.transfermarkt.ch/marko-gruji%C4%87/profil/spieler/222813;20230422110433
Portugal;Liga Portugal;1.Liga;FC Porto;46.0;Stephen Eustaquio;10000000.0;2023-03-02;10000000.0;2023-03-02;€;26;177.0;Kanada;rechts;Zentrales Mittelfeld;CTS-SMI;adidas;2022-07-01;2027-06-30;;Kanada;;30.0;3.0;50.0;51.0;;12.0;23;2.48;2;0;9;9;2;1;0;1283;;;5;0;642;http://www.instagram.com/stepheustaquio/;https://www.transfermarkt.ch/stephen-eustaquio/profil/spieler/512913;20230422110453
Portugal;Liga Sabseg;2.Liga;FC Porto B;28.0;Bruno Costa;2000000.0;2023-03-02;2500000.0;2021-05-21;€;26;174.0;Portugal;rechts;Zentrales Mittelfeld;MRP.POSITIONUMBER;;2023-01-01;2024-06-30;;;Portugal U21;3.0;0.0;64.0;63.0;;14.0;9;1.44;3;0;0;2;3;0;0;792;;;0;3;264;http://www.instagram.com/bruno7costa/;https://www.transfermarkt.ch/bruno-costa/profil/spieler/344519;20230422110513
Portugal;Liga Portugal;1.Liga;FC Porto;87.0;Bernardo Folha;1000000.0;2023-03-02;1000000.0;2023-03-02;€;21;180.0;Portugal;rechts;Zentrales Mittelfeld;Nomi Sports;;2023-01-01;2024-06-30;;;Portugal U21;1.0;0.0;7.0;4.0;;0.0;4;3.00;0;0;3;0;0;1;0;52;;;0;0;;http://www.instagram.com/bernardo.folha/;https://www.transfermarkt.ch/bernardo-folha/profil/spieler/723733;20230422110532
Portugal;Liga Portugal;1.Liga;FC Porto;25.0;Otávio;30000000.0;2022-11-01;30000000.0;2022-05-31;€;28;172.0;Portugal;rechts;Offensives Mittelfeld;Livesoccer;;2014-09-01;2025-06-30;;Portugal;;12.0;3.0;71.0;73.0;;15.0;22;2.32;4;0;2;4;4;0;0;1840;;;5;0;460;http://www.instagram.com/otaviomonteiroo/;https://www.transfermarkt.ch/otavio/profil/spieler/231289;20230422110548
Portugal;Liga Portugal;1.Liga;FC Porto;20.0;André Franco;3500000.0;2022-11-01;3500000.0;2022-03-10;€;25;177.0;Portugal;links;Offensives Mittelfeld;Promoesport;;2022-08-04;2027-06-30;;;;;;18.0;21.0;;3.0;12;2.42;2;0;7;4;2;0;0;526;;;0;0;263;;https://www.transfermarkt.ch/andre-franco/profil/spieler/448470;20230422110602
Portugal;Liga Portugal;1.Liga;FC Porto;11.0;Pepê;22000000.0;2022-11-01;22000000.0;2022-11-01;€;26;175.0;Brasilien;rechts;Linksaußen;Bertolucci Sports;;2021-07-01;2027-06-30;;;Brasilien U23;6.0;3.0;79.0;84.0;;17.0;28;2.39;4;0;6;7;1;0;0;2105;;;6;0;526;http://www.instagram.com/pepe/;https://www.transfermarkt.ch/pepe/profil/spieler/520662;20230422110627
Portugal;Liga Portugal;1.Liga;FC Porto;13.0;Galeno;20000000.0;2023-03-02;20000000.0;2023-03-02;€;25;179.0;Brasilien;rechts;Linksaußen;Bertolucci Sports;;2022-01-31;2027-06-30;;;;;;54.0;61.0;;17.0;25;2.44;8;0;10;10;4;0;0;1534;;;2;1;192;http://www.instagram.com/w_galeno90/;https://www.transfermarkt.ch/galeno/profil/spieler/454121;20230422110641
Portugal;Liga Portugal;1.Liga;FC Porto;38.0;Fernando Andrade;800000.0;2022-11-01;4000000.0;2020-01-03;€;30;182.0;Brasilien;rechts;Linksaußen;Bruno Serafim;;2019-01-04;2023-06-30;;;;;;0.0;0.0;;0.0;0;;0;0;0;0;0;0;0;;;;0;0;;http://www.instagram.com/fernandoasnt93/;https://www.transfermarkt.ch/fernando-andrade/profil/spieler/236537;20230422110702
Portugal;Liga Portugal;1.Liga;FC Porto;7.0;Gabriel Veron;12000000.0;2022-11-01;25000000.0;2020-02-20;€;20;176.0;Brasilien;rechts;Rechtsaußen;Fabio Mello Sports;Puma;2022-07-22;2027-06-30;;;Brasilien U20;0.0;0.0;7.0;13.0;;3.0;13;2.08;0;0;11;2;1;0;0;318;;;2;0;;http://www.instagram.com/gabrielveron_/;https://www.transfermarkt.ch/gabriel-veron/profil/spieler/627221;20230422110722
Portugal;Liga Sabseg;2.Liga;FC Porto B;70.0;Gonçalo Borges;2000000.0;2022-11-01;2000000.0;2022-09-16;€;22;184.0;Portugal;rechts;Rechtsaußen;Unique Sports Group;;2020-07-01;2027-06-30;;;Portugal U21;2.0;0.0;36.0;32.0;;13.0;10;1.90;3;0;0;8;1;0;0;812;;;2;0;271;http://www.instagram.com/_gongas11/;https://www.transfermarkt.ch/goncalo-borges/profil/spieler/479649;20230422110736
Portugal;Liga Portugal;1.Liga;FC Porto;30.0;Evanilson;22000000.0;2022-11-01;22000000.0;2022-05-31;€;23;183.0;Brasilien;beidfüßig;Mittelstürmer;Brazil Soccer;;2020-09-09;2027-06-30;;;Brasilien U23;2.0;0.0;46.0;40.0;;20.0;17;2.29;6;0;4;12;1;0;0;1014;;;6;0;169;http://www.instagram.com/evanilsonlima99/;https://www.transfermarkt.ch/evanilson/profil/spieler/711337;20230422110759
Portugal;Liga Portugal;1.Liga;FC Porto;9.0;Mehdi Taremi;20000000.0;2022-11-01;20000000.0;2022-05-31;€;30;185.0;Iran;rechts;Mittelstürmer;;Nike;2020-08-31;2024-06-30;;Iran;;65.0;30.0;89.0;84.0;;35.0;27;2.37;14;0;2;17;5;0;0;2113;;;7;2;151;http://www.instagram.com/mehditaremiofficial9/;https://www.transfermarkt.ch/mehdi-taremi/profil/spieler/307058;20230422110813
Portugal;Liga Portugal;1.Liga;FC Porto;29.0;Toni Martínez;7000000.0;2022-11-01;7000000.0;2020-08-17;€;25;187.0;Spanien;rechts;Mittelstürmer;LEADERBROCK;New Balance;2020-10-04;2027-06-30;;;Spanien U19;2.0;0.0;32.0;39.0;;13.0;25;2.40;4;0;16;8;0;0;0;970;;;4;0;243;http://www.instagram.com/antoniomtnez_29/;https://www.transfermarkt.ch/toni-martinez/profil/spieler/302371;20230422110828
Portugal;Liga Portugal;1.Liga;FC Porto;19.0;Danny Namaso;3000000.0;2022-11-01;3000000.0;2022-09-16;€;22;182.0;England;rechts;Mittelstürmer;Familienangehörige;Puma;2022-07-01;2025-06-30;;;England U20;9.0;1.0;18.0;16.0;;8.0;17;2.18;2;0;12;5;1;0;0;401;;;3;0;201;http://www.instagram.com/dannynamaso/;https://www.transfermarkt.ch/danny-namaso/profil/spieler/392767;20230422110840
Türkei;1.Lig;2.Liga;Samsunspor;29.0;Jakub Szumski;300000.0;2023-04-03;400000.0;2021-05-21;€;31;194.0;Polen;rechts;Torwart;Familienangehörige;;2022-07-01;2024-06-30;;;Polen U21;10.0;0.0;94.0;94.0;13.0;;31;2.13;0;0;0;0;2;0;0;2790;23;13;;;;http://www.instagram.com/szumskikuba/;https://www.transfermarkt.ch/jakub-szumski/profil/spieler/157848;20230422105457
